S8 Irrad 1,,
S8 Irrad 1 1,"Date : 22/07/2021, 12:14:01",
Wavelength (nm),ABS,%T
"1,058.00",0.312,48.8
"1,059.00",0.316,48.3
"1,060.00",0.318,48
"1,061.00",0.321,47.8
"1,062.00",0.323,47.5
"1,063.00",0.326,47.2
"1,064.00",0.326,47.2
"1,065.00",0.326,47.2
"1,066.00",0.326,47.2
"1,067.00",0.331,46.7
"1,068.00",0.332,46.6
"1,069.00",0.335,46.2
"1,070.00",0.335,46.2
"1,071.00",0.335,46.3
"1,072.00",0.333,46.4
"1,073.00",0.333,46.4
"1,074.00",0.336,46.1
"1,075.00",0.337,46
"1,076.00",0.344,45.3
"1,077.00",0.344,45.3
"1,078.00",0.344,45.3
"1,079.00",0.344,45.3
"1,080.00",0.343,45.4
"1,081.00",0.342,45.5
"1,082.00",0.342,45.5
"1,083.00",0.345,45.2
"1,084.00",0.347,45
"1,085.00",0.346,45
"1,086.00",0.345,45.2
"1,087.00",0.342,45.5
"1,088.00",0.343,45.4
"1,089.00",0.342,45.5
"1,090.00",0.345,45.2
"1,091.00",0.354,44.3
"1,092.00",0.359,43.8
"1,093.00",0.358,43.9
"1,094.00",0.356,44
"1,095.00",0.356,44
"1,096.00",0.356,44
"1,097.00",0.356,44.1
"1,098.00",0.363,43.4
"1,099.00",0.362,43.4
"1,100.00",0.234,58.3
,,
,,
S8 Irrad 2,,
S8 Irrad 2 3,"Date : 22/07/2021, 12:27:57",
Wavelength (nm),ABS,%T
190,2.193,0.6
191,2.294,0.5
192,2.329,0.5
193,2.358,0.4
194,2.42,0.4
195,2.464,0.3
196,2.508,0.3
197,2.541,0.3
198,2.548,0.3
199,2.613,0.2
200,2.617,0.2
201,2.626,0.2
202,2.626,0.2
203,2.641,0.2
204,2.664,0.2
205,2.689,0.2
206,2.738,0.2
207,2.74,0.2
208,2.748,0.2
209,2.758,0.2
210,2.798,0.2
211,2.805,0.2
212,2.811,0.2
213,2.819,0.2
214,2.819,0.2
215,3,0.1
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0.1
224,2.746,0.2
225,2.605,0.2
226,2.511,0.3
227,2.411,0.4
228,2.334,0.5
229,2.276,0.5
230,2.222,0.6
231,2.166,0.7
232,2.098,0.8
233,2.034,0.9
234,1.976,1.1
235,1.918,1.2
236,1.869,1.4
237,1.825,1.5
238,1.786,1.6
239,1.745,1.8
240,1.704,2
241,1.664,2.2
242,1.628,2.4
243,1.6,2.5
244,1.577,2.6
245,1.546,2.8
246,1.504,3.1
247,1.469,3.4
248,1.446,3.6
249,1.425,3.8
250,1.402,4
251,1.372,4.2
252,1.341,4.6
253,1.313,4.9
254,1.289,5.1
255,1.265,5.4
256,1.241,5.7
257,1.217,6.1
258,1.195,6.4
259,1.173,6.7
260,1.154,7
261,1.143,7.2
262,1.14,7.2
263,1.129,7.4
264,1.119,7.6
265,1.109,7.8
266,1.1,7.9
267,1.092,8.1
268,1.088,8.2
269,1.085,8.2
270,1.081,8.3
271,1.076,8.4
272,1.072,8.5
273,1.074,8.4
274,1.077,8.4
275,1.077,8.4
276,1.077,8.4
277,1.076,8.4
278,1.077,8.4
279,1.077,8.4
280,1.078,8.4
281,1.077,8.4
282,1.077,8.4
283,1.079,8.3
284,1.079,8.3
285,1.079,8.3
286,1.079,8.3
287,1.08,8.3
288,1.084,8.2
289,1.085,8.2
290,1.084,8.2
291,1.084,8.2
292,1.086,8.2
293,1.087,8.2
294,1.085,8.2
295,1.086,8.2
296,1.086,8.2
297,1.087,8.2
298,1.087,8.2
299,1.088,8.2
300,1.088,8.2
301,1.088,8.2
302,1.087,8.2
303,1.086,8.2
304,1.084,8.2
305,1.079,8.3
306,1.073,8.5
307,1.069,8.5
308,1.064,8.6
309,1.06,8.7
310,1.058,8.8
311,1.054,8.8
312,1.049,8.9
313,1.044,9
314,1.036,9.2
315,1.035,9.2
316,1.034,9.2
317,1.03,9.3
318,1.02,9.5
319,1.014,9.7
320,1.008,9.8
321,1,10
322,0.987,10.3
323,0.979,10.5
324,0.978,10.5
325,0.975,10.6
326,0.97,10.7
327,0.963,10.9
328,0.956,11.1
329,0.947,11.3
330,0.938,11.5
331,0.928,11.8
332,0.922,12
333,0.919,12.1
334,0.913,12.2
335,0.907,12.4
336,0.897,12.7
337,0.888,12.9
338,0.882,13.1
339,0.875,13.3
340,0.868,13.6
341,0.859,13.8
342,0.849,14.1
343,0.844,14.3
344,0.842,14.4
345,0.841,14.4
346,0.836,14.6
347,0.827,14.9
348,0.817,15.2
349,0.81,15.5
350,0.804,15.7
351,0.795,16
352,0.789,16.3
353,0.784,16.4
354,0.781,16.5
355,0.775,16.8
356,0.773,16.9
357,0.773,16.9
358,0.764,17.2
359,0.758,17.5
360,0.756,17.5
361,0.756,17.5
362,0.756,17.5
363,0.752,17.7
364,0.745,18
365,0.741,18.1
366,0.737,18.3
367,0.734,18.5
368,0.727,18.7
369,0.72,19.1
370,0.715,19.3
371,0.713,19.4
372,0.708,19.6
373,0.701,19.9
374,0.695,20.2
375,0.693,20.3
376,0.693,20.3
377,0.694,20.2
378,0.695,20.2
379,0.693,20.3
380,0.689,20.5
381,0.683,20.7
382,0.679,21
383,0.677,21
384,0.677,21.1
385,0.674,21.2
386,0.674,21.2
387,0.672,21.3
388,0.671,21.3
389,0.666,21.6
390,0.652,22.3
391,0.643,22.7
392,0.64,22.9
393,0.636,23.1
394,0.635,23.2
395,0.633,23.3
396,0.63,23.5
397,0.624,23.8
398,0.621,23.9
399,0.619,24
400,0.616,24.2
401,0.612,24.4
402,0.609,24.6
403,0.607,24.7
404,0.606,24.8
405,0.606,24.8
406,0.605,24.8
407,0.602,25
408,0.598,25.2
409,0.596,25.3
410,0.596,25.3
411,0.595,25.4
412,0.592,25.6
413,0.588,25.8
414,0.587,25.9
415,0.586,25.9
416,0.584,26.1
417,0.581,26.2
418,0.578,26.4
419,0.576,26.5
420,0.574,26.7
421,0.572,26.8
422,0.572,26.8
423,0.571,26.9
424,0.569,26.9
425,0.568,27
426,0.568,27.1
427,0.566,27.2
428,0.564,27.3
429,0.563,27.3
430,0.561,27.5
431,0.56,27.5
432,0.56,27.6
433,0.558,27.7
434,0.556,27.8
435,0.553,28
436,0.553,28
437,0.551,28.1
438,0.55,28.2
439,0.547,28.3
440,0.546,28.4
441,0.544,28.6
442,0.544,28.5
443,0.542,28.7
444,0.542,28.7
445,0.54,28.9
446,0.539,28.9
447,0.537,29
448,0.536,29.1
449,0.534,29.2
450,0.532,29.4
451,0.532,29.4
452,0.53,29.5
453,0.528,29.6
454,0.528,29.6
455,0.526,29.8
456,0.525,29.9
457,0.522,30.1
458,0.519,30.3
459,0.517,30.4
460,0.517,30.4
461,0.517,30.4
462,0.517,30.4
463,0.516,30.5
464,0.514,30.6
465,0.513,30.7
466,0.512,30.7
467,0.511,30.8
468,0.509,31
469,0.508,31
470,0.507,31.1
471,0.506,31.2
472,0.504,31.3
473,0.502,31.5
474,0.501,31.5
475,0.499,31.7
476,0.497,31.8
477,0.495,32
478,0.494,32.1
479,0.493,32.1
480,0.49,32.4
481,0.485,32.7
482,0.48,33.1
483,0.477,33.3
484,0.478,33.3
485,0.481,33
486,0.481,33
487,0.48,33.1
488,0.479,33.2
489,0.479,33.2
490,0.477,33.4
491,0.474,33.6
492,0.474,33.6
493,0.475,33.5
494,0.473,33.7
495,0.471,33.8
496,0.469,33.9
497,0.469,34
498,0.468,34
499,0.468,34
500,0.467,34.1
501,0.466,34.2
502,0.464,34.4
503,0.462,34.6
504,0.46,34.7
505,0.458,34.8
506,0.456,35
507,0.454,35.1
508,0.453,35.3
509,0.453,35.3
510,0.452,35.3
511,0.45,35.4
512,0.45,35.5
513,0.45,35.5
514,0.448,35.6
515,0.447,35.8
516,0.443,36
517,0.443,36
518,0.443,36.1
519,0.443,36
520,0.443,36
521,0.443,36.1
522,0.439,36.4
523,0.437,36.5
524,0.436,36.7
525,0.433,36.9
526,0.431,37.1
527,0.43,37.2
528,0.433,36.9
529,0.434,36.8
530,0.433,36.9
531,0.431,37.1
532,0.43,37.1
533,0.431,37.1
534,0.431,37.1
535,0.43,37.2
536,0.43,37.2
537,0.429,37.2
538,0.424,37.6
539,0.42,38
540,0.42,38
541,0.421,37.9
542,0.424,37.6
543,0.426,37.5
544,0.425,37.6
545,0.424,37.7
546,0.423,37.8
547,0.423,37.8
548,0.422,37.8
549,0.421,37.9
550,0.421,37.9
551,0.418,38.2
552,0.418,38.2
553,0.417,38.2
554,0.417,38.3
555,0.416,38.3
556,0.416,38.4
557,0.414,38.5
558,0.413,38.6
559,0.412,38.7
560,0.407,39.2
561,0.404,39.4
562,0.403,39.5
563,0.402,39.7
564,0.401,39.7
565,0.4,39.8
566,0.401,39.7
567,0.402,39.6
568,0.401,39.7
569,0.401,39.7
570,0.4,39.8
571,0.398,40
572,0.4,39.8
573,0.4,39.8
574,0.4,39.8
575,0.401,39.7
576,0.4,39.8
577,0.401,39.7
578,0.401,39.7
579,0.401,39.8
580,0.4,39.8
581,0.4,39.8
582,0.4,39.8
583,0.398,40
584,0.398,40
585,0.398,40
586,0.398,40
587,0.397,40.1
588,0.396,40.2
589,0.396,40.2
590,0.397,40.1
591,0.396,40.1
592,0.396,40.1
593,0.396,40.2
594,0.395,40.3
595,0.394,40.3
596,0.394,40.3
597,0.396,40.2
598,0.397,40
599,0.398,40
600,0.397,40.1
601,0.395,40.3
602,0.394,40.4
603,0.393,40.4
604,0.394,40.4
605,0.395,40.3
606,0.396,40.2
607,0.397,40.1
608,0.396,40.2
609,0.396,40.2
610,0.396,40.2
611,0.397,40.1
612,0.397,40.1
613,0.397,40.1
614,0.397,40.1
615,0.396,40.1
616,0.396,40.1
617,0.396,40.2
618,0.396,40.2
619,0.396,40.2
620,0.396,40.2
621,0.396,40.2
622,0.395,40.2
623,0.395,40.3
624,0.394,40.4
625,0.394,40.4
626,0.394,40.4
627,0.395,40.3
628,0.396,40.2
629,0.396,40.1
630,0.396,40.2
631,0.396,40.2
632,0.396,40.2
633,0.396,40.2
634,0.396,40.2
635,0.396,40.2
636,0.396,40.2
637,0.396,40.2
638,0.396,40.2
639,0.396,40.2
640,0.395,40.3
641,0.395,40.3
642,0.395,40.3
643,0.394,40.3
644,0.394,40.4
645,0.394,40.4
646,0.394,40.4
647,0.393,40.4
648,0.393,40.4
649,0.392,40.5
650,0.392,40.5
651,0.392,40.5
652,0.392,40.5
653,0.392,40.5
654,0.392,40.6
655,0.392,40.6
656,0.391,40.6
657,0.39,40.7
658,0.389,40.9
659,0.389,40.9
660,0.389,40.8
661,0.389,40.8
662,0.391,40.7
663,0.391,40.7
664,0.39,40.7
665,0.39,40.8
666,0.389,40.8
667,0.388,40.9
668,0.387,41
669,0.387,41
670,0.386,41.1
671,0.386,41.1
672,0.386,41.1
673,0.386,41.1
674,0.386,41.1
675,0.385,41.2
676,0.385,41.2
677,0.383,41.4
678,0.383,41.4
679,0.382,41.5
680,0.381,41.6
681,0.381,41.6
682,0.381,41.6
683,0.381,41.6
684,0.381,41.6
685,0.381,41.6
686,0.38,41.6
687,0.38,41.7
688,0.38,41.7
689,0.378,41.9
690,0.377,41.9
691,0.376,42
692,0.376,42.1
693,0.375,42.2
694,0.374,42.3
695,0.372,42.4
696,0.37,42.6
697,0.369,42.8
698,0.367,42.9
699,0.367,42.9
700,0.367,42.9
701,0.369,42.8
702,0.369,42.8
703,0.369,42.8
704,0.368,42.9
705,0.367,43
706,0.367,43
707,0.366,43.1
708,0.364,43.2
709,0.364,43.2
710,0.363,43.3
711,0.363,43.4
712,0.361,43.6
713,0.36,43.6
714,0.36,43.6
715,0.359,43.7
716,0.359,43.7
717,0.359,43.7
718,0.359,43.8
719,0.358,43.9
720,0.357,43.9
721,0.357,44
722,0.357,44
723,0.355,44.1
724,0.354,44.2
725,0.354,44.2
726,0.354,44.3
727,0.352,44.4
728,0.351,44.5
729,0.35,44.7
730,0.348,44.9
731,0.346,45.1
732,0.344,45.3
733,0.344,45.3
734,0.343,45.3
735,0.343,45.4
736,0.343,45.4
737,0.342,45.5
738,0.342,45.6
739,0.341,45.6
740,0.341,45.6
741,0.341,45.6
742,0.34,45.7
743,0.339,45.8
744,0.338,45.9
745,0.338,45.9
746,0.336,46.1
747,0.335,46.2
748,0.335,46.3
749,0.333,46.4
750,0.333,46.5
751,0.332,46.6
752,0.332,46.6
753,0.331,46.6
754,0.331,46.7
755,0.331,46.7
756,0.331,46.7
757,0.331,46.7
758,0.33,46.8
759,0.328,47
760,0.328,46.9
761,0.328,47
762,0.328,47
763,0.325,47.3
764,0.321,47.7
765,0.321,47.8
766,0.321,47.8
767,0.321,47.8
768,0.321,47.8
769,0.322,47.6
770,0.322,47.7
771,0.321,47.8
772,0.321,47.8
773,0.32,47.9
774,0.32,47.9
775,0.32,47.9
776,0.318,48.1
777,0.317,48.1
778,0.317,48.2
779,0.315,48.4
780,0.314,48.5
781,0.315,48.4
782,0.315,48.4
783,0.314,48.5
784,0.314,48.5
785,0.314,48.6
786,0.313,48.6
787,0.311,48.8
788,0.311,48.9
789,0.308,49.2
790,0.306,49.4
791,0.306,49.5
792,0.306,49.5
793,0.305,49.5
794,0.305,49.5
795,0.305,49.5
796,0.305,49.6
797,0.305,49.6
798,0.304,49.7
799,0.302,49.8
800,0.301,50
801,0.299,50.2
802,0.297,50.4
803,0.296,50.6
804,0.294,50.8
805,0.294,50.8
806,0.294,50.9
807,0.292,51
808,0.291,51.1
809,0.29,51.3
810,0.29,51.3
811,0.29,51.3
812,0.288,51.5
813,0.288,51.5
814,0.289,51.4
815,0.288,51.5
816,0.287,51.6
817,0.287,51.6
818,0.287,51.7
819,0.286,51.7
820,0.286,51.8
821,0.285,51.9
822,0.278,52.7
823,0.273,53.4
824,0.273,53.4
825,0.273,53.3
826,0.273,53.3
827,0.277,52.8
828,0.277,52.8
829,0.278,52.8
830,0.278,52.7
831,0.278,52.7
832,0.278,52.7
833,0.277,52.8
834,0.275,53.1
835,0.273,53.3
836,0.274,53.3
837,0.274,53.2
838,0.274,53.2
839,0.275,53.1
840,0.275,53.1
841,0.275,53.1
842,0.274,53.2
843,0.274,53.2
844,0.273,53.4
845,0.273,53.4
846,0.273,53.3
847,0.273,53.4
848,0.273,53.4
849,0.272,53.4
850,0.272,53.4
851,0.272,53.4
852,0.272,53.4
853,0.272,53.4
854,0.272,53.4
855,0.272,53.5
856,0.272,53.5
857,0.272,53.5
858,0.27,53.7
859,0.269,53.8
860,0.271,53.6
861,0.27,53.7
862,0.269,53.8
863,0.27,53.8
864,0.268,54
865,0.267,54
866,0.267,54.1
867,0.267,54.1
868,0.266,54.2
869,0.265,54.3
870,0.265,54.4
871,0.265,54.4
872,0.264,54.5
873,0.264,54.5
874,0.263,54.5
875,0.261,54.8
876,0.26,55
877,0.259,55
878,0.259,55
879,0.259,55.1
880,0.257,55.3
881,0.253,55.8
882,0.25,56.3
883,0.25,56.3
884,0.249,56.4
885,0.248,56.4
886,0.248,56.4
887,0.252,55.9
888,0.254,55.7
889,0.253,55.8
890,0.253,55.8
891,0.253,55.8
892,0.253,55.8
893,0.252,56
894,0.252,56
895,0.251,56.2
896,0.249,56.3
897,0.248,56.4
898,0.248,56.4
899,0.248,56.5
900,0.248,56.4
901,0.248,56.4
902,0.248,56.5
903,0.248,56.5
904,0.247,56.6
905,0.247,56.7
906,0.246,56.7
907,0.245,56.9
908,0.244,57
909,0.244,57
910,0.245,56.9
911,0.245,56.9
912,0.245,56.9
913,0.245,56.9
914,0.245,56.9
915,0.245,56.9
916,0.242,57.3
917,0.241,57.4
918,0.24,57.6
919,0.24,57.5
920,0.241,57.5
921,0.242,57.2
922,0.242,57.2
923,0.243,57.2
924,0.243,57.2
925,0.243,57.2
926,0.244,57.1
927,0.244,57
928,0.242,57.3
929,0.242,57.3
930,0.242,57.2
931,0.242,57.2
932,0.242,57.3
933,0.242,57.3
934,0.242,57.2
935,0.242,57.2
936,0.242,57.2
937,0.242,57.3
938,0.242,57.3
939,0.242,57.3
940,0.242,57.3
941,0.242,57.3
942,0.242,57.3
943,0.24,57.6
944,0.239,57.6
945,0.239,57.6
946,0.238,57.8
947,0.237,58
948,0.237,58
949,0.237,57.9
950,0.245,56.9
951,0.255,55.6
952,0.259,55.1
953,0.259,55.1
954,0.26,54.9
955,0.261,54.8
956,0.264,54.5
957,0.266,54.2
958,0.27,53.7
959,0.271,53.5
960,0.273,53.3
961,0.273,53.3
962,0.274,53.2
963,0.275,53.1
964,0.275,53.1
965,0.275,53
966,0.277,52.8
967,0.279,52.6
968,0.281,52.3
969,0.286,51.8
970,0.288,51.6
971,0.289,51.4
972,0.289,51.5
973,0.288,51.5
974,0.288,51.5
975,0.287,51.6
976,0.286,51.8
977,0.285,51.9
978,0.284,52
979,0.28,52.5
980,0.273,53.3
981,0.265,54.4
982,0.262,54.7
983,0.25,56.3
984,0.25,56.2
985,0.251,56.1
986,0.263,54.5
987,0.273,53.4
988,0.276,52.9
989,0.278,52.7
990,0.278,52.8
991,0.277,52.8
992,0.273,53.3
993,0.271,53.6
994,0.262,54.7
995,0.249,56.4
996,0.247,56.6
997,0.245,56.9
998,0.245,56.9
999,0.246,56.8
"1,000.00",0.249,56.3
"1,001.00",0.255,55.6
"1,002.00",0.258,55.2
"1,003.00",0.263,54.6
"1,004.00",0.264,54.5
"1,005.00",0.264,54.5
"1,006.00",0.264,54.5
"1,007.00",0.264,54.5
"1,008.00",0.264,54.5
"1,009.00",0.264,54.5
"1,010.00",0.264,54.5
"1,011.00",0.264,54.5
"1,012.00",0.266,54.1
"1,013.00",0.265,54.3
"1,014.00",0.265,54.3
"1,015.00",0.263,54.5
"1,016.00",0.263,54.6
"1,017.00",0.26,55
"1,018.00",0.26,55
"1,019.00",0.26,54.9
"1,020.00",0.262,54.7
"1,021.00",0.266,54.3
"1,022.00",0.267,54.1
"1,023.00",0.271,53.6
"1,024.00",0.271,53.6
"1,025.00",0.271,53.5
"1,026.00",0.274,53.2
"1,027.00",0.276,53
"1,028.00",0.276,53
"1,029.00",0.282,52.2
"1,030.00",0.281,52.4
"1,031.00",0.281,52.4
"1,032.00",0.281,52.4
"1,033.00",0.284,52.1
"1,034.00",0.283,52.1
"1,035.00",0.286,51.8
"1,036.00",0.286,51.8
"1,037.00",0.286,51.8
"1,038.00",0.286,51.8
"1,039.00",0.288,51.5
"1,040.00",0.29,51.2
"1,041.00",0.293,50.9
"1,042.00",0.294,50.8
"1,043.00",0.294,50.8
"1,044.00",0.295,50.7
"1,045.00",0.295,50.7
"1,046.00",0.297,50.5
"1,047.00",0.297,50.5
"1,048.00",0.297,50.5
"1,049.00",0.298,50.3
"1,050.00",0.297,50.4
"1,051.00",0.297,50.4
"1,052.00",0.297,50.4
"1,053.00",0.3,50.2
"1,054.00",0.299,50.2
"1,055.00",0.301,50.1
"1,056.00",0.301,50
"1,057.00",0.302,49.8
"1,058.00",0.309,49.1
"1,059.00",0.322,47.6
"1,060.00",0.322,47.6
"1,061.00",0.323,47.5
"1,062.00",0.326,47.2
"1,063.00",0.326,47.2
"1,064.00",0.326,47.2
"1,065.00",0.331,46.7
"1,066.00",0.331,46.7
"1,067.00",0.331,46.7
"1,068.00",0.331,46.7
"1,069.00",0.332,46.5
"1,070.00",0.33,46.7
"1,071.00",0.331,46.7
"1,072.00",0.332,46.6
"1,073.00",0.332,46.5
"1,074.00",0.334,46.3
"1,075.00",0.335,46.2
"1,076.00",0.34,45.7
"1,077.00",0.34,45.7
"1,078.00",0.344,45.2
"1,079.00",0.347,45
"1,080.00",0.349,44.8
"1,081.00",0.347,45
"1,082.00",0.347,45
"1,083.00",0.348,44.9
"1,084.00",0.347,45
"1,085.00",0.347,45
"1,086.00",0.346,45.1
"1,087.00",0.339,45.8
"1,088.00",0.346,45.1
"1,089.00",0.351,44.5
"1,090.00",0.35,44.6
"1,091.00",0.351,44.6
"1,092.00",0.353,44.4
"1,093.00",0.354,44.3
"1,094.00",0.354,44.2
"1,095.00",0.354,44.2
"1,096.00",0.355,44.2
"1,097.00",0.354,44.2
"1,098.00",0.357,43.9
"1,099.00",0.356,44.1
"1,100.00",0.225,59.5
,,
,,
S8 Irrad 2,,
S8 Irrad 2 4,"Date : 22/07/2021, 12:29:04",
Wavelength (nm),ABS,%T
190,2.164,0.7
191,2.224,0.6
192,2.276,0.5
193,2.328,0.5
194,2.396,0.4
195,2.412,0.4
196,2.457,0.3
197,2.55,0.3
198,2.57,0.3
199,2.597,0.3
200,2.598,0.3
201,2.599,0.3
202,2.655,0.2
203,2.692,0.2
204,2.718,0.2
205,2.728,0.2
206,2.754,0.2
207,2.765,0.2
208,2.765,0.2
209,2.768,0.2
210,2.768,0.2
211,2.77,0.2
212,2.77,0.2
213,2.778,0.2
214,2.806,0.2
215,3,0.1
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0.1
224,2.725,0.2
225,2.584,0.3
226,2.478,0.3
227,2.387,0.4
228,2.312,0.5
229,2.251,0.6
230,2.2,0.6
231,2.146,0.7
232,2.08,0.8
233,2.016,1
234,1.957,1.1
235,1.902,1.3
236,1.854,1.4
237,1.812,1.5
238,1.771,1.7
239,1.732,1.9
240,1.691,2
241,1.652,2.2
242,1.617,2.4
243,1.591,2.6
244,1.568,2.7
245,1.538,2.9
246,1.496,3.2
247,1.462,3.5
248,1.438,3.7
249,1.417,3.8
250,1.394,4
251,1.367,4.3
252,1.336,4.6
253,1.307,4.9
254,1.284,5.2
255,1.26,5.5
256,1.237,5.8
257,1.213,6.1
258,1.191,6.4
259,1.169,6.8
260,1.149,7.1
261,1.137,7.3
262,1.132,7.4
263,1.124,7.5
264,1.113,7.7
265,1.105,7.8
266,1.097,8
267,1.088,8.2
268,1.084,8.2
269,1.083,8.3
270,1.078,8.4
271,1.073,8.5
272,1.069,8.5
273,1.071,8.5
274,1.073,8.5
275,1.073,8.5
276,1.07,8.5
277,1.07,8.5
278,1.071,8.5
279,1.073,8.5
280,1.072,8.5
281,1.072,8.5
282,1.072,8.5
283,1.073,8.5
284,1.075,8.4
285,1.075,8.4
286,1.075,8.4
287,1.078,8.4
288,1.081,8.3
289,1.082,8.3
290,1.082,8.3
291,1.082,8.3
292,1.084,8.2
293,1.084,8.2
294,1.083,8.3
295,1.083,8.3
296,1.083,8.3
297,1.084,8.2
298,1.084,8.2
299,1.084,8.2
300,1.084,8.2
301,1.084,8.2
302,1.083,8.3
303,1.083,8.3
304,1.081,8.3
305,1.076,8.4
306,1.072,8.5
307,1.066,8.6
308,1.059,8.7
309,1.054,8.8
310,1.053,8.9
311,1.049,8.9
312,1.045,9
313,1.04,9.1
314,1.032,9.3
315,1.03,9.3
316,1.03,9.3
317,1.024,9.5
318,1.014,9.7
319,1.008,9.8
320,1.004,9.9
321,0.996,10.1
322,0.984,10.4
323,0.975,10.6
324,0.972,10.7
325,0.97,10.7
326,0.966,10.8
327,0.958,11
328,0.951,11.2
329,0.942,11.4
330,0.932,11.7
331,0.923,11.9
332,0.916,12.1
333,0.912,12.3
334,0.907,12.4
335,0.9,12.6
336,0.892,12.8
337,0.884,13.1
338,0.877,13.3
339,0.87,13.5
340,0.863,13.7
341,0.853,14
342,0.845,14.3
343,0.838,14.5
344,0.836,14.6
345,0.836,14.6
346,0.831,14.8
347,0.822,15.1
348,0.813,15.4
349,0.806,15.6
350,0.798,15.9
351,0.791,16.2
352,0.785,16.4
353,0.781,16.6
354,0.778,16.7
355,0.771,16.9
356,0.769,17
357,0.769,17
358,0.765,17.2
359,0.755,17.6
360,0.754,17.6
361,0.753,17.7
362,0.753,17.7
363,0.75,17.8
364,0.745,18
365,0.739,18.3
366,0.732,18.5
367,0.729,18.7
368,0.724,18.9
369,0.717,19.2
370,0.714,19.3
371,0.709,19.5
372,0.704,19.7
373,0.698,20
374,0.693,20.3
375,0.693,20.3
376,0.693,20.3
377,0.693,20.3
378,0.693,20.3
379,0.692,20.3
380,0.686,20.6
381,0.681,20.9
382,0.677,21
383,0.676,21.1
384,0.675,21.1
385,0.672,21.3
386,0.671,21.3
387,0.668,21.5
388,0.666,21.6
389,0.661,21.8
390,0.649,22.4
391,0.644,22.7
392,0.638,23
393,0.634,23.2
394,0.633,23.3
395,0.63,23.4
396,0.628,23.6
397,0.622,23.9
398,0.62,24
399,0.617,24.2
400,0.615,24.3
401,0.611,24.5
402,0.607,24.7
403,0.606,24.8
404,0.605,24.9
405,0.604,24.9
406,0.603,25
407,0.601,25
408,0.599,25.2
409,0.595,25.4
410,0.594,25.5
411,0.593,25.5
412,0.591,25.7
413,0.59,25.7
414,0.586,26
415,0.585,26
416,0.582,26.2
417,0.579,26.4
418,0.576,26.5
419,0.574,26.7
420,0.572,26.8
421,0.571,26.8
422,0.571,26.9
423,0.57,26.9
424,0.568,27
425,0.567,27.1
426,0.567,27.1
427,0.564,27.3
428,0.563,27.3
429,0.562,27.4
430,0.56,27.5
431,0.56,27.6
432,0.558,27.7
433,0.557,27.8
434,0.555,27.8
435,0.552,28
436,0.551,28.1
437,0.55,28.2
438,0.547,28.4
439,0.547,28.4
440,0.545,28.5
441,0.543,28.6
442,0.543,28.6
443,0.541,28.8
444,0.54,28.8
445,0.54,28.9
446,0.538,29
447,0.535,29.1
448,0.535,29.2
449,0.533,29.3
450,0.532,29.4
451,0.532,29.4
452,0.529,29.6
453,0.528,29.6
454,0.528,29.6
455,0.527,29.7
456,0.525,29.8
457,0.522,30.1
458,0.52,30.2
459,0.518,30.3
460,0.517,30.4
461,0.517,30.4
462,0.517,30.4
463,0.517,30.4
464,0.516,30.5
465,0.513,30.7
466,0.512,30.7
467,0.512,30.8
468,0.51,30.9
469,0.509,31
470,0.508,31.1
471,0.506,31.2
472,0.502,31.5
473,0.501,31.6
474,0.5,31.6
475,0.499,31.7
476,0.497,31.8
477,0.495,32
478,0.495,32
479,0.492,32.2
480,0.489,32.4
481,0.485,32.7
482,0.48,33.1
483,0.477,33.3
484,0.479,33.2
485,0.481,33
486,0.481,33
487,0.479,33.2
488,0.479,33.2
489,0.479,33.2
490,0.477,33.3
491,0.475,33.5
492,0.475,33.5
493,0.475,33.5
494,0.474,33.6
495,0.471,33.8
496,0.47,33.9
497,0.469,34
498,0.469,34
499,0.469,34
500,0.468,34
501,0.465,34.2
502,0.463,34.5
503,0.461,34.6
504,0.46,34.7
505,0.458,34.8
506,0.457,34.9
507,0.456,35
508,0.454,35.2
509,0.452,35.3
510,0.452,35.4
511,0.45,35.5
512,0.45,35.5
513,0.449,35.6
514,0.448,35.7
515,0.446,35.8
516,0.443,36
517,0.443,36.1
518,0.442,36.1
519,0.443,36
520,0.443,36
521,0.443,36.1
522,0.441,36.3
523,0.437,36.5
524,0.435,36.7
525,0.433,36.9
526,0.43,37.1
527,0.429,37.3
528,0.431,37.1
529,0.435,36.8
530,0.435,36.7
531,0.434,36.9
532,0.433,36.9
533,0.433,36.9
534,0.433,36.9
535,0.432,37
536,0.431,37.1
537,0.43,37.2
538,0.426,37.5
539,0.422,37.9
540,0.42,38
541,0.421,37.9
542,0.425,37.6
543,0.426,37.5
544,0.426,37.5
545,0.424,37.6
546,0.423,37.8
547,0.423,37.8
548,0.423,37.8
549,0.422,37.9
550,0.42,38
551,0.419,38.1
552,0.417,38.3
553,0.417,38.3
554,0.417,38.3
555,0.416,38.3
556,0.415,38.4
557,0.414,38.6
558,0.413,38.6
559,0.412,38.7
560,0.408,39.1
561,0.406,39.2
562,0.404,39.5
563,0.401,39.7
564,0.4,39.8
565,0.4,39.8
566,0.401,39.7
567,0.401,39.7
568,0.401,39.7
569,0.4,39.8
570,0.4,39.8
571,0.399,39.9
572,0.4,39.8
573,0.4,39.8
574,0.4,39.8
