S8 Irrad 1,,
S8 Irrad 1 1,"Date : 22/07/2021, 12:14:01",
Wavelength (nm),ABS,%T
780.00,0.316,48.3
781.00,0.316,48.3
782.00,0.316,48.3
783.00,0.316,48.3
784.00,0.316,48.3
785.00,0.316,48.3
786.00,0.314,48.5
787.00,0.313,48.7
788.00,0.312,48.8
789.00,0.31,49
790.00,0.307,49.3
791.00,0.305,49.5
792.00,0.305,49.5
793.00,0.305,49.5
794.00,0.305,49.5
795.00,0.305,49.5
796.00,0.305,49.6
797.00,0.305,49.6
798.00,0.305,49.6
799.00,0.304,49.7
800.00,0.302,49.8
801.00,0.301,50
802.00,0.3,50.1
803.00,0.298,50.3
804.00,0.296,50.6
805.00,0.295,50.7
806.00,0.295,50.7
807.00,0.294,50.9
808.00,0.292,51.1
809.00,0.29,51.3
810.00,0.29,51.3
811.00,0.289,51.3
812.00,0.288,51.5
813.00,0.288,51.6
814.00,0.288,51.6
815.00,0.287,51.6
816.00,0.286,51.7
817.00,0.286,51.7
818.00,0.285,51.9
819.00,0.285,51.9
820.00,0.282,52.2
821.00,0.281,52.4
822.00,0.275,53.1
823.00,0.271,53.6
824.00,0.276,53
825.00,0.279,52.6
826.00,0.278,52.7
827.00,0.279,52.6
828.00,0.279,52.6
829.00,0.279,52.6
830.00,0.278,52.7
831.00,0.278,52.8
832.00,0.278,52.8
833.00,0.276,53
834.00,0.273,53.4
835.00,0.27,53.7
836.00,0.271,53.6
837.00,0.271,53.6
838.00,0.271,53.6
839.00,0.271,53.6
840.00,0.271,53.6
841.00,0.271,53.6
842.00,0.27,53.6
843.00,0.27,53.7
844.00,0.27,53.7
845.00,0.27,53.7
846.00,0.269,53.8
847.00,0.268,53.9
848.00,0.265,54.4
849.00,0.265,54.4
850.00,0.265,54.4
851.00,0.264,54.4
852.00,0.264,54.4
853.00,0.264,54.5
854.00,0.264,54.5
855.00,0.263,54.6
856.00,0.263,54.6
857.00,0.263,54.6
858.00,0.262,54.7
859.00,0.262,54.7
860.00,0.26,54.9
861.00,0.26,54.9
862.00,0.257,55.4
863.00,0.257,55.3
864.00,0.258,55.2
865.00,0.258,55.2
866.00,0.258,55.2
867.00,0.258,55.2
868.00,0.258,55.2
869.00,0.258,55.2
870.00,0.258,55.2
871.00,0.257,55.3
872.00,0.256,55.4
873.00,0.256,55.5
874.00,0.256,55.5
875.00,0.256,55.5
876.00,0.255,55.6
877.00,0.254,55.7
878.00,0.254,55.7
879.00,0.254,55.8
880.00,0.252,56
881.00,0.25,56.3
882.00,0.247,56.6
883.00,0.248,56.6
884.00,0.248,56.5
885.00,0.248,56.5
886.00,0.251,56.2
887.00,0.251,56.1
888.00,0.251,56.1
889.00,0.251,56.2
890.00,0.249,56.4
891.00,0.248,56.4
892.00,0.248,56.5
893.00,0.247,56.6
894.00,0.247,56.7
895.00,0.245,56.8
896.00,0.245,56.8
897.00,0.245,56.9
898.00,0.243,57.2
899.00,0.242,57.2
900.00,0.242,57.3
901.00,0.242,57.3
902.00,0.242,57.3
903.00,0.242,57.3
904.00,0.241,57.4
905.00,0.24,57.6
906.00,0.241,57.5
907.00,0.241,57.4
908.00,0.241,57.4
909.00,0.241,57.4
910.00,0.241,57.4
911.00,0.24,57.6
912.00,0.24,57.6
913.00,0.24,57.6
914.00,0.24,57.6
915.00,0.24,57.6
916.00,0.236,58
917.00,0.236,58
918.00,0.237,58
919.00,0.236,58
920.00,0.237,57.9
921.00,0.237,57.9
922.00,0.237,58
923.00,0.235,58.2
924.00,0.235,58.1
925.00,0.235,58.2
926.00,0.235,58.2
927.00,0.235,58.2
928.00,0.235,58.2
929.00,0.235,58.2
930.00,0.235,58.2
931.00,0.235,58.2
932.00,0.235,58.2
933.00,0.235,58.3
934.00,0.234,58.3
935.00,0.234,58.3
936.00,0.234,58.3
937.00,0.234,58.3
938.00,0.234,58.3
939.00,0.234,58.3
940.00,0.234,58.3
941.00,0.234,58.4
942.00,0.232,58.6
943.00,0.232,58.6
944.00,0.232,58.6
945.00,0.232,58.6
946.00,0.232,58.6
947.00,0.232,58.6
948.00,0.231,58.7
949.00,0.231,58.7
950.00,0.239,57.7
951.00,0.248,56.5
952.00,0.251,56
953.00,0.253,55.9
954.00,0.253,55.9
955.00,0.256,55.5
956.00,0.258,55.2
957.00,0.259,55.1
958.00,0.263,54.6
959.00,0.265,54.3
960.00,0.266,54.2
961.00,0.267,54.1
962.00,0.269,53.8
963.00,0.27,53.7
964.00,0.27,53.7
965.00,0.272,53.5
966.00,0.272,53.5
967.00,0.276,53
968.00,0.278,52.8
969.00,0.279,52.5
970.00,0.285,51.9
971.00,0.286,51.7
972.00,0.286,51.7
973.00,0.284,52
974.00,0.283,52.1
975.00,0.282,52.2
976.00,0.282,52.2
977.00,0.281,52.3
978.00,0.281,52.3
979.00,0.277,52.9
980.00,0.268,54
981.00,0.263,54.6
982.00,0.258,55.2
983.00,0.25,56.3
984.00,0.249,56.4
985.00,0.249,56.3
986.00,0.254,55.7
987.00,0.263,54.6
988.00,0.269,53.8
989.00,0.271,53.5
990.00,0.272,53.4
991.00,0.272,53.5
992.00,0.27,53.7
993.00,0.266,54.2
994.00,0.26,55
995.00,0.248,56.6
996.00,0.246,56.7
997.00,0.244,57
998.00,0.244,57.1
999.00,0.242,57.3
"1,000.00",0.245,56.9
"1,001.00",0.249,56.3
"1,002.00",0.255,55.6
"1,003.00",0.258,55.2
"1,004.00",0.258,55.2
"1,005.00",0.258,55.1
"1,006.00",0.259,55.1
"1,007.00",0.258,55.1
"1,008.00",0.258,55.2
"1,009.00",0.258,55.1
"1,010.00",0.259,55.1
"1,011.00",0.259,55.1
"1,012.00",0.259,55.1
"1,013.00",0.252,56
"1,014.00",0.251,56.1
"1,015.00",0.252,56
"1,016.00",0.252,55.9
"1,017.00",0.251,56.1
"1,018.00",0.252,56
"1,019.00",0.252,55.9
"1,020.00",0.253,55.9
"1,021.00",0.256,55.5
"1,022.00",0.262,54.8
"1,023.00",0.264,54.5
"1,024.00",0.266,54.1
"1,025.00",0.268,54
"1,026.00",0.268,54
"1,027.00",0.268,53.9
"1,028.00",0.27,53.7
"1,029.00",0.271,53.6
"1,030.00",0.271,53.6
"1,031.00",0.272,53.5
"1,032.00",0.274,53.2
"1,033.00",0.274,53.2
"1,034.00",0.274,53.3
"1,035.00",0.274,53.2
"1,036.00",0.278,52.7
"1,037.00",0.282,52.2
"1,038.00",0.283,52.1
"1,039.00",0.286,51.7
"1,040.00",0.287,51.6
"1,041.00",0.288,51.5
"1,042.00",0.288,51.5
"1,043.00",0.288,51.5
"1,044.00",0.292,51
"1,045.00",0.294,50.8
"1,046.00",0.296,50.6
"1,047.00",0.296,50.6
"1,048.00",0.297,50.4
"1,049.00",0.296,50.6
"1,050.00",0.296,50.6
"1,051.00",0.296,50.6
"1,052.00",0.297,50.5
"1,053.00",0.296,50.5
"1,054.00",0.297,50.5
"1,055.00",0.296,50.5
"1,056.00",0.297,50.5
"1,057.00",0.297,50.5
"1,058.00",0.302,49.8
"1,059.00",0.31,49
"1,060.00",0.317,48.2
"1,061.00",0.326,47.2
"1,062.00",0.327,47.1
"1,063.00",0.323,47.5
"1,064.00",0.323,47.5
"1,065.00",0.323,47.6
"1,066.00",0.322,47.6
"1,067.00",0.323,47.5
"1,068.00",0.329,46.9
"1,069.00",0.334,46.4
"1,070.00",0.334,46.3
"1,071.00",0.334,46.4
"1,072.00",0.331,46.7
"1,073.00",0.33,46.8
"1,074.00",0.332,46.6
"1,075.00",0.341,45.6
"1,076.00",0.342,45.5
"1,077.00",0.342,45.5
"1,078.00",0.34,45.7
"1,079.00",0.339,45.8
"1,080.00",0.339,45.8
"1,081.00",0.341,45.6
"1,082.00",0.341,45.6
"1,083.00",0.346,45.1
"1,084.00",0.346,45.1
"1,085.00",0.345,45.2
"1,086.00",0.34,45.7
"1,087.00",0.338,45.9
"1,088.00",0.341,45.6
"1,089.00",0.347,45
"1,090.00",0.352,44.5
"1,091.00",0.354,44.3
"1,092.00",0.354,44.3
"1,093.00",0.353,44.3
"1,094.00",0.353,44.3
"1,095.00",0.353,44.4
"1,096.00",0.354,44.3
"1,097.00",0.356,44
"1,098.00",0.357,44
"1,099.00",0.36,43.7
"1,100.00",0.293,51
,,
,,
S8 Irrad 5,,
S8 Irrad 5 2,"Date : 22/07/2021, 12:56:50",
Wavelength (nm),ABS,%T
190.00,2.251,0.6
191.00,2.33,0.5
192.00,2.377,0.4
193.00,2.383,0.4
194.00,2.437,0.4
195.00,2.452,0.4
196.00,2.509,0.3
197.00,2.557,0.3
198.00,2.62,0.2
199.00,2.637,0.2
200.00,2.658,0.2
201.00,2.658,0.2
202.00,2.687,0.2
203.00,2.736,0.2
204.00,2.74,0.2
205.00,2.763,0.2
206.00,2.768,0.2
207.00,2.769,0.2
208.00,2.774,0.2
209.00,2.78,0.2
210.00,2.787,0.2
211.00,2.825,0.1
212.00,2.831,0.1
213.00,2.842,0.1
214.00,2.86,0.1
215.00,3,0.1
216.00,3,0
217.00,3,0
218.00,3,0
219.00,3,0
220.00,3,0
221.00,3,0
222.00,3,0
223.00,3,0
224.00,3,0.1
225.00,3,0.1
226.00,3,0.1
227.00,3,0.1
228.00,3,0.1
229.00,2.976,0.1
230.00,2.932,0.1
231.00,2.878,0.1
232.00,2.796,0.2
233.00,2.711,0.2
234.00,2.624,0.2
235.00,2.537,0.3
236.00,2.456,0.3
237.00,2.38,0.4
238.00,2.306,0.5
239.00,2.235,0.6
240.00,2.159,0.7
241.00,2.088,0.8
242.00,2.027,0.9
243.00,1.983,1
244.00,1.94,1.1
245.00,1.889,1.3
246.00,1.825,1.5
247.00,1.772,1.7
248.00,1.734,1.8
249.00,1.701,2
250.00,1.667,2.2
251.00,1.628,2.4
252.00,1.585,2.6
253.00,1.548,2.8
254.00,1.518,3
255.00,1.487,3.3
256.00,1.459,3.5
257.00,1.429,3.7
258.00,1.4,4
259.00,1.372,4.2
260.00,1.347,4.5
261.00,1.337,4.6
262.00,1.324,4.7
263.00,1.315,4.8
264.00,1.301,5
265.00,1.289,5.1
266.00,1.276,5.3
267.00,1.265,5.4
268.00,1.259,5.5
269.00,1.254,5.6
270.00,1.25,5.6
271.00,1.244,5.7
272.00,1.24,5.8
273.00,1.241,5.7
274.00,1.242,5.7
275.00,1.242,5.7
276.00,1.241,5.7
277.00,1.24,5.7
278.00,1.241,5.7
279.00,1.244,5.7
280.00,1.244,5.7
281.00,1.244,5.7
282.00,1.244,5.7
283.00,1.246,5.7
284.00,1.25,5.6
285.00,1.25,5.6
286.00,1.251,5.6
287.00,1.255,5.6
288.00,1.258,5.5
289.00,1.26,5.5
290.00,1.26,5.5
291.00,1.26,5.5
292.00,1.266,5.4
293.00,1.267,5.4
294.00,1.267,5.4
295.00,1.267,5.4
296.00,1.268,5.4
297.00,1.267,5.4
298.00,1.269,5.4
299.00,1.271,5.4
300.00,1.272,5.4
301.00,1.269,5.4
302.00,1.266,5.4
303.00,1.265,5.4
304.00,1.262,5.5
305.00,1.258,5.5
306.00,1.25,5.6
307.00,1.244,5.7
308.00,1.236,5.8
309.00,1.229,5.9
310.00,1.225,6
311.00,1.218,6.1
312.00,1.212,6.1
313.00,1.205,6.2
314.00,1.196,6.4
315.00,1.189,6.5
316.00,1.185,6.5
317.00,1.176,6.7
318.00,1.164,6.9
319.00,1.154,7
320.00,1.147,7.1
321.00,1.135,7.3
322.00,1.119,7.6
323.00,1.107,7.8
324.00,1.101,7.9
325.00,1.094,8
326.00,1.088,8.2
327.00,1.078,8.4
328.00,1.066,8.6
329.00,1.054,8.8
330.00,1.042,9.1
331.00,1.028,9.4
332.00,1.018,9.6
333.00,1.011,9.7
334.00,1.003,9.9
335.00,0.993,10.2
336.00,0.982,10.4
337.00,0.971,10.7
338.00,0.962,10.9
339.00,0.953,11.1
340.00,0.941,11.4
341.00,0.93,11.8
342.00,0.918,12.1
343.00,0.908,12.3
344.00,0.905,12.5
345.00,0.902,12.5
346.00,0.894,12.8
347.00,0.884,13.1
348.00,0.873,13.4
349.00,0.863,13.7
350.00,0.856,13.9
351.00,0.846,14.2
352.00,0.838,14.5
353.00,0.83,14.8
354.00,0.822,15.1
355.00,0.813,15.4
356.00,0.812,15.4
357.00,0.81,15.5
358.00,0.802,15.8
359.00,0.796,16
360.00,0.791,16.2
361.00,0.791,16.2
362.00,0.791,16.2
363.00,0.79,16.2
364.00,0.785,16.4
365.00,0.775,16.8
366.00,0.769,17
367.00,0.763,17.3
368.00,0.755,17.6
369.00,0.749,17.8
370.00,0.742,18.1
371.00,0.738,18.3
372.00,0.733,18.5
373.00,0.726,18.8
374.00,0.72,19.1
375.00,0.716,19.2
376.00,0.716,19.2
377.00,0.717,19.2
378.00,0.718,19.2
379.00,0.717,19.2
380.00,0.711,19.5
381.00,0.704,19.7
382.00,0.7,19.9
383.00,0.699,20
384.00,0.695,20.2
385.00,0.693,20.3
386.00,0.688,20.5
387.00,0.688,20.5
388.00,0.683,20.7
389.00,0.68,20.9
390.00,0.664,21.7
391.00,0.655,22.1
392.00,0.653,22.2
393.00,0.649,22.4
394.00,0.648,22.5
395.00,0.647,22.5
396.00,0.645,22.6
397.00,0.639,23
398.00,0.635,23.2
399.00,0.633,23.3
400.00,0.629,23.5
401.00,0.624,23.8
402.00,0.623,23.8
403.00,0.62,24
404.00,0.619,24
405.00,0.619,24.1
406.00,0.617,24.1
407.00,0.614,24.3
408.00,0.609,24.6
409.00,0.607,24.7
410.00,0.605,24.8
411.00,0.605,24.8
412.00,0.602,25
413.00,0.6,25.1
414.00,0.596,25.4
415.00,0.595,25.4
416.00,0.594,25.5
417.00,0.59,25.7
418.00,0.587,25.9
419.00,0.584,26.1
420.00,0.582,26.2
421.00,0.581,26.3
422.00,0.58,26.3
423.00,0.578,26.4
424.00,0.576,26.5
425.00,0.576,26.6
426.00,0.575,26.6
427.00,0.573,26.7
428.00,0.573,26.8
429.00,0.57,26.9
430.00,0.569,27
431.00,0.568,27
432.00,0.564,27.3
433.00,0.563,27.3
434.00,0.562,27.4
435.00,0.561,27.5
436.00,0.558,27.6
437.00,0.557,27.7
438.00,0.556,27.8
439.00,0.555,27.9
440.00,0.552,28.1
441.00,0.551,28.1
442.00,0.551,28.1
443.00,0.548,28.3
444.00,0.547,28.4
445.00,0.545,28.5
446.00,0.543,28.6
447.00,0.542,28.7
448.00,0.542,28.7
449.00,0.541,28.8
450.00,0.539,28.9
451.00,0.537,29.1
452.00,0.535,29.1
453.00,0.534,29.3
454.00,0.534,29.3
455.00,0.533,29.3
456.00,0.531,29.5
457.00,0.527,29.7
458.00,0.525,29.9
459.00,0.523,30
460.00,0.523,30
461.00,0.523,30
462.00,0.522,30
463.00,0.521,30.1
464.00,0.52,30.2
465.00,0.517,30.4
466.00,0.517,30.4
467.00,0.516,30.5
468.00,0.515,30.5
469.00,0.512,30.7
470.00,0.512,30.8
471.00,0.51,30.9
472.00,0.507,31.1
473.00,0.505,31.2
474.00,0.504,31.3
475.00,0.503,31.4
476.00,0.501,31.6
477.00,0.498,31.7
478.00,0.497,31.9
479.00,0.495,32
480.00,0.494,32.1
481.00,0.489,32.5
482.00,0.484,32.8
483.00,0.481,33
484.00,0.483,32.9
485.00,0.487,32.6
486.00,0.487,32.6
487.00,0.484,32.8
488.00,0.484,32.8
489.00,0.484,32.8
490.00,0.482,33
491.00,0.479,33.2
492.00,0.479,33.2
493.00,0.479,33.2
494.00,0.478,33.2
495.00,0.477,33.4
496.00,0.474,33.6
497.00,0.472,33.7
498.00,0.472,33.7
499.00,0.471,33.8
500.00,0.47,33.8
501.00,0.467,34.1
502.00,0.465,34.2
503.00,0.464,34.3
504.00,0.463,34.4
505.00,0.463,34.4
506.00,0.461,34.6
507.00,0.459,34.8
508.00,0.457,34.9
509.00,0.455,35.1
510.00,0.455,35.1
511.00,0.454,35.2
512.00,0.453,35.2
513.00,0.452,35.3
514.00,0.451,35.4
515.00,0.448,35.6
516.00,0.447,35.8
517.00,0.446,35.8
518.00,0.446,35.8
519.00,0.446,35.8
520.00,0.446,35.8
521.00,0.444,36
522.00,0.441,36.2
523.00,0.438,36.5
524.00,0.437,36.6
525.00,0.434,36.8
526.00,0.434,36.8
527.00,0.434,36.8
528.00,0.437,36.5
529.00,0.441,36.2
530.00,0.44,36.3
531.00,0.437,36.6
532.00,0.436,36.7
533.00,0.436,36.7
534.00,0.436,36.7
535.00,0.435,36.7
536.00,0.433,36.9
537.00,0.433,36.9
538.00,0.429,37.3
539.00,0.425,37.6
540.00,0.424,37.6
541.00,0.427,37.4
542.00,0.431,37.1
543.00,0.432,37
544.00,0.431,37.1
545.00,0.428,37.3
546.00,0.427,37.4
547.00,0.427,37.4
548.00,0.427,37.4
549.00,0.426,37.5
550.00,0.424,37.6
551.00,0.423,37.8
552.00,0.423,37.8
553.00,0.422,37.8
554.00,0.422,37.8
555.00,0.421,37.9
556.00,0.421,37.9
557.00,0.42,38
558.00,0.42,38
559.00,0.42,38
560.00,0.414,38.5
561.00,0.411,38.8
562.00,0.41,38.9
563.00,0.409,39
564.00,0.407,39.2
565.00,0.407,39.1
566.00,0.408,39.1
567.00,0.408,39.1
568.00,0.407,39.1
569.00,0.407,39.2
570.00,0.406,39.2
571.00,0.406,39.3
572.00,0.406,39.2
573.00,0.408,39.1
574.00,0.408,39.1
575.00,0.408,39.1
576.00,0.408,39.1
577.00,0.408,39
578.00,0.409,39
579.00,0.409,39
580.00,0.409,39
581.00,0.409,39
582.00,0.409,39
583.00,0.408,39
584.00,0.408,39.1
585.00,0.408,39.1
586.00,0.407,39.1
587.00,0.407,39.1
588.00,0.407,39.1
589.00,0.408,39.1
590.00,0.408,39.1
591.00,0.408,39.1
592.00,0.408,39.1
593.00,0.407,39.1
594.00,0.407,39.2
595.00,0.407,39.2
596.00,0.407,39.2
597.00,0.408,39.1
598.00,0.41,38.9
599.00,0.411,38.8
600.00,0.41,38.9
601.00,0.409,39
602.00,0.408,39.1
603.00,0.408,39.1
604.00,0.408,39.1
605.00,0.41,38.9
606.00,0.411,38.8
607.00,0.411,38.8
608.00,0.411,38.8
609.00,0.411,38.8
610.00,0.411,38.8
611.00,0.412,38.7
612.00,0.413,38.6
613.00,0.413,38.6
614.00,0.413,38.6
615.00,0.413,38.6
616.00,0.413,38.6
617.00,0.413,38.6
618.00,0.413,38.6
619.00,0.413,38.6
620.00,0.413,38.6
621.00,0.413,38.6
622.00,0.413,38.6
623.00,0.413,38.7
624.00,0.412,38.7
625.00,0.411,38.8
626.00,0.412,38.7
627.00,0.413,38.6
628.00,0.415,38.5
629.00,0.415,38.5
630.00,0.416,38.4
631.00,0.415,38.4
632.00,0.415,38.4
633.00,0.415,38.5
634.00,0.415,38.4
635.00,0.415,38.4
636.00,0.415,38.4
637.00,0.415,38.4
638.00,0.415,38.4
639.00,0.415,38.4
640.00,0.415,38.5
641.00,0.415,38.4
642.00,0.415,38.4
643.00,0.415,38.5
644.00,0.415,38.5
645.00,0.415,38.5
646.00,0.414,38.5
647.00,0.414,38.5
648.00,0.414,38.6
649.00,0.414,38.6
650.00,0.414,38.6
651.00,0.414,38.6
652.00,0.414,38.6
653.00,0.414,38.6
654.00,0.414,38.6
655.00,0.414,38.6
656.00,0.413,38.6
657.00,0.411,38.8
658.00,0.41,38.9
659.00,0.41,38.9
660.00,0.411,38.9
661.00,0.411,38.8
662.00,0.412,38.8
663.00,0.412,38.7
664.00,0.412,38.7
665.00,0.412,38.7
666.00,0.41,38.9
667.00,0.41,38.9
668.00,0.409,39
669.00,0.409,39
670.00,0.408,39.1
671.00,0.408,39.1
672.00,0.407,39.2
673.00,0.407,39.2
674.00,0.406,39.3
675.00,0.406,39.3
676.00,0.405,39.3
677.00,0.405,39.4
678.00,0.403,39.6
679.00,0.401,39.7
680.00,0.401,39.7
681.00,0.401,39.7
682.00,0.401,39.7
683.00,0.402,39.7
684.00,0.401,39.7
685.00,0.401,39.7
686.00,0.4,39.8
687.00,0.399,39.9
688.00,0.399,39.9
689.00,0.398,40
690.00,0.397,40.1
691.00,0.395,40.2
692.00,0.395,40.3
693.00,0.395,40.3
694.00,0.394,40.4
695.00,0.391,40.6
696.00,0.39,40.7
697.00,0.388,41
698.00,0.386,41.1
699.00,0.386,41.1
700.00,0.386,41.1
701.00,0.386,41.1
702.00,0.387,41
703.00,0.387,41
704.00,0.387,41.1
705.00,0.386,41.1
706.00,0.384,41.3
707.00,0.383,41.4
708.00,0.382,41.5
709.00,0.381,41.6
710.00,0.381,41.6
711.00,0.379,41.8
712.00,0.378,41.8
713.00,0.378,41.9
714.00,0.376,42
715.00,0.375,42.2
716.00,0.374,42.3
717.00,0.374,42.3
718.00,0.374,42.3
719.00,0.373,42.4
720.00,0.373,42.4
721.00,0.372,42.5
722.00,0.371,42.5
723.00,0.37,42.7
724.00,0.37,42.7
725.00,0.368,42.9
726.00,0.367,43
727.00,0.366,43.1
728.00,0.365,43.1
729.00,0.363,43.3
730.00,0.362,43.4
731.00,0.361,43.5
732.00,0.36,43.6
733.00,0.359,43.8
734.00,0.358,43.9
735.00,0.357,44
736.00,0.355,44.1
737.00,0.355,44.1
738.00,0.355,44.2
739.00,0.352,44.4
740.00,0.352,44.5
741.00,0.351,44.6
742.00,0.35,44.7
743.00,0.347,44.9
744.00,0.347,45
745.00,0.346,45.1
746.00,0.345,45.2
747.00,0.345,45.2
748.00,0.343,45.4
749.00,0.343,45.4
750.00,0.341,45.6
751.00,0.341,45.6
752.00,0.34,45.7
753.00,0.34,45.8
754.00,0.339,45.8
755.00,0.339,45.8
756.00,0.337,46.1
757.00,0.336,46.1
758.00,0.336,46.1
759.00,0.335,46.3
760.00,0.332,46.5
761.00,0.33,46.7
762.00,0.33,46.7
763.00,0.328,47
764.00,0.327,47.1
765.00,0.327,47.1
766.00,0.326,47.2
767.00,0.326,47.2
768.00,0.326,47.2
769.00,0.326,47.2
770.00,0.326,47.2
771.00,0.324,47.4
772.00,0.323,47.5
773.00,0.323,47.5
774.00,0.322,47.6
775.00,0.322,47.7
776.00,0.321,47.8
777.00,0.319,47.9
778.00,0.32,47.9
779.00,0.315,48.4
780.00,0.315,48.4
781.00,0.316,48.3
782.00,0.316,48.3
783.00,0.316,48.3
784.00,0.315,48.4
785.00,0.315,48.4
786.00,0.312,48.8
787.00,0.31,49
788.00,0.31,49
789.00,0.308,49.2
790.00,0.308,49.2
791.00,0.308,49.3
792.00,0.306,49.4
793.00,0.305,49.5
794.00,0.305,49.5
795.00,0.305,49.5
796.00,0.305,49.5
797.00,0.305,49.5
798.00,0.304,49.6
799.00,0.302,49.9
800.00,0.302,49.9
801.00,0.301,50
802.00,0.299,50.2
803.00,0.297,50.5
804.00,0.296,50.6
805.00,0.294,50.8
806.00,0.293,50.9
807.00,0.292,51.1
808.00,0.291,51.1
809.00,0.291,51.2
810.00,0.29,51.2
811.00,0.29,51.3
812.00,0.289,51.4
813.00,0.289,51.4
814.00,0.288,51.5
815.00,0.288,51.5
816.00,0.288,51.6
817.00,0.287,51.6
818.00,0.285,51.9
819.00,0.284,52
820.00,0.282,52.3
821.00,0.28,52.4
822.00,0.277,52.9
823.00,0.273,53.3
824.00,0.275,53.1
825.00,0.278,52.7
826.00,0.278,52.7
827.00,0.278,52.7
828.00,0.278,52.7
829.00,0.279,52.7
830.00,0.279,52.6
831.00,0.279,52.6
832.00,0.279,52.6
833.00,0.277,52.9
834.00,0.271,53.5
835.00,0.27,53.6
836.00,0.271,53.6
837.00,0.271,53.5
838.00,0.273,53.4
839.00,0.273,53.3
840.00,0.273,53.3
841.00,0.273,53.3
842.00,0.273,53.4
843.00,0.273,53.4
844.00,0.27,53.7
845.00,0.27,53.7
846.00,0.27,53.7
847.00,0.27,53.7
848.00,0.27,53.7
849.00,0.27,53.7
850.00,0.27,53.7
851.00,0.269,53.8
852.00,0.269,53.8
853.00,0.265,54.4
854.00,0.265,54.4
855.00,0.265,54.4
856.00,0.267,54.1
857.00,0.267,54.1
858.00,0.266,54.2
859.00,0.266,54.2
860.00,0.264,54.5
861.00,0.263,54.6
862.00,0.262,54.7
863.00,0.259,55
864.00,0.259,55
865.00,0.26,55
866.00,0.26,54.9
867.00,0.259,55.1
868.00,0.259,55.1
869.00,0.259,55.1
870.00,0.259,55.1
871.00,0.259,55.1
872.00,0.259,55.1
873.00,0.257,55.3
874.00,0.256,55.4
875.00,0.256,55.4
876.00,0.256,55.5
877.00,0.255,55.6
878.00,0.255,55.6
879.00,0.254,55.7
880.00,0.252,56
881.00,0.249,56.3
882.00,0.246,56.7
883.00,0.247,56.6
884.00,0.247,56.6
885.00,0.248,56.5
886.00,0.248,56.5
887.00,0.248,56.5
888.00,0.249,56.4
889.00,0.249,56.4
890.00,0.249,56.4
891.00,0.249,56.4
892.00,0.249,56.4
893.00,0.248,56.5
894.00,0.248,56.5
895.00,0.247,56.7
896.00,0.247,56.7
897.00,0.247,56.6
898.00,0.244,57
899.00,0.245,56.9
900.00,0.247,56.7
901.00,0.246,56.8
902.00,0.246,56.8
903.00,0.246,56.8
904.00,0.244,57
905.00,0.242,57.3
906.00,0.244,57
907.00,0.245,56.9
908.00,0.244,57
909.00,0.245,56.9
910.00,0.245,56.9
911.00,0.244,57.1
912.00,0.243,57.1
913.00,0.243,57.1
914.00,0.243,57.2
915.00,0.242,57.3
916.00,0.24,57.5
917.00,0.24,57.6
918.00,0.24,57.6
919.00,0.24,57.6
920.00,0.24,57.6
921.00,0.239,57.6
922.00,0.239,57.7
923.00,0.238,57.8
924.00,0.238,57.8
925.00,0.238,57.8
926.00,0.237,57.9
927.00,0.237,58
928.00,0.237,57.9
929.00,0.237,57.9
930.00,0.237,57.9
931.00,0.237,57.9
932.00,0.236,58
933.00,0.234,58.3
934.00,0.234,58.3
935.00,0.234,58.3
936.00,0.237,58
937.00,0.236,58.1
938.00,0.236,58.1
939.00,0.236,58.1
940.00,0.235,58.2
941.00,0.235,58.2
942.00,0.236,58.1
943.00,0.235,58.3
944.00,0.234,58.3
945.00,0.234,58.3
946.00,0.234,58.3
947.00,0.234,58.4
948.00,0.233,58.5
949.00,0.233,58.5
950.00,0.241,57.4
951.00,0.252,56
952.00,0.254,55.7
953.00,0.256,55.5
954.00,0.256,55.4
955.00,0.257,55.3
956.00,0.261,54.8
957.00,0.261,54.8
958.00,0.266,54.3
959.00,0.267,54.1
960.00,0.268,54
961.00,0.269,53.8
962.00,0.269,53.8
963.00,0.27,53.7
964.00,0.271,53.6
965.00,0.272,53.4
966.00,0.274,53.3
967.00,0.276,53
968.00,0.278,52.7
969.00,0.282,52.2
970.00,0.286,51.7
971.00,0.289,51.4
972.00,0.289,51.4
973.00,0.288,51.5
974.00,0.286,51.7
975.00,0.285,51.9
976.00,0.284,52
977.00,0.282,52.2
978.00,0.282,52.2
979.00,0.276,53
980.00,0.267,54.1
981.00,0.259,55.1
982.00,0.255,55.5
983.00,0.255,55.6
984.00,0.254,55.7
985.00,0.257,55.3
986.00,0.259,55.1
987.00,0.268,53.9
988.00,0.273,53.3
989.00,0.274,53.2
990.00,0.274,53.2
991.00,0.272,53.4
992.00,0.271,53.6
993.00,0.27,53.7
994.00,0.258,55.2
995.00,0.246,56.8
996.00,0.241,57.4
997.00,0.24,57.5
998.00,0.24,57.5
999.00,0.243,57.2
"1,000.00",0.247,56.7
"1,001.00",0.248,56.5
"1,002.00",0.254,55.7
"1,003.00",0.257,55.3
"1,004.00",0.261,54.8
"1,005.00",0.262,54.7
"1,006.00",0.262,54.7
"1,007.00",0.262,54.7
"1,008.00",0.262,54.7
"1,009.00",0.262,54.7
"1,010.00",0.262,54.7
"1,011.00",0.262,54.7
"1,012.00",0.262,54.7
"1,013.00",0.258,55.2
"1,014.00",0.258,55.2
