wavelength,S8 Irrad 1,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Postheat,S8 Preheat
459,0.5224,0.53475,0.55225,0.598,0.6085,0.608,0.59675,0.51775,0.5115,0.49775,0.52325,0.50975,0.5128,0.5535,0.535,0.3598,0.45125
460,0.5218,0.534,0.55175,0.5975,0.6085,0.60775,0.596,0.51725,0.511,0.4975,0.52275,0.5095,0.513,0.553,0.5345,0.3592,0.45125
461,0.5218,0.534,0.5515,0.5975,0.60775,0.60775,0.596,0.51725,0.51,0.4975,0.523,0.5095,0.5134,0.55325,0.53475,0.3602,0.452
462,0.5208,0.53425,0.5515,0.59675,0.6075,0.60775,0.5955,0.51725,0.5095,0.4975,0.5225,0.5095,0.5134,0.552,0.53475,0.3608,0.452
463,0.5202,0.534,0.55075,0.59575,0.60625,0.60725,0.59425,0.51625,0.5075,0.496,0.52125,0.50925,0.5122,0.55125,0.533,0.3604,0.451
464,0.518,0.53175,0.54975,0.5945,0.605,0.6055,0.593,0.5145,0.50625,0.4945,0.52025,0.50775,0.5096,0.5495,0.5315,0.3604,0.45025
465,0.5162,0.53025,0.549,0.59375,0.6035,0.60425,0.59125,0.51275,0.50425,0.493,0.51775,0.50575,0.5086,0.54775,0.531,0.3596,0.4485
466,0.5148,0.529,0.546,0.59225,0.6025,0.6035,0.59,0.5115,0.5035,0.49125,0.517,0.504,0.508,0.54675,0.52975,0.3582,0.448
467,0.5136,0.52775,0.5455,0.59125,0.60075,0.60275,0.58925,0.51075,0.5025,0.4905,0.51575,0.503,0.5066,0.5455,0.5285,0.3578,0.44775
468,0.5134,0.5265,0.5435,0.59075,0.59975,0.60225,0.5885,0.509,0.502,0.48975,0.515,0.50225,0.5056,0.54425,0.527,0.3576,0.447
469,0.512,0.5265,0.5435,0.59025,0.59825,0.6015,0.58775,0.508,0.501,0.489,0.51275,0.50075,0.504,0.5435,0.52725,0.3576,0.4465
470,0.5104,0.525,0.5425,0.5885,0.598,0.599,0.58675,0.507,0.49975,0.48625,0.5115,0.49975,0.5028,0.5425,0.5255,0.3566,0.44625
471,0.5088,0.5235,0.54075,0.587,0.59675,0.5975,0.5855,0.50525,0.497,0.4845,0.51025,0.499,0.501,0.54025,0.52425,0.3558,0.4445
472,0.5066,0.5225,0.53925,0.5855,0.59525,0.59675,0.58425,0.503,0.494,0.48325,0.50825,0.497,0.5,0.53875,0.523,0.355,0.44325
473,0.5046,0.521,0.53725,0.583,0.5935,0.59475,0.58225,0.50125,0.49275,0.4815,0.5065,0.4955,0.4988,0.53725,0.522,0.3542,0.4425
474,0.5038,0.51925,0.53625,0.582,0.5925,0.593,0.58025,0.5005,0.492,0.48,0.50475,0.494,0.4976,0.536,0.521,0.3532,0.4405
475,0.5012,0.5185,0.535,0.581,0.5915,0.5915,0.58,0.499,0.491,0.478,0.503,0.49225,0.497,0.534,0.51875,0.3524,0.4395
476,0.4988,0.517,0.533,0.579,0.59025,0.5895,0.5785,0.4975,0.48875,0.4765,0.5015,0.49125,0.4942,0.5325,0.517,0.3516,0.4385
477,0.4974,0.51475,0.53175,0.578,0.58825,0.5875,0.57675,0.495,0.487,0.4745,0.49925,0.4895,0.493,0.531,0.51475,0.3502,0.43725
478,0.496,0.51375,0.5305,0.57675,0.58675,0.5865,0.57625,0.49425,0.485,0.473,0.49725,0.4875,0.4916,0.52925,0.5145,0.3496,0.4365
479,0.4946,0.5125,0.52875,0.57525,0.58575,0.58525,0.57425,0.49225,0.48325,0.4705,0.4955,0.48575,0.4892,0.52625,0.51325,0.3492,0.43375
480,0.4918,0.5105,0.526,0.57325,0.5835,0.58275,0.5715,0.4895,0.48125,0.468,0.493,0.48275,0.4868,0.525,0.51075,0.347,0.43175
481,0.4882,0.5055,0.52125,0.569,0.5795,0.5795,0.568,0.48475,0.47675,0.4635,0.48875,0.47875,0.4828,0.5205,0.50675,0.344,0.42725
482,0.483,0.5015,0.51625,0.5645,0.57575,0.574,0.56325,0.48,0.4725,0.4585,0.48375,0.47375,0.4776,0.517,0.50175,0.3402,0.4235
483,0.4806,0.498,0.5145,0.562,0.574,0.57025,0.56125,0.4775,0.471,0.45575,0.48125,0.47075,0.4758,0.51525,0.4995,0.3384,0.42125
484,0.482,0.499,0.51675,0.564,0.57625,0.571,0.56325,0.47875,0.4725,0.4575,0.48275,0.4725,0.477,0.51675,0.501,0.3388,0.4235
485,0.4836,0.503,0.52025,0.56675,0.57825,0.576,0.5655,0.481,0.4745,0.462,0.48675,0.47675,0.4808,0.51825,0.50425,0.343,0.4265
486,0.484,0.50375,0.52,0.5665,0.5775,0.5765,0.56475,0.48075,0.47375,0.46225,0.48675,0.4775,0.4812,0.518,0.504,0.3438,0.42625
487,0.4826,0.5025,0.519,0.56525,0.5765,0.575,0.5635,0.47875,0.47225,0.46025,0.484,0.4755,0.4794,0.51625,0.5025,0.3424,0.42525
488,0.4824,0.50225,0.51875,0.565,0.57625,0.57475,0.5635,0.47875,0.47175,0.45975,0.484,0.47525,0.4788,0.516,0.5025,0.3422,0.42525
489,0.4818,0.5025,0.519,0.56475,0.57625,0.575,0.5635,0.47875,0.47125,0.45975,0.48375,0.47525,0.4788,0.5155,0.50275,0.3424,0.42475
490,0.479,0.50025,0.51625,0.5625,0.57275,0.5735,0.561,0.47625,0.46825,0.457,0.48175,0.473,0.477,0.5125,0.501,0.3418,0.42275
491,0.4768,0.4975,0.51375,0.5605,0.5715,0.571,0.559,0.474,0.4665,0.4545,0.479,0.47025,0.4748,0.51025,0.49875,0.3392,0.42075
492,0.4768,0.49825,0.5145,0.56025,0.57175,0.5715,0.56025,0.4745,0.4665,0.4555,0.47925,0.47075,0.4754,0.51025,0.4995,0.3394,0.42175
493,0.477,0.4995,0.516,0.56025,0.5715,0.572,0.561,0.475,0.466,0.45625,0.4795,0.47225,0.4764,0.51025,0.50075,0.3408,0.42275
494,0.4748,0.499,0.51475,0.55875,0.5685,0.57075,0.5605,0.47275,0.46425,0.4555,0.4785,0.471,0.4748,0.50875,0.49875,0.3406,0.42225
495,0.4718,0.49625,0.51275,0.55525,0.567,0.56725,0.5575,0.47025,0.46125,0.4515,0.476,0.46725,0.4716,0.5055,0.49625,0.338,0.42025
496,0.4688,0.49325,0.5095,0.55375,0.5655,0.565,0.55475,0.4685,0.4585,0.4485,0.47375,0.46425,0.4692,0.50425,0.4945,0.3356,0.41725
497,0.4682,0.49225,0.50825,0.5535,0.56525,0.56375,0.55425,0.468,0.45775,0.44825,0.47225,0.46425,0.4682,0.5035,0.49375,0.3354,0.4165
498,0.468,0.492,0.50775,0.553,0.565,0.5635,0.554,0.46775,0.4565,0.44825,0.472,0.46375,0.4682,0.5025,0.49325,0.3354,0.41525
499,0.4658,0.49125,0.507,0.55225,0.56425,0.56325,0.55325,0.4675,0.4555,0.44725,0.471,0.46325,0.4676,0.502,0.493,0.3354,0.415
500,0.4646,0.49075,0.506,0.5515,0.56325,0.56275,0.552,0.466,0.4535,0.44575,0.47025,0.4615,0.4666,0.5,0.491,0.334,0.41325
501,0.4634,0.489,0.50425,0.55075,0.562,0.5615,0.55075,0.4645,0.4525,0.4445,0.46775,0.46075,0.4652,0.49825,0.49,0.3338,0.412
502,0.4614,0.487,0.50275,0.549,0.5605,0.559,0.5495,0.46225,0.4505,0.442,0.46525,0.45775,0.463,0.49625,0.48825,0.3318,0.41025
503,0.4598,0.4855,0.501,0.5485,0.5595,0.558,0.5475,0.4605,0.44875,0.43975,0.464,0.45625,0.4612,0.4955,0.4865,0.3304,0.408
504,0.4594,0.48425,0.5,0.54725,0.5595,0.55725,0.5465,0.45925,0.448,0.439,0.4635,0.45575,0.46,0.495,0.48475,0.3298,0.407
505,0.4584,0.484,0.49875,0.546,0.558,0.55625,0.54625,0.45775,0.44625,0.43775,0.4625,0.45525,0.459,0.494,0.48375,0.329,0.40625
506,0.4562,0.4825,0.4975,0.54425,0.55725,0.55525,0.545,0.45575,0.44525,0.4355,0.46075,0.45375,0.4578,0.49325,0.482,0.3282,0.4045
507,0.4546,0.481,0.49525,0.5425,0.5555,0.55325,0.54325,0.45425,0.444,0.43375,0.459,0.45225,0.456,0.49075,0.48025,0.3268,0.4025
508,0.4528,0.47925,0.49375,0.541,0.5545,0.55225,0.542,0.45275,0.442,0.43275,0.457,0.4505,0.4546,0.48925,0.47925,0.326,0.40075
509,0.4516,0.47825,0.49325,0.54,0.5535,0.55075,0.54075,0.452,0.44075,0.432,0.45575,0.44875,0.4536,0.489,0.47775,0.3246,0.39975
510,0.4508,0.47775,0.49225,0.53925,0.552,0.5495,0.54,0.451,0.43975,0.4305,0.455,0.44825,0.452,0.48725,0.47725,0.3236,0.3995
511,0.45,0.47675,0.49175,0.5375,0.55175,0.5495,0.53925,0.44975,0.439,0.42975,0.45375,0.44775,0.4512,0.48675,0.476,0.3234,0.39925
512,0.4496,0.476,0.49075,0.5375,0.55125,0.54925,0.53925,0.449,0.43825,0.429,0.453,0.4475,0.451,0.48675,0.47625,0.323,0.39875
513,0.4492,0.4755,0.49075,0.5375,0.5505,0.549,0.539,0.4485,0.43725,0.429,0.4525,0.447,0.451,0.48575,0.47575,0.3226,0.3975
514,0.4478,0.475,0.49,0.5365,0.5495,0.5475,0.53775,0.4475,0.43525,0.42825,0.45125,0.4455,0.4496,0.48425,0.47525,0.3224,0.3965
515,0.445,0.47325,0.48725,0.5345,0.54725,0.545,0.53575,0.4455,0.434,0.426,0.44875,0.44325,0.4482,0.48225,0.4735,0.3202,0.3945
516,0.443,0.472,0.4845,0.53275,0.54475,0.54325,0.53375,0.44275,0.4315,0.42325,0.44675,0.44125,0.4452,0.48,0.472,0.3188,0.39275
517,0.4422,0.47075,0.484,0.5315,0.54475,0.54225,0.533,0.44225,0.431,0.42175,0.44575,0.44025,0.4444,0.47975,0.47075,0.3174,0.391
518,0.4422,0.47075,0.4845,0.53175,0.54525,0.5425,0.53325,0.442,0.43075,0.42225,0.44575,0.441,0.4448,0.47975,0.47075,0.3178,0.39125
519,0.4432,0.4715,0.48525,0.532,0.54525,0.543,0.53325,0.44225,0.431,0.4235,0.446,0.44225,0.4456,0.47975,0.471,0.3184,0.39225
520,0.443,0.4715,0.4855,0.532,0.545,0.54275,0.53325,0.442,0.4305,0.42325,0.44575,0.44225,0.4456,0.479,0.47075,0.3182,0.3925
521,0.4412,0.471,0.48425,0.5305,0.54475,0.542,0.532,0.44175,0.4285,0.42125,0.4445,0.4405,0.4442,0.47875,0.4695,0.3174,0.3905
522,0.438,0.46825,0.482,0.529,0.54275,0.54,0.53025,0.43875,0.4265,0.41975,0.44175,0.43825,0.4424,0.47625,0.46675,0.3154,0.38875
523,0.4352,0.46475,0.48,0.5265,0.54025,0.53675,0.52775,0.43625,0.42375,0.41625,0.439,0.43475,0.4394,0.474,0.46525,0.3122,0.38525
524,0.4338,0.46325,0.477,0.5235,0.538,0.5345,0.5255,0.43475,0.42275,0.4145,0.43725,0.43225,0.4378,0.472,0.46225,0.3104,0.3835
525,0.4314,0.4615,0.475,0.522,0.5365,0.533,0.52375,0.43225,0.42025,0.411,0.435,0.431,0.4356,0.47025,0.461,0.3096,0.38125
526,0.4292,0.45975,0.47375,0.52075,0.535,0.53175,0.5225,0.42975,0.41775,0.40875,0.433,0.42875,0.4342,0.46775,0.45825,0.3078,0.379
527,0.4288,0.4595,0.47325,0.5205,0.535,0.5315,0.52225,0.42925,0.41725,0.408,0.433,0.429,0.4338,0.4675,0.45825,0.3072,0.379
528,0.4318,0.4615,0.47675,0.521,0.53775,0.53275,0.52425,0.43175,0.41875,0.41175,0.43575,0.43175,0.4372,0.46925,0.461,0.3086,0.3795
529,0.4346,0.46525,0.4805,0.52375,0.53875,0.53725,0.527,0.43425,0.42075,0.4165,0.43975,0.436,0.4398,0.47075,0.464,0.3124,0.38375
530,0.434,0.46625,0.48075,0.52375,0.5385,0.5375,0.52675,0.43325,0.42075,0.41675,0.439,0.43575,0.4398,0.47125,0.46475,0.3142,0.3835
531,0.43,0.464,0.4775,0.52225,0.53575,0.53325,0.523,0.4315,0.41925,0.4125,0.437,0.43325,0.4376,0.46775,0.462,0.311,0.37975
532,0.4288,0.4625,0.4765,0.5215,0.53525,0.53275,0.52275,0.4305,0.4175,0.4105,0.436,0.432,0.4366,0.46675,0.46075,0.3098,0.379
533,0.4288,0.46225,0.47625,0.52175,0.53525,0.53325,0.52275,0.431,0.41775,0.41125,0.43575,0.43225,0.4366,0.4675,0.46125,0.3096,0.37925
534,0.4286,0.46275,0.4765,0.521,0.535,0.5335,0.52325,0.431,0.41725,0.4115,0.4355,0.43275,0.4372,0.46725,0.4615,0.3098,0.379
535,0.4282,0.46225,0.476,0.51975,0.5345,0.5325,0.5225,0.4295,0.41675,0.41075,0.43475,0.43175,0.4366,0.46675,0.46,0.3096,0.3785
536,0.4278,0.46175,0.475,0.519,0.53325,0.5325,0.5215,0.42875,0.4165,0.40975,0.43375,0.43075,0.4356,0.4665,0.45875,0.3088,0.378
537,0.426,0.46075,0.47425,0.51825,0.5325,0.53125,0.521,0.428,0.4145,0.40775,0.4325,0.43025,0.4348,0.46625,0.45825,0.3076,0.376
538,0.4236,0.4565,0.472,0.51525,0.529,0.5285,0.51825,0.42425,0.4105,0.4055,0.42875,0.42725,0.432,0.46325,0.4555,0.3048,0.37225
539,0.4198,0.4525,0.46875,0.5125,0.52675,0.5245,0.51475,0.42,0.40725,0.40225,0.425,0.423,0.4284,0.46075,0.452,0.301,0.36925
540,0.4184,0.45225,0.46725,0.51175,0.52625,0.5235,0.51375,0.4195,0.407,0.40025,0.424,0.42225,0.4278,0.4605,0.4515,0.2996,0.36775
541,0.4194,0.45425,0.4685,0.51325,0.52725,0.525,0.51575,0.421,0.40775,0.40175,0.4265,0.42325,0.4294,0.4615,0.453,0.3018,0.37075
542,0.4218,0.457,0.471,0.51475,0.5285,0.52775,0.519,0.4235,0.4105,0.40675,0.43,0.42625,0.433,0.463,0.45675,0.304,0.3735
543,0.4224,0.4585,0.4725,0.51675,0.5295,0.52975,0.519,0.4245,0.41125,0.40725,0.43075,0.42875,0.4344,0.463,0.457,0.3052,0.37325
544,0.4218,0.4585,0.47125,0.516,0.52925,0.5275,0.5175,0.42375,0.4105,0.40675,0.43,0.42875,0.4344,0.46325,0.45675,0.304,0.37325
545,0.4206,0.45725,0.47075,0.51525,0.52775,0.5265,0.516,0.4225,0.40925,0.405,0.428,0.426,0.4326,0.46275,0.456,0.3026,0.37125
546,0.4194,0.45675,0.4695,0.514,0.5265,0.52525,0.51525,0.422,0.4085,0.404,0.42675,0.426,0.431,0.4615,0.45575,0.3016,0.3695
547,0.4192,0.456,0.4695,0.5135,0.52675,0.5255,0.5155,0.422,0.40825,0.404,0.42675,0.426,0.4316,0.46075,0.4555,0.3014,0.3695
548,0.4192,0.4575,0.4695,0.513,0.5265,0.52575,0.5155,0.42175,0.408,0.404,0.42675,0.4265,0.4322,0.4605,0.45575,0.3018,0.36925
549,0.4178,0.457,0.46875,0.512,0.52625,0.52525,0.514,0.4205,0.407,0.40225,0.42625,0.426,0.431,0.45975,0.45475,0.3006,0.3685
550,0.4164,0.45475,0.46675,0.51025,0.524,0.523,0.5125,0.41925,0.405,0.401,0.42425,0.4245,0.4304,0.458,0.45175,0.2986,0.36625
551,0.4138,0.453,0.465,0.5095,0.523,0.5215,0.511,0.41725,0.403,0.39875,0.4225,0.4225,0.4286,0.45725,0.45075,0.2972,0.364
552,0.4132,0.453,0.46425,0.509,0.52275,0.521,0.51025,0.41675,0.4025,0.39825,0.422,0.4225,0.4282,0.457,0.45075,0.2954,0.3635
553,0.4132,0.45325,0.46475,0.50875,0.52275,0.5205,0.51025,0.4165,0.402,0.39825,0.4225,0.4225,0.4282,0.45725,0.451,0.2958,0.3635
554,0.4132,0.45325,0.46475,0.5085,0.5225,0.521,0.51025,0.4165,0.402,0.3985,0.422,0.42325,0.4282,0.457,0.45125,0.2956,0.363
555,0.4124,0.45275,0.464,0.50775,0.5215,0.52025,0.50975,0.41575,0.4015,0.398,0.42125,0.42275,0.4282,0.457,0.451,0.295,0.36225
556,0.4118,0.45175,0.464,0.50675,0.52075,0.5195,0.5095,0.41525,0.4005,0.397,0.42075,0.423,0.4278,0.4565,0.4505,0.2942,0.3615
557,0.4106,0.45175,0.463,0.50675,0.52,0.519,0.50825,0.4135,0.3995,0.396,0.42,0.42225,0.4272,0.456,0.45,0.2934,0.36025
558,0.41,0.45175,0.46225,0.50575,0.519,0.51775,0.50725,0.4125,0.399,0.3955,0.4195,0.42175,0.427,0.4555,0.4495,0.2922,0.35875
559,0.4088,0.451,0.462,0.50525,0.519,0.51725,0.50675,0.412,0.39775,0.39475,0.419,0.421,0.4266,0.455,0.4485,0.2914,0.35725
560,0.4048,0.448,0.4595,0.502,0.51425,0.513,0.50325,0.40675,0.39325,0.391,0.41375,0.4185,0.4244,0.45275,0.44625,0.287,0.3515
561,0.4028,0.4475,0.45875,0.49825,0.512,0.51025,0.502,0.404,0.3905,0.38925,0.4105,0.41725,0.4236,0.452,0.4455,0.2854,0.34925
562,0.4022,0.44725,0.458,0.49725,0.51025,0.5085,0.5005,0.4025,0.3895,0.388,0.4095,0.4165,0.4232,0.4515,0.44525,0.2846,0.34775
563,0.4016,0.44575,0.457,0.49575,0.50875,0.50625,0.49975,0.40075,0.3875,0.38625,0.408,0.41575,0.4224,0.45075,0.444,0.2826,0.34575
564,0.3996,0.44475,0.45625,0.49525,0.50775,0.50575,0.49875,0.3995,0.3865,0.3845,0.406,0.41475,0.4214,0.45025,0.4435,0.281,0.34425
565,0.3984,0.445,0.45575,0.49475,0.5075,0.50575,0.4985,0.39925,0.38675,0.385,0.4065,0.415,0.4216,0.45,0.4435,0.2806,0.34325
566,0.3982,0.446,0.45625,0.495,0.5075,0.5055,0.49825,0.40025,0.387,0.386,0.407,0.41625,0.4236,0.45,0.44425,0.2814,0.3435
567,0.3984,0.44725,0.4565,0.49525,0.50775,0.50575,0.4985,0.40075,0.38725,0.387,0.4075,0.417,0.4238,0.45025,0.445,0.2816,0.34325
568,0.398,0.4475,0.4565,0.495,0.5075,0.506,0.4985,0.40025,0.38675,0.387,0.40675,0.417,0.424,0.45025,0.44475,0.2814,0.34275
569,0.3972,0.4465,0.45575,0.49475,0.50725,0.50525,0.49775,0.39975,0.386,0.38625,0.4065,0.41675,0.4238,0.45025,0.4445,0.28,0.34225
570,0.397,0.446,0.455,0.494,0.506,0.50425,0.49725,0.39925,0.38525,0.385,0.40575,0.4165,0.4238,0.45025,0.4445,0.2784,0.3405
571,0.3966,0.446,0.45475,0.494,0.506,0.5035,0.49725,0.39825,0.38525,0.38525,0.4055,0.417,0.4234,0.45025,0.4445,0.2784,0.3395
572,0.3964,0.4465,0.45475,0.49425,0.50625,0.504,0.49725,0.39925,0.38525,0.3855,0.4055,0.418,0.424,0.4505,0.445,0.2786,0.3395
573,0.3966,0.4475,0.45575,0.495,0.50675,0.5045,0.49725,0.39925,0.38625,0.3855,0.4065,0.41925,0.4244,0.451,0.4455,0.2786,0.3395
574,0.3964,0.448,0.45575,0.49475,0.507,0.5045,0.49725,0.39925,0.38575,0.386,0.40675,0.4195,0.4252,0.45125,0.4465,0.2784,0.3395
575,0.3972,0.449,0.456,0.495,0.50675,0.50475,0.4975,0.3995,0.386,0.38675,0.407,0.42,0.4268,0.452,0.44675,0.2784,0.33975
576,0.3974,0.45,0.457,0.49525,0.50675,0.50575,0.49775,0.39975,0.387,0.38775,0.40725,0.421,0.428,0.4525,0.44825,0.2788,0.34
577,0.397,0.45125,0.45775,0.495,0.5065,0.50575,0.4985,0.40025,0.387,0.388,0.40825,0.422,0.4282,0.453,0.4485,0.2788,0.34
578,0.3968,0.45125,0.4575,0.4955,0.50675,0.506,0.49775,0.40025,0.387,0.3885,0.4085,0.422,0.4288,0.45375,0.4485,0.2786,0.34
579,0.3968,0.451,0.4575,0.49475,0.50625,0.5055,0.49775,0.39975,0.387,0.3885,0.4085,0.4225,0.429,0.45425,0.4485,0.2774,0.33825
580,0.396,0.451,0.4575,0.49475,0.506,0.5045,0.4975,0.3995,0.3865,0.38775,0.40825,0.42275,0.4288,0.4545,0.4485,0.2764,0.3365
581,0.3952,0.45075,0.4565,0.49425,0.506,0.5045,0.49675,0.39925,0.38575,0.3875,0.40825,0.42325,0.429,0.45475,0.449,0.276,0.336
582,0.3948,0.45075,0.45625,0.49425,0.506,0.50425,0.4965,0.399,0.3855,0.38725,0.408,0.42325,0.4292,0.45475,0.4485,0.275,0.3345
583,0.394,0.451,0.456,0.494,0.50525,0.50425,0.496,0.39775,0.38525,0.387,0.40775,0.42325,0.4292,0.455,0.4485,0.2744,0.33375
584,0.394,0.451,0.45575,0.493,0.50475,0.50325,0.49525,0.39775,0.385,0.3865,0.40775,0.42375,0.429,0.45525,0.44875,0.274,0.33325
585,0.394,0.45125,0.45525,0.4925,0.50475,0.503,0.495,0.3975,0.38425,0.386,0.40725,0.42425,0.4292,0.45525,0.4485,0.2732,0.33175
586,0.3936,0.45125,0.455,0.4925,0.50425,0.502,0.4945,0.397,0.38425,0.386,0.40675,0.4245,0.4294,0.4555,0.44875,0.272,0.33075
587,0.3934,0.45075,0.45425,0.492,0.50375,0.50175,0.494,0.3965,0.38425,0.3855,0.4065,0.4245,0.4292,0.45575,0.44875,0.271,0.33
588,0.3924,0.45075,0.45425,0.49175,0.5035,0.50125,0.49325,0.396,0.384,0.38525,0.40625,0.42475,0.4292,0.45625,0.4485,0.2702,0.32925
589,0.3924,0.451,0.45475,0.4915,0.50325,0.50125,0.493,0.39575,0.38375,0.38525,0.4065,0.426,0.4304,0.45625,0.449,0.27,0.329
590,0.3924,0.4515,0.4545,0.49175,0.50325,0.501,0.49325,0.396,0.384,0.38525,0.40675,0.42675,0.4312,0.45725,0.44925,0.2698,0.32875
591,0.3924,0.452,0.4545,0.4915,0.50325,0.501,0.49325,0.396,0.384,0.38575,0.4075,0.42775,0.4318,0.45775,0.45,0.27,0.3285
592,0.3922,0.452,0.45425,0.4915,0.503,0.50075,0.49275,0.39625,0.38375,0.38575,0.407,0.42775,0.4322,0.458,0.45,0.2692,0.3275
593,0.3912,0.452,0.45375,0.49125,0.50275,0.5,0.49225,0.396,0.3835,0.38525,0.40625,0.42725,0.4324,0.45825,0.44975,0.2678,0.32575
594,0.3906,0.4515,0.45325,0.48975,0.50175,0.49925,0.491,0.395,0.38275,0.3845,0.40575,0.42775,0.432,0.458,0.4495,0.267,0.32475
595,0.39,0.4515,0.45225,0.4895,0.50075,0.499,0.49075,0.39425,0.38225,0.384,0.40525,0.4275,0.4318,0.45825,0.4495,0.2664,0.3235
596,0.3902,0.452,0.453,0.4895,0.50075,0.499,0.49075,0.39425,0.383,0.3845,0.406,0.428,0.4326,0.45925,0.4495,0.266,0.32325
597,0.391,0.45275,0.45375,0.49,0.50175,0.50025,0.4915,0.39575,0.38475,0.38625,0.40675,0.43,0.4348,0.4605,0.4515,0.2666,0.324
598,0.3924,0.45575,0.4555,0.491,0.50275,0.5005,0.49175,0.3975,0.3855,0.3875,0.409,0.4325,0.4362,0.46175,0.45325,0.2682,0.3255
599,0.3928,0.45625,0.4555,0.49125,0.503,0.50075,0.49175,0.398,0.3855,0.38775,0.40975,0.43325,0.437,0.462,0.45475,0.2684,0.32525
600,0.3926,0.45625,0.45525,0.49075,0.50225,0.49975,0.49175,0.397,0.385,0.38775,0.4095,0.43325,0.437,0.462,0.4545,0.2672,0.32375
601,0.3906,0.455,0.4535,0.49,0.5005,0.4985,0.49075,0.3955,0.384,0.38625,0.40825,0.43225,0.4368,0.462,0.45325,0.265,0.32175
602,0.3892,0.45425,0.452,0.48925,0.4995,0.497,0.48975,0.39425,0.3825,0.3845,0.407,0.43225,0.4356,0.46175,0.452,0.263,0.3195
603,0.389,0.4535,0.45175,0.4885,0.49875,0.49675,0.48825,0.39325,0.38125,0.384,0.40675,0.43175,0.435,0.46175,0.4515,0.2622,0.3185
604,0.3894,0.45375,0.452,0.4885,0.499,0.49675,0.48825,0.39425,0.38225,0.38425,0.40675,0.43275,0.435,0.46225,0.45175,0.2622,0.3185
605,0.3896,0.4545,0.4535,0.4895,0.49975,0.497,0.4895,0.395,0.384,0.38575,0.40875,0.43525,0.4374,0.46325,0.4535,0.2626,0.31875
606,0.3904,0.456,0.4545,0.49025,0.50025,0.4975,0.4895,0.396,0.3845,0.387,0.41,0.43675,0.4402,0.46375,0.455,0.2644,0.3195
607,0.3904,0.4565,0.45525,0.49,0.5005,0.4975,0.4895,0.3965,0.38525,0.38775,0.40975,0.43725,0.4406,0.46425,0.45525,0.2642,0.3195
608,0.3902,0.457,0.454,0.48875,0.50025,0.4975,0.48875,0.396,0.3845,0.38725,0.40975,0.43675,0.44,0.46425,0.45525,0.2634,0.31825
609,0.3904,0.45725,0.454,0.48875,0.50025,0.49725,0.48875,0.396,0.3845,0.387,0.4095,0.4375,0.4398,0.46475,0.45575,0.2624,0.318
610,0.391,0.45775,0.4545,0.489,0.5,0.49725,0.489,0.396,0.38475,0.388,0.41,0.43825,0.4408,0.4655,0.45625,0.2624,0.318
611,0.3916,0.45925,0.455,0.48975,0.50025,0.49825,0.48925,0.397,0.38525,0.3895,0.411,0.44075,0.4432,0.466,0.458,0.263,0.318
612,0.392,0.4605,0.45525,0.49,0.5005,0.49825,0.48925,0.3975,0.38625,0.39,0.412,0.4415,0.4442,0.4665,0.45875,0.2628,0.318
613,0.392,0.46075,0.45525,0.49,0.50075,0.498,0.489,0.397,0.38625,0.39,0.412,0.442,0.4442,0.46725,0.45925,0.2624,0.31775
614,0.392,0.461,0.455,0.4895,0.49975,0.497,0.4885,0.397,0.386,0.38975,0.412,0.442,0.4444,0.46775,0.4595,0.2616,0.317
615,0.392,0.46075,0.455,0.4895,0.49975,0.49675,0.488,0.39675,0.386,0.38975,0.412,0.44225,0.4444,0.46775,0.4595,0.2602,0.31625
616,0.3914,0.46075,0.455,0.489,0.49925,0.49625,0.4875,0.3965,0.386,0.38975,0.41175,0.44275,0.4444,0.46825,0.4595,0.2598,0.3155
617,0.3912,0.46075,0.455,0.48875,0.499,0.49575,0.487,0.3965,0.38575,0.38975,0.41175,0.4435,0.4448,0.46875,0.4595,0.2592,0.315
618,0.3908,0.46075,0.455,0.48875,0.49925,0.4955,0.48625,0.3965,0.38525,0.3895,0.4115,0.444,0.445,0.46925,0.45975,0.2586,0.31475
619,0.3906,0.46075,0.455,0.4885,0.4985,0.4955,0.48625,0.39625,0.38525,0.38975,0.4115,0.44475,0.4452,0.46925,0.46,0.2582,0.314
620,0.3906,0.46125,0.45475,0.48825,0.4985,0.4955,0.486,0.396,0.38525,0.3895,0.4115,0.445,0.4458,0.46975,0.46,0.2578,0.31325
621,0.3906,0.4615,0.45425,0.488,0.498,0.495,0.48525,0.39625,0.3855,0.38925,0.4115,0.44525,0.4458,0.47025,0.46025,0.2572,0.312
622,0.3902,0.4615,0.45425,0.4875,0.49775,0.494,0.48475,0.396,0.3855,0.38925,0.4115,0.4455,0.446,0.4705,0.4605,0.2566,0.31075
623,0.3896,0.4615,0.454,0.48675,0.49725,0.4935,0.48375,0.3955,0.3855,0.389,0.4115,0.4455,0.4462,0.47075,0.4605,0.2558,0.31
624,0.3888,0.4615,0.45275,0.48675,0.49625,0.49275,0.4835,0.395,0.38475,0.38875,0.41075,0.44575,0.4462,0.47075,0.4605,0.2546,0.30875
