Heat Sweep RT,,
Heat Sweep RT 2,"Date : 20/07/2021, 10:44:07",
Wavelength (nm),ABS,%T
894.00,0.255,55.6
895.00,0.255,55.5
896.00,0.255,55.6
897.00,0.254,55.7
898.00,0.254,55.7
899.00,0.254,55.7
900.00,0.254,55.7
901.00,0.254,55.7
902.00,0.254,55.7
903.00,0.254,55.7
904.00,0.254,55.7
905.00,0.255,55.6
906.00,0.255,55.6
907.00,0.253,55.9
908.00,0.252,55.9
909.00,0.252,55.9
910.00,0.252,56
911.00,0.252,56
912.00,0.253,55.9
913.00,0.253,55.9
914.00,0.253,55.8
915.00,0.253,55.8
916.00,0.253,55.8
917.00,0.254,55.7
918.00,0.254,55.7
919.00,0.253,55.9
920.00,0.253,55.9
921.00,0.251,56.1
922.00,0.25,56.2
923.00,0.25,56.2
924.00,0.25,56.2
925.00,0.252,56
926.00,0.252,56
927.00,0.252,56
928.00,0.252,56
929.00,0.252,56
930.00,0.252,56
931.00,0.252,56
932.00,0.252,56
933.00,0.252,56
934.00,0.252,56
935.00,0.252,56
936.00,0.252,56
937.00,0.252,56
938.00,0.252,56
939.00,0.252,56
940.00,0.252,56
941.00,0.251,56
942.00,0.249,56.3
943.00,0.249,56.4
944.00,0.249,56.4
945.00,0.249,56.4
946.00,0.249,56.3
947.00,0.249,56.3
948.00,0.249,56.3
949.00,0.249,56.3
950.00,0.255,55.6
951.00,0.262,54.7
952.00,0.262,54.7
953.00,0.262,54.7
954.00,0.263,54.5
955.00,0.264,54.5
956.00,0.265,54.3
957.00,0.267,54.1
958.00,0.27,53.8
959.00,0.271,53.6
960.00,0.272,53.4
961.00,0.274,53.3
962.00,0.274,53.2
963.00,0.274,53.2
964.00,0.276,53
965.00,0.277,52.8
966.00,0.278,52.8
967.00,0.28,52.4
968.00,0.282,52.2
969.00,0.284,52
970.00,0.286,51.8
971.00,0.288,51.5
972.00,0.287,51.7
973.00,0.286,51.7
974.00,0.285,51.9
975.00,0.283,52.2
976.00,0.283,52.2
977.00,0.282,52.2
978.00,0.283,52.2
979.00,0.282,52.3
980.00,0.276,52.9
981.00,0.266,54.2
982.00,0.263,54.5
983.00,0.254,55.8
984.00,0.254,55.8
985.00,0.254,55.7
986.00,0.261,54.8
987.00,0.269,53.9
988.00,0.276,52.9
989.00,0.277,52.9
990.00,0.277,52.9
991.00,0.275,53.1
992.00,0.274,53.2
993.00,0.271,53.5
994.00,0.27,53.7
995.00,0.257,55.3
996.00,0.248,56.4
997.00,0.248,56.6
998.00,0.248,56.4
999.00,0.251,56
"1,000.00",0.254,55.7
"1,001.00",0.258,55.2
"1,002.00",0.26,55
"1,003.00",0.262,54.6
"1,004.00",0.264,54.4
"1,005.00",0.265,54.4
"1,006.00",0.265,54.3
"1,007.00",0.265,54.3
"1,008.00",0.265,54.3
"1,009.00",0.265,54.3
"1,010.00",0.265,54.3
"1,011.00",0.265,54.4
"1,012.00",0.265,54.4
"1,013.00",0.265,54.3
"1,014.00",0.261,54.8
"1,015.00",0.26,54.9
"1,016.00",0.259,55
"1,017.00",0.258,55.2
"1,018.00",0.259,55.1
"1,019.00",0.265,54.3
"1,020.00",0.265,54.3
"1,021.00",0.265,54.3
"1,022.00",0.265,54.3
"1,023.00",0.266,54.2
"1,024.00",0.266,54.2
"1,025.00",0.267,54
"1,026.00",0.268,53.9
"1,027.00",0.271,53.5
"1,028.00",0.274,53.2
"1,029.00",0.273,53.3
"1,030.00",0.273,53.3
"1,031.00",0.274,53.2
"1,032.00",0.274,53.2
"1,033.00",0.274,53.2
"1,034.00",0.279,52.6
"1,035.00",0.279,52.6
"1,036.00",0.279,52.6
"1,037.00",0.28,52.5
"1,038.00",0.28,52.5
"1,039.00",0.282,52.3
"1,040.00",0.282,52.3
"1,041.00",0.286,51.8
"1,042.00",0.287,51.7
"1,043.00",0.287,51.7
"1,044.00",0.288,51.6
"1,045.00",0.288,51.5
"1,046.00",0.288,51.5
"1,047.00",0.288,51.5
"1,048.00",0.289,51.4
"1,049.00",0.289,51.4
"1,050.00",0.288,51.5
"1,051.00",0.289,51.4
"1,052.00",0.289,51.5
"1,053.00",0.288,51.5
"1,054.00",0.287,51.6
"1,055.00",0.287,51.6
"1,056.00",0.289,51.4
"1,057.00",0.292,51
"1,058.00",0.294,50.8
"1,059.00",0.302,49.8
"1,060.00",0.307,49.4
"1,061.00",0.314,48.5
"1,062.00",0.313,48.7
"1,063.00",0.313,48.7
"1,064.00",0.313,48.7
"1,065.00",0.312,48.7
"1,066.00",0.311,48.8
"1,067.00",0.313,48.7
"1,068.00",0.313,48.6
"1,069.00",0.314,48.6
"1,070.00",0.318,48.1
"1,071.00",0.318,48
"1,072.00",0.315,48.4
"1,073.00",0.315,48.4
"1,074.00",0.315,48.5
"1,075.00",0.315,48.4
"1,076.00",0.315,48.4
"1,077.00",0.319,48
"1,078.00",0.322,47.7
"1,079.00",0.322,47.7
"1,080.00",0.321,47.7
"1,081.00",0.321,47.8
"1,082.00",0.321,47.7
"1,083.00",0.322,47.6
"1,084.00",0.323,47.5
"1,085.00",0.322,47.6
"1,086.00",0.322,47.6
"1,087.00",0.322,47.6
"1,088.00",0.323,47.5
"1,089.00",0.324,47.5
"1,090.00",0.324,47.4
"1,091.00",0.328,47
"1,092.00",0.328,47
"1,093.00",0.33,46.7
"1,094.00",0.33,46.8
"1,095.00",0.329,46.9
"1,096.00",0.329,46.9
"1,097.00",0.329,46.9
"1,098.00",0.33,46.8
"1,099.00",0.334,46.4
"1,100.00",0.176,66.7
,,
,,
Heat Sweep 150C,,
Heat Sweep 150C 2,"Date : 20/07/2021, 17:31:11",
Wavelength (nm),ABS,%T
190.00,1.729,1.9
191.00,1.759,1.7
192.00,1.789,1.6
193.00,1.801,1.6
194.00,1.809,1.6
195.00,1.81,1.5
196.00,1.812,1.5
197.00,1.819,1.5
198.00,1.822,1.5
199.00,1.822,1.5
200.00,1.818,1.5
201.00,1.809,1.6
202.00,1.8,1.6
203.00,1.782,1.7
204.00,1.763,1.7
205.00,1.735,1.8
206.00,1.703,2
207.00,1.664,2.2
208.00,1.619,2.4
209.00,1.567,2.7
210.00,1.52,3
211.00,1.465,3.4
212.00,1.413,3.9
213.00,1.363,4.3
214.00,1.312,4.9
215.00,1.294,5.1
216.00,1.26,5.5
217.00,1.218,6.1
218.00,1.174,6.7
219.00,1.134,7.3
220.00,1.096,8
221.00,1.063,8.6
222.00,1.03,9.3
223.00,0.996,10.1
224.00,0.971,10.7
225.00,0.953,11.1
226.00,0.94,11.5
227.00,0.931,11.7
228.00,0.929,11.8
229.00,0.936,11.6
230.00,0.941,11.4
231.00,0.95,11.2
232.00,0.958,11
233.00,0.967,10.8
234.00,0.979,10.5
235.00,0.991,10.2
236.00,1.003,9.9
237.00,1.014,9.7
238.00,1.024,9.5
239.00,1.032,9.3
240.00,1.036,9.2
241.00,1.038,9.2
242.00,1.038,9.2
243.00,1.041,9.1
244.00,1.042,9.1
245.00,1.027,9.4
246.00,1.009,9.8
247.00,0.994,10.1
248.00,0.982,10.4
249.00,0.969,10.7
250.00,0.95,11.2
251.00,0.926,11.9
252.00,0.9,12.6
253.00,0.877,13.3
254.00,0.859,13.8
255.00,0.836,14.6
256.00,0.814,15.3
257.00,0.791,16.2
258.00,0.768,17.1
259.00,0.748,17.9
260.00,0.735,18.4
261.00,0.729,18.6
262.00,0.72,19
263.00,0.712,19.4
264.00,0.702,19.9
265.00,0.693,20.3
266.00,0.684,20.7
267.00,0.676,21.1
268.00,0.672,21.3
269.00,0.669,21.4
270.00,0.664,21.7
271.00,0.658,22
272.00,0.655,22.1
273.00,0.655,22.1
274.00,0.658,22
275.00,0.657,22
276.00,0.653,22.3
277.00,0.649,22.4
278.00,0.649,22.4
279.00,0.649,22.5
280.00,0.646,22.6
281.00,0.643,22.8
282.00,0.643,22.8
283.00,0.643,22.8
284.00,0.643,22.8
285.00,0.642,22.8
286.00,0.638,23
287.00,0.637,23
288.00,0.638,23
289.00,0.637,23.1
290.00,0.634,23.2
291.00,0.632,23.3
292.00,0.632,23.3
293.00,0.63,23.4
294.00,0.628,23.6
295.00,0.627,23.6
296.00,0.626,23.7
297.00,0.625,23.7
298.00,0.625,23.7
299.00,0.625,23.7
300.00,0.625,23.7
301.00,0.623,23.8
302.00,0.622,23.9
303.00,0.62,24
304.00,0.62,24
305.00,0.616,24.2
306.00,0.613,24.4
307.00,0.609,24.6
308.00,0.604,24.9
309.00,0.603,25
310.00,0.603,25
311.00,0.603,25
312.00,0.602,25
313.00,0.599,25.2
314.00,0.596,25.3
315.00,0.598,25.2
316.00,0.599,25.2
317.00,0.599,25.2
318.00,0.594,25.5
319.00,0.593,25.5
320.00,0.593,25.5
321.00,0.586,25.9
322.00,0.579,26.3
323.00,0.577,26.5
324.00,0.581,26.3
325.00,0.582,26.2
326.00,0.582,26.2
327.00,0.581,26.2
328.00,0.579,26.4
329.00,0.575,26.6
330.00,0.57,26.9
331.00,0.566,27.2
332.00,0.566,27.2
333.00,0.566,27.1
334.00,0.567,27.1
335.00,0.565,27.2
336.00,0.563,27.4
337.00,0.561,27.5
338.00,0.56,27.5
339.00,0.558,27.7
340.00,0.554,27.9
341.00,0.55,28.2
342.00,0.546,28.4
343.00,0.546,28.4
344.00,0.548,28.3
345.00,0.55,28.2
346.00,0.549,28.2
347.00,0.546,28.4
348.00,0.543,28.6
349.00,0.541,28.8
350.00,0.537,29
351.00,0.535,29.2
352.00,0.533,29.3
353.00,0.532,29.4
354.00,0.528,29.6
355.00,0.527,29.7
356.00,0.529,29.6
357.00,0.529,29.6
358.00,0.529,29.6
359.00,0.525,29.8
360.00,0.529,29.6
361.00,0.539,28.9
362.00,0.539,28.9
363.00,0.539,28.9
364.00,0.538,29
365.00,0.536,29.1
366.00,0.534,29.3
367.00,0.531,29.4
368.00,0.527,29.7
369.00,0.524,29.9
370.00,0.523,30
371.00,0.523,30
372.00,0.521,30.1
373.00,0.519,30.3
374.00,0.516,30.5
375.00,0.516,30.5
376.00,0.521,30.1
377.00,0.526,29.8
378.00,0.528,29.6
379.00,0.528,29.6
380.00,0.526,29.8
381.00,0.524,29.9
382.00,0.524,30
383.00,0.525,29.9
384.00,0.525,29.9
385.00,0.524,29.9
386.00,0.524,29.9
387.00,0.525,29.9
388.00,0.523,30
389.00,0.521,30.1
390.00,0.51,30.9
391.00,0.508,31.1
392.00,0.507,31.1
393.00,0.507,31.1
394.00,0.507,31.1
395.00,0.507,31.1
396.00,0.505,31.3
397.00,0.502,31.4
398.00,0.502,31.5
399.00,0.501,31.6
400.00,0.5,31.6
401.00,0.499,31.7
402.00,0.497,31.8
403.00,0.497,31.8
404.00,0.497,31.8
405.00,0.498,31.8
406.00,0.498,31.8
407.00,0.498,31.8
408.00,0.497,31.9
409.00,0.497,31.9
410.00,0.497,31.8
411.00,0.497,31.8
412.00,0.497,31.8
413.00,0.496,31.9
414.00,0.496,31.9
415.00,0.496,31.9
416.00,0.494,32.1
417.00,0.494,32.1
418.00,0.492,32.2
419.00,0.49,32.3
420.00,0.49,32.4
421.00,0.49,32.3
422.00,0.491,32.3
423.00,0.491,32.3
424.00,0.491,32.3
425.00,0.491,32.3
426.00,0.491,32.3
427.00,0.491,32.3
428.00,0.491,32.3
429.00,0.491,32.3
430.00,0.491,32.3
431.00,0.491,32.3
432.00,0.49,32.3
433.00,0.49,32.4
434.00,0.489,32.4
435.00,0.489,32.4
436.00,0.488,32.5
437.00,0.488,32.5
438.00,0.488,32.5
439.00,0.487,32.6
440.00,0.487,32.6
441.00,0.487,32.6
442.00,0.487,32.6
443.00,0.487,32.6
444.00,0.486,32.6
445.00,0.485,32.7
446.00,0.485,32.8
447.00,0.484,32.8
448.00,0.484,32.8
449.00,0.484,32.8
450.00,0.484,32.8
451.00,0.482,32.9
452.00,0.482,32.9
453.00,0.482,32.9
454.00,0.481,33
455.00,0.479,33.2
456.00,0.479,33.2
457.00,0.477,33.3
458.00,0.476,33.4
459.00,0.475,33.5
460.00,0.475,33.5
461.00,0.476,33.4
462.00,0.476,33.4
463.00,0.475,33.5
464.00,0.474,33.6
465.00,0.472,33.7
466.00,0.471,33.8
467.00,0.471,33.8
468.00,0.471,33.8
469.00,0.47,33.9
470.00,0.469,33.9
471.00,0.467,34.1
472.00,0.466,34.2
473.00,0.466,34.2
474.00,0.466,34.2
475.00,0.465,34.3
476.00,0.464,34.4
477.00,0.461,34.6
478.00,0.459,34.8
479.00,0.457,34.9
480.00,0.455,35.1
481.00,0.451,35.4
482.00,0.447,35.7
483.00,0.446,35.8
484.00,0.449,35.5
485.00,0.451,35.4
486.00,0.45,35.5
487.00,0.45,35.5
488.00,0.45,35.5
489.00,0.449,35.6
490.00,0.447,35.7
491.00,0.445,35.9
492.00,0.445,35.9
493.00,0.445,35.9
494.00,0.444,36
495.00,0.441,36.3
496.00,0.439,36.4
497.00,0.438,36.4
498.00,0.438,36.4
499.00,0.438,36.5
500.00,0.437,36.6
501.00,0.435,36.7
502.00,0.433,36.9
503.00,0.432,37
504.00,0.432,37
505.00,0.431,37.1
506.00,0.43,37.2
507.00,0.428,37.3
508.00,0.427,37.4
509.00,0.426,37.5
510.00,0.426,37.5
511.00,0.425,37.6
512.00,0.424,37.7
513.00,0.423,37.7
514.00,0.422,37.9
515.00,0.42,38
516.00,0.419,38.1
517.00,0.418,38.2
518.00,0.418,38.2
519.00,0.418,38.2
520.00,0.418,38.2
521.00,0.414,38.5
522.00,0.413,38.6
523.00,0.411,38.8
524.00,0.408,39.1
525.00,0.407,39.2
526.00,0.404,39.4
527.00,0.405,39.4
528.00,0.407,39.2
529.00,0.409,39
530.00,0.409,39
531.00,0.405,39.3
532.00,0.405,39.3
533.00,0.405,39.3
534.00,0.405,39.3
535.00,0.405,39.4
536.00,0.404,39.5
537.00,0.402,39.6
538.00,0.399,39.9
539.00,0.395,40.2
540.00,0.395,40.3
541.00,0.397,40.1
542.00,0.398,40
543.00,0.4,39.9
544.00,0.399,39.9
545.00,0.397,40.1
546.00,0.396,40.1
547.00,0.396,40.1
548.00,0.396,40.2
549.00,0.393,40.5
550.00,0.391,40.6
551.00,0.39,40.8
552.00,0.389,40.8
553.00,0.389,40.8
554.00,0.389,40.8
555.00,0.388,40.9
556.00,0.387,41
557.00,0.387,41.1
558.00,0.386,41.2
559.00,0.385,41.2
560.00,0.38,41.7
561.00,0.378,41.9
562.00,0.377,42
563.00,0.376,42
564.00,0.374,42.2
565.00,0.373,42.3
566.00,0.373,42.3
567.00,0.373,42.4
568.00,0.371,42.5
569.00,0.37,42.7
570.00,0.37,42.7
571.00,0.369,42.7
572.00,0.369,42.7
573.00,0.369,42.7
574.00,0.369,42.7
575.00,0.369,42.7
576.00,0.369,42.8
577.00,0.369,42.8
578.00,0.368,42.9
579.00,0.367,42.9
580.00,0.366,43
581.00,0.365,43.2
582.00,0.364,43.2
583.00,0.364,43.3
584.00,0.363,43.3
585.00,0.362,43.5
586.00,0.361,43.6
587.00,0.361,43.6
588.00,0.36,43.7
589.00,0.36,43.7
590.00,0.36,43.7
591.00,0.359,43.8
592.00,0.358,43.8
593.00,0.357,43.9
594.00,0.356,44
595.00,0.355,44.1
596.00,0.355,44.1
597.00,0.356,44.1
598.00,0.356,44.1
599.00,0.355,44.1
600.00,0.355,44.2
601.00,0.353,44.4
602.00,0.351,44.6
603.00,0.35,44.6
604.00,0.351,44.6
605.00,0.352,44.5
606.00,0.351,44.5
607.00,0.351,44.5
608.00,0.349,44.7
609.00,0.349,44.7
610.00,0.35,44.7
611.00,0.35,44.7
612.00,0.35,44.7
613.00,0.35,44.7
614.00,0.349,44.8
615.00,0.349,44.8
616.00,0.348,44.9
617.00,0.346,45
618.00,0.346,45.1
619.00,0.346,45.1
620.00,0.345,45.2
621.00,0.344,45.2
622.00,0.344,45.3
623.00,0.343,45.4
624.00,0.342,45.5
625.00,0.341,45.6
626.00,0.341,45.6
627.00,0.341,45.6
628.00,0.342,45.5
629.00,0.341,45.6
630.00,0.341,45.6
631.00,0.34,45.7
632.00,0.339,45.8
633.00,0.339,45.8
634.00,0.339,45.9
635.00,0.338,45.9
636.00,0.338,45.9
637.00,0.338,45.9
638.00,0.337,46
639.00,0.337,46.1
640.00,0.336,46.1
641.00,0.336,46.1
642.00,0.335,46.2
643.00,0.334,46.3
644.00,0.334,46.3
645.00,0.333,46.4
646.00,0.332,46.5
647.00,0.332,46.5
648.00,0.332,46.5
649.00,0.332,46.6
650.00,0.331,46.7
651.00,0.33,46.7
652.00,0.33,46.8
653.00,0.33,46.8
654.00,0.329,46.9
655.00,0.328,47
656.00,0.328,47
657.00,0.326,47.2
658.00,0.325,47.3
659.00,0.326,47.3
660.00,0.326,47.2
661.00,0.326,47.2
662.00,0.326,47.2
663.00,0.326,47.2
664.00,0.326,47.2
665.00,0.325,47.3
666.00,0.325,47.4
667.00,0.324,47.4
668.00,0.324,47.4
669.00,0.324,47.5
670.00,0.323,47.6
671.00,0.323,47.6
672.00,0.322,47.6
673.00,0.322,47.7
674.00,0.321,47.7
675.00,0.321,47.7
676.00,0.32,47.8
677.00,0.32,47.9
678.00,0.319,48
679.00,0.319,48
680.00,0.319,48
681.00,0.319,48
682.00,0.319,48
683.00,0.319,48
684.00,0.319,48
685.00,0.319,48
686.00,0.318,48.1
687.00,0.317,48.1
688.00,0.317,48.2
689.00,0.316,48.3
690.00,0.316,48.3
691.00,0.316,48.3
692.00,0.315,48.4
693.00,0.314,48.5
694.00,0.314,48.6
695.00,0.313,48.6
696.00,0.312,48.8
697.00,0.309,49.1
698.00,0.309,49.1
699.00,0.309,49.1
700.00,0.31,49
701.00,0.311,48.9
702.00,0.311,48.8
703.00,0.311,48.8
704.00,0.31,48.9
705.00,0.31,49
706.00,0.309,49.1
707.00,0.309,49.1
708.00,0.309,49.1
709.00,0.307,49.3
710.00,0.307,49.3
711.00,0.307,49.4
712.00,0.306,49.5
713.00,0.306,49.5
714.00,0.305,49.5
715.00,0.305,49.5
716.00,0.305,49.5
717.00,0.305,49.5
718.00,0.305,49.5
719.00,0.305,49.5
720.00,0.305,49.6
721.00,0.304,49.6
722.00,0.304,49.6
723.00,0.304,49.7
724.00,0.304,49.7
725.00,0.304,49.7
726.00,0.303,49.7
727.00,0.303,49.8
728.00,0.301,50
729.00,0.299,50.3
730.00,0.297,50.4
731.00,0.296,50.5
732.00,0.295,50.7
733.00,0.295,50.7
734.00,0.295,50.7
735.00,0.294,50.8
736.00,0.294,50.8
737.00,0.294,50.8
738.00,0.294,50.8
739.00,0.295,50.7
740.00,0.295,50.7
741.00,0.295,50.7
742.00,0.295,50.7
743.00,0.295,50.7
744.00,0.295,50.7
745.00,0.295,50.7
746.00,0.295,50.7
747.00,0.295,50.7
748.00,0.295,50.7
749.00,0.295,50.7
750.00,0.295,50.7
751.00,0.294,50.8
752.00,0.293,50.9
753.00,0.293,50.9
754.00,0.293,50.9
755.00,0.292,51
756.00,0.293,51
757.00,0.293,51
758.00,0.294,50.9
759.00,0.294,50.9
760.00,0.293,50.9
761.00,0.293,50.9
762.00,0.293,51
763.00,0.292,51
764.00,0.291,51.2
765.00,0.29,51.2
766.00,0.29,51.3
767.00,0.29,51.3
768.00,0.29,51.3
769.00,0.292,51.1
770.00,0.291,51.2
771.00,0.291,51.2
772.00,0.291,51.2
773.00,0.291,51.2
774.00,0.291,51.2
775.00,0.291,51.2
776.00,0.29,51.3
777.00,0.289,51.4
778.00,0.289,51.4
779.00,0.289,51.4
780.00,0.289,51.4
781.00,0.289,51.5
782.00,0.289,51.4
783.00,0.288,51.6
784.00,0.287,51.6
785.00,0.286,51.7
786.00,0.286,51.7
787.00,0.286,51.7
788.00,0.285,51.9
789.00,0.285,51.9
790.00,0.283,52.1
791.00,0.28,52.5
792.00,0.28,52.5
793.00,0.279,52.6
794.00,0.279,52.6
795.00,0.279,52.6
796.00,0.279,52.6
797.00,0.28,52.5
798.00,0.281,52.4
799.00,0.281,52.4
800.00,0.281,52.4
801.00,0.28,52.4
802.00,0.28,52.5
803.00,0.28,52.5
804.00,0.278,52.7
805.00,0.278,52.7
806.00,0.277,52.8
807.00,0.277,52.9
808.00,0.277,52.9
809.00,0.276,52.9
810.00,0.276,53
811.00,0.275,53.1
812.00,0.275,53.1
813.00,0.275,53.1
814.00,0.276,53
815.00,0.277,52.9
816.00,0.276,53
817.00,0.275,53.1
818.00,0.275,53.1
819.00,0.272,53.5
820.00,0.272,53.5
821.00,0.272,53.5
822.00,0.269,53.8
823.00,0.267,54.1
824.00,0.267,54.1
825.00,0.267,54.1
826.00,0.267,54.1
827.00,0.267,54.1
828.00,0.267,54
829.00,0.269,53.8
830.00,0.269,53.8
831.00,0.269,53.8
832.00,0.269,53.8
833.00,0.269,53.8
834.00,0.269,53.8
835.00,0.268,53.9
836.00,0.268,53.9
837.00,0.268,54
838.00,0.268,54
839.00,0.268,53.9
840.00,0.267,54.1
841.00,0.266,54.2
842.00,0.266,54.2
843.00,0.266,54.2
844.00,0.267,54.1
845.00,0.267,54
846.00,0.266,54.2
847.00,0.266,54.2
848.00,0.266,54.2
849.00,0.266,54.2
850.00,0.266,54.2
851.00,0.265,54.3
852.00,0.266,54.2
853.00,0.267,54
854.00,0.267,54.1
855.00,0.268,54
856.00,0.268,54
857.00,0.267,54.1
858.00,0.266,54.1
859.00,0.267,54.1
860.00,0.268,53.9
861.00,0.268,54
862.00,0.267,54.1
863.00,0.266,54.3
864.00,0.265,54.3
865.00,0.265,54.3
866.00,0.265,54.3
867.00,0.265,54.4
868.00,0.264,54.4
869.00,0.264,54.4
870.00,0.265,54.4
871.00,0.265,54.4
872.00,0.263,54.5
873.00,0.264,54.5
874.00,0.264,54.5
875.00,0.262,54.7
876.00,0.262,54.7
877.00,0.262,54.7
878.00,0.261,54.8
879.00,0.261,54.8
880.00,0.26,55
881.00,0.259,55.1
882.00,0.258,55.2
883.00,0.256,55.5
884.00,0.256,55.4
885.00,0.256,55.4
886.00,0.259,55.1
887.00,0.259,55.1
888.00,0.259,55.1
889.00,0.258,55.2
890.00,0.258,55.2
891.00,0.257,55.3
892.00,0.257,55.3
893.00,0.257,55.4
894.00,0.257,55.4
895.00,0.257,55.3
896.00,0.26,55
897.00,0.26,55
898.00,0.259,55.1
899.00,0.259,55.1
900.00,0.257,55.3
901.00,0.257,55.4
902.00,0.256,55.5
903.00,0.256,55.5
904.00,0.256,55.5
905.00,0.256,55.5
906.00,0.256,55.5
907.00,0.255,55.6
908.00,0.253,55.8
909.00,0.253,55.8
910.00,0.253,55.9
911.00,0.253,55.9
912.00,0.253,55.8
913.00,0.253,55.8
914.00,0.253,55.8
915.00,0.253,55.8
916.00,0.254,55.8
917.00,0.254,55.7
918.00,0.254,55.7
919.00,0.253,55.8
920.00,0.252,56
921.00,0.252,56
922.00,0.252,56
923.00,0.252,56
924.00,0.252,56
925.00,0.252,56
926.00,0.252,56
927.00,0.252,56
928.00,0.25,56.2
929.00,0.251,56.1
930.00,0.251,56.1
931.00,0.251,56.1
932.00,0.251,56.1
933.00,0.251,56.2
934.00,0.25,56.2
935.00,0.25,56.2
936.00,0.25,56.2
937.00,0.251,56.1
938.00,0.251,56.1
939.00,0.251,56.1
940.00,0.251,56.1
941.00,0.251,56.2
942.00,0.249,56.4
943.00,0.249,56.4
944.00,0.249,56.4
945.00,0.249,56.4
946.00,0.249,56.4
947.00,0.249,56.4
948.00,0.249,56.4
949.00,0.249,56.4
950.00,0.256,55.5
951.00,0.263,54.6
952.00,0.263,54.6
953.00,0.263,54.6
954.00,0.264,54.5
955.00,0.264,54.4
956.00,0.267,54.1
957.00,0.269,53.8
958.00,0.272,53.4
959.00,0.273,53.3
960.00,0.274,53.2
961.00,0.274,53.2
962.00,0.275,53.1
963.00,0.276,52.9
964.00,0.278,52.8
965.00,0.28,52.5
966.00,0.28,52.5
967.00,0.283,52.2
968.00,0.283,52.1
969.00,0.286,51.8
970.00,0.288,51.5
971.00,0.289,51.5
972.00,0.288,51.5
973.00,0.287,51.6
974.00,0.287,51.7
975.00,0.286,51.8
976.00,0.286,51.8
977.00,0.285,51.9
978.00,0.284,52
979.00,0.281,52.4
980.00,0.274,53.2
981.00,0.274,53.3
982.00,0.269,53.8
983.00,0.261,54.8
984.00,0.262,54.7
985.00,0.263,54.6
986.00,0.264,54.4
987.00,0.271,53.6
988.00,0.276,52.9
989.00,0.277,52.9
990.00,0.277,52.9
991.00,0.276,53
992.00,0.274,53.2
993.00,0.27,53.7
994.00,0.269,53.8
995.00,0.266,54.2
996.00,0.254,55.7
997.00,0.25,56.2
998.00,0.251,56.1
999.00,0.251,56.1
"1,000.00",0.257,55.4
"1,001.00",0.262,54.7
"1,002.00",0.264,54.4
"1,003.00",0.268,53.9
"1,004.00",0.266,54.2
"1,005.00",0.267,54.1
"1,006.00",0.266,54.1
"1,007.00",0.266,54.2
"1,008.00",0.266,54.2
"1,009.00",0.267,54.1
"1,010.00",0.267,54.1
"1,011.00",0.267,54.1
"1,012.00",0.267,54.1
"1,013.00",0.26,55
"1,014.00",0.26,54.9
"1,015.00",0.257,55.3
"1,016.00",0.257,55.3
"1,017.00",0.258,55.3
"1,018.00",0.261,54.9
"1,019.00",0.262,54.7
"1,020.00",0.264,54.4
"1,021.00",0.265,54.4
"1,022.00",0.269,53.9
"1,023.00",0.271,53.6
"1,024.00",0.271,53.6
"1,025.00",0.272,53.5
"1,026.00",0.272,53.4
"1,027.00",0.274,53.3
"1,028.00",0.277,52.9
"1,029.00",0.277,52.9
"1,030.00",0.277,52.9
"1,031.00",0.277,52.9
"1,032.00",0.277,52.9
"1,033.00",0.277,52.9
"1,034.00",0.277,52.8
"1,035.00",0.277,52.8
"1,036.00",0.277,52.8
"1,037.00",0.278,52.7
"1,038.00",0.281,52.4
"1,039.00",0.283,52.1
"1,040.00",0.285,51.9
"1,041.00",0.285,51.9
"1,042.00",0.287,51.6
"1,043.00",0.287,51.6
"1,044.00",0.288,51.6
"1,045.00",0.288,51.5
"1,046.00",0.288,51.5
"1,047.00",0.289,51.5
"1,048.00",0.29,51.3
"1,049.00",0.291,51.2
"1,050.00",0.291,51.2
"1,051.00",0.291,51.1
"1,052.00",0.288,51.5
"1,053.00",0.286,51.8
"1,054.00",0.288,51.5
"1,055.00",0.291,51.2
"1,056.00",0.291,51.1
"1,057.00",0.294,50.9
"1,058.00",0.294,50.8
"1,059.00",0.298,50.3
"1,060.00",0.304,49.7
"1,061.00",0.308,49.2
"1,062.00",0.308,49.2
"1,063.00",0.309,49.1
"1,064.00",0.309,49.1
"1,065.00",0.308,49.2
"1,066.00",0.308,49.2
"1,067.00",0.31,49
"1,068.00",0.311,48.9
"1,069.00",0.311,48.8
"1,070.00",0.313,48.6
"1,071.00",0.317,48.1
"1,072.00",0.314,48.5
"1,073.00",0.315,48.4
"1,074.00",0.317,48.2
"1,075.00",0.317,48.2
"1,076.00",0.317,48.2
"1,077.00",0.323,47.5
"1,078.00",0.323,47.5
"1,079.00",0.324,47.4
"1,080.00",0.325,47.3
"1,081.00",0.319,48
"1,082.00",0.319,48
"1,083.00",0.319,47.9
"1,084.00",0.323,47.6
"1,085.00",0.323,47.5
"1,086.00",0.323,47.6
"1,087.00",0.324,47.5
"1,088.00",0.325,47.3
"1,089.00",0.325,47.3
"1,090.00",0.325,47.3
"1,091.00",0.327,47.1
"1,092.00",0.327,47.1
"1,093.00",0.328,47
"1,094.00",0.331,46.6
"1,095.00",0.331,46.7
"1,096.00",0.331,46.7
"1,097.00",0.334,46.4
"1,098.00",0.334,46.4
"1,099.00",0.334,46.3
"1,100.00",0.208,61.9
,,
,,
Heat Sweep 150C,,
Heat Sweep 150C 3,"Date : 20/07/2021, 17:32:29",
Wavelength (nm),ABS,%T
190.00,1.732,1.9
