Heat Sweep RT,,
Heat Sweep RT 2,"Date : 20/07/2021, 10:44:07",
Wavelength (nm),ABS,%T
757.00,0.269,53.8
758.00,0.269,53.8
759.00,0.27,53.7
760.00,0.269,53.8
761.00,0.269,53.8
762.00,0.269,53.8
763.00,0.268,54
764.00,0.268,54
765.00,0.268,54
766.00,0.268,53.9
767.00,0.267,54.1
768.00,0.266,54.2
769.00,0.266,54.2
770.00,0.267,54.1
771.00,0.266,54.2
772.00,0.266,54.2
773.00,0.266,54.2
774.00,0.266,54.2
775.00,0.267,54.1
776.00,0.267,54.1
777.00,0.267,54.1
778.00,0.267,54.1
779.00,0.267,54.1
780.00,0.266,54.2
781.00,0.264,54.4
782.00,0.265,54.3
783.00,0.263,54.6
784.00,0.263,54.6
785.00,0.263,54.6
786.00,0.263,54.6
787.00,0.26,55
788.00,0.259,55
789.00,0.259,55.1
790.00,0.256,55.4
791.00,0.255,55.6
792.00,0.253,55.8
793.00,0.253,55.9
794.00,0.252,55.9
795.00,0.252,56
796.00,0.252,55.9
797.00,0.254,55.7
798.00,0.256,55.5
799.00,0.256,55.4
800.00,0.257,55.3
801.00,0.257,55.3
802.00,0.257,55.4
803.00,0.257,55.4
804.00,0.257,55.3
805.00,0.257,55.3
806.00,0.257,55.3
807.00,0.257,55.3
808.00,0.257,55.4
809.00,0.256,55.4
810.00,0.256,55.4
811.00,0.256,55.5
812.00,0.254,55.7
813.00,0.253,55.8
814.00,0.253,55.8
815.00,0.253,55.9
816.00,0.252,55.9
817.00,0.253,55.9
818.00,0.252,55.9
819.00,0.252,56
820.00,0.253,55.9
821.00,0.252,56
822.00,0.25,56.2
823.00,0.252,56
824.00,0.254,55.7
825.00,0.254,55.8
826.00,0.252,55.9
827.00,0.249,56.4
828.00,0.246,56.8
829.00,0.246,56.8
830.00,0.246,56.7
831.00,0.246,56.8
832.00,0.243,57.1
833.00,0.243,57.2
834.00,0.243,57.2
835.00,0.247,56.7
836.00,0.249,56.4
837.00,0.248,56.5
838.00,0.246,56.8
839.00,0.243,57.2
840.00,0.242,57.3
841.00,0.242,57.3
842.00,0.242,57.3
843.00,0.243,57.2
844.00,0.243,57.2
845.00,0.243,57.2
846.00,0.244,57.1
847.00,0.244,57.1
848.00,0.244,57
849.00,0.247,56.6
850.00,0.247,56.6
851.00,0.247,56.6
852.00,0.247,56.6
853.00,0.247,56.6
854.00,0.248,56.6
855.00,0.246,56.7
856.00,0.246,56.7
857.00,0.244,57
858.00,0.243,57.2
859.00,0.243,57.2
860.00,0.243,57.2
861.00,0.243,57.1
862.00,0.244,57
863.00,0.244,57
864.00,0.244,57
865.00,0.244,57
866.00,0.244,57
867.00,0.244,57
868.00,0.244,57
869.00,0.244,57.1
870.00,0.244,57
871.00,0.243,57.1
872.00,0.243,57.1
873.00,0.243,57.1
874.00,0.243,57.2
875.00,0.242,57.2
876.00,0.241,57.4
877.00,0.241,57.4
878.00,0.241,57.5
879.00,0.24,57.5
880.00,0.239,57.7
881.00,0.238,57.8
882.00,0.244,57
883.00,0.246,56.8
884.00,0.243,57.1
885.00,0.242,57.3
886.00,0.234,58.4
887.00,0.23,58.9
888.00,0.226,59.5
889.00,0.226,59.5
890.00,0.226,59.4
891.00,0.228,59.1
892.00,0.23,58.9
893.00,0.23,58.9
894.00,0.23,58.9
895.00,0.23,58.8
896.00,0.231,58.7
897.00,0.232,58.5
898.00,0.234,58.4
899.00,0.232,58.6
900.00,0.229,59
901.00,0.228,59.2
902.00,0.227,59.3
903.00,0.227,59.3
904.00,0.228,59.2
905.00,0.232,58.7
906.00,0.238,57.8
907.00,0.238,57.8
908.00,0.233,58.5
909.00,0.23,58.9
910.00,0.226,59.5
911.00,0.225,59.6
912.00,0.225,59.6
913.00,0.228,59.2
914.00,0.229,59
915.00,0.229,59
916.00,0.229,59
917.00,0.235,58.3
918.00,0.237,57.9
919.00,0.237,57.9
920.00,0.232,58.6
921.00,0.225,59.6
922.00,0.219,60.4
923.00,0.22,60.2
924.00,0.221,60.2
925.00,0.222,59.9
926.00,0.222,59.9
927.00,0.224,59.7
928.00,0.224,59.7
929.00,0.225,59.6
930.00,0.225,59.5
931.00,0.227,59.3
932.00,0.228,59.2
933.00,0.228,59.2
934.00,0.228,59.2
935.00,0.228,59.2
936.00,0.228,59.1
937.00,0.228,59.1
938.00,0.231,58.8
939.00,0.232,58.6
940.00,0.232,58.6
941.00,0.232,58.7
942.00,0.229,59.1
943.00,0.227,59.3
944.00,0.226,59.4
945.00,0.225,59.6
946.00,0.225,59.5
947.00,0.225,59.5
948.00,0.226,59.4
949.00,0.226,59.4
950.00,0.232,58.6
951.00,0.242,57.3
952.00,0.246,56.7
953.00,0.246,56.8
954.00,0.245,56.8
955.00,0.246,56.8
956.00,0.246,56.7
957.00,0.247,56.6
958.00,0.248,56.4
959.00,0.251,56
960.00,0.253,55.9
961.00,0.254,55.8
962.00,0.257,55.4
963.00,0.258,55.2
964.00,0.258,55.2
965.00,0.259,55.1
966.00,0.261,54.8
967.00,0.263,54.6
968.00,0.264,54.5
969.00,0.269,53.9
970.00,0.272,53.4
971.00,0.273,53.4
972.00,0.272,53.4
973.00,0.271,53.5
974.00,0.268,54
975.00,0.263,54.5
976.00,0.264,54.5
977.00,0.264,54.5
978.00,0.264,54.4
979.00,0.261,54.9
980.00,0.26,55
981.00,0.257,55.4
982.00,0.247,56.6
983.00,0.24,57.6
984.00,0.236,58
985.00,0.234,58.3
986.00,0.232,58.6
987.00,0.239,57.7
988.00,0.25,56.3
989.00,0.252,56
990.00,0.252,56
991.00,0.252,56
992.00,0.251,56.1
993.00,0.251,56.1
994.00,0.251,56.2
995.00,0.25,56.2
996.00,0.241,57.4
997.00,0.24,57.6
998.00,0.232,58.6
999.00,0.227,59.3
"1,000.00",0.225,59.6
"1,001.00",0.229,59
"1,002.00",0.233,58.4
"1,003.00",0.235,58.2
"1,004.00",0.237,57.9
"1,005.00",0.242,57.3
"1,006.00",0.243,57.2
"1,007.00",0.243,57.2
"1,008.00",0.243,57.2
"1,009.00",0.243,57.2
"1,010.00",0.243,57.2
"1,011.00",0.245,56.9
"1,012.00",0.244,57
"1,013.00",0.244,57.1
"1,014.00",0.243,57.1
"1,015.00",0.242,57.2
"1,016.00",0.24,57.6
"1,017.00",0.238,57.7
"1,018.00",0.238,57.7
"1,019.00",0.24,57.6
"1,020.00",0.24,57.6
"1,021.00",0.242,57.3
"1,022.00",0.243,57.2
"1,023.00",0.247,56.6
"1,024.00",0.248,56.5
"1,025.00",0.251,56.2
"1,026.00",0.251,56.1
"1,027.00",0.251,56.1
"1,028.00",0.251,56.1
"1,029.00",0.251,56
"1,030.00",0.252,56
"1,031.00",0.252,55.9
"1,032.00",0.252,55.9
"1,033.00",0.253,55.8
"1,034.00",0.254,55.8
"1,035.00",0.255,55.6
"1,036.00",0.255,55.6
"1,037.00",0.255,55.5
"1,038.00",0.258,55.2
"1,039.00",0.258,55.2
"1,040.00",0.263,54.6
"1,041.00",0.263,54.5
"1,042.00",0.264,54.5
"1,043.00",0.264,54.5
"1,044.00",0.264,54.5
"1,045.00",0.264,54.4
"1,046.00",0.267,54
"1,047.00",0.267,54
"1,048.00",0.269,53.8
"1,049.00",0.271,53.6
"1,050.00",0.27,53.7
"1,051.00",0.27,53.7
"1,052.00",0.269,53.8
"1,053.00",0.269,53.8
"1,054.00",0.269,53.8
"1,055.00",0.27,53.7
"1,056.00",0.27,53.7
"1,057.00",0.271,53.6
"1,058.00",0.274,53.2
"1,059.00",0.28,52.4
"1,060.00",0.286,51.8
"1,061.00",0.291,51.2
"1,062.00",0.291,51.2
"1,063.00",0.289,51.4
"1,064.00",0.29,51.3
"1,065.00",0.29,51.3
"1,066.00",0.289,51.4
"1,067.00",0.29,51.3
"1,068.00",0.289,51.4
"1,069.00",0.292,51
"1,070.00",0.298,50.4
"1,071.00",0.298,50.4
"1,072.00",0.3,50.2
"1,073.00",0.299,50.2
"1,074.00",0.299,50.2
"1,075.00",0.299,50.2
"1,076.00",0.299,50.2
"1,077.00",0.299,50.3
"1,078.00",0.298,50.3
"1,079.00",0.298,50.3
"1,080.00",0.299,50.3
"1,081.00",0.298,50.4
"1,082.00",0.297,50.4
"1,083.00",0.299,50.2
"1,084.00",0.3,50.2
"1,085.00",0.301,50
"1,086.00",0.296,50.6
"1,087.00",0.296,50.6
"1,088.00",0.297,50.4
"1,089.00",0.297,50.4
"1,090.00",0.298,50.4
"1,091.00",0.299,50.2
"1,092.00",0.3,50.1
"1,093.00",0.3,50.1
"1,094.00",0.3,50.1
"1,095.00",0.302,49.9
"1,096.00",0.303,49.8
"1,097.00",0.304,49.6
"1,098.00",0.309,49.1
"1,099.00",0.31,49
"1,100.00",0.135,73.4
,,
,,
Heat Sweep 230,,
Heat Sweep 230 1,"Date : 21/07/2021, 12:51:06",
Wavelength (nm),ABS,%T
190.00,1.688,2
191.00,1.729,1.9
192.00,1.75,1.8
193.00,1.767,1.7
194.00,1.771,1.7
195.00,1.778,1.7
196.00,1.779,1.7
197.00,1.794,1.6
198.00,1.802,1.6
199.00,1.804,1.6
200.00,1.803,1.6
201.00,1.796,1.6
202.00,1.784,1.6
203.00,1.771,1.7
204.00,1.755,1.8
205.00,1.734,1.8
206.00,1.703,2
207.00,1.669,2.1
208.00,1.627,2.4
209.00,1.58,2.6
210.00,1.53,3
211.00,1.476,3.3
212.00,1.426,3.7
213.00,1.38,4.2
214.00,1.329,4.7
215.00,1.315,4.8
216.00,1.278,5.3
217.00,1.239,5.8
218.00,1.194,6.4
219.00,1.152,7
220.00,1.114,7.7
221.00,1.08,8.3
222.00,1.046,9
223.00,1.005,9.9
224.00,0.978,10.5
225.00,0.959,11
226.00,0.943,11.4
227.00,0.932,11.7
228.00,0.929,11.8
229.00,0.934,11.6
230.00,0.94,11.5
231.00,0.946,11.3
232.00,0.958,11
233.00,0.968,10.8
234.00,0.978,10.5
235.00,0.988,10.3
236.00,1.001,10
237.00,1.013,9.7
238.00,1.024,9.5
239.00,1.033,9.3
240.00,1.039,9.1
241.00,1.041,9.1
242.00,1.041,9.1
243.00,1.043,9
244.00,1.044,9
245.00,1.041,9.1
246.00,1.021,9.5
247.00,1.002,10
248.00,0.991,10.2
249.00,0.979,10.5
250.00,0.964,10.9
251.00,0.942,11.4
252.00,0.916,12.1
253.00,0.89,12.9
254.00,0.871,13.5
255.00,0.851,14.1
256.00,0.83,14.8
257.00,0.804,15.7
258.00,0.782,16.5
259.00,0.759,17.4
260.00,0.745,18
261.00,0.732,18.5
262.00,0.726,18.8
263.00,0.724,18.9
264.00,0.715,19.3
265.00,0.703,19.8
266.00,0.693,20.3
267.00,0.682,20.8
268.00,0.675,21.1
269.00,0.671,21.4
270.00,0.667,21.5
271.00,0.661,21.8
272.00,0.656,22.1
273.00,0.655,22.1
274.00,0.656,22.1
275.00,0.656,22.1
276.00,0.654,22.2
277.00,0.65,22.4
278.00,0.65,22.4
279.00,0.648,22.5
280.00,0.647,22.5
281.00,0.644,22.7
282.00,0.644,22.7
283.00,0.641,22.8
284.00,0.641,22.8
285.00,0.641,22.8
286.00,0.639,23
287.00,0.635,23.2
288.00,0.634,23.2
289.00,0.635,23.2
290.00,0.633,23.3
291.00,0.631,23.4
292.00,0.631,23.4
293.00,0.631,23.4
294.00,0.627,23.6
295.00,0.622,23.9
296.00,0.621,23.9
297.00,0.62,24
298.00,0.62,24
299.00,0.621,23.9
300.00,0.62,24
301.00,0.617,24.1
302.00,0.617,24.2
303.00,0.616,24.2
304.00,0.616,24.2
305.00,0.615,24.3
306.00,0.611,24.5
307.00,0.604,24.9
308.00,0.601,25.1
309.00,0.599,25.2
310.00,0.599,25.2
311.00,0.598,25.2
312.00,0.598,25.2
313.00,0.594,25.4
314.00,0.59,25.7
315.00,0.59,25.7
316.00,0.592,25.6
317.00,0.591,25.7
318.00,0.587,25.9
319.00,0.585,26
320.00,0.584,26
321.00,0.581,26.3
322.00,0.573,26.7
323.00,0.569,27
324.00,0.57,26.9
325.00,0.572,26.8
326.00,0.572,26.8
327.00,0.572,26.8
328.00,0.571,26.9
329.00,0.567,27.1
330.00,0.562,27.4
331.00,0.558,27.7
332.00,0.556,27.8
333.00,0.557,27.7
334.00,0.558,27.7
335.00,0.557,27.7
336.00,0.553,28
337.00,0.551,28.1
338.00,0.55,28.2
339.00,0.549,28.3
340.00,0.545,28.5
341.00,0.541,28.8
342.00,0.537,29.1
343.00,0.536,29.1
344.00,0.537,29
345.00,0.541,28.8
346.00,0.542,28.7
347.00,0.539,28.9
348.00,0.535,29.2
349.00,0.533,29.3
350.00,0.53,29.5
351.00,0.525,29.8
352.00,0.524,29.9
353.00,0.523,30
354.00,0.522,30
355.00,0.519,30.3
356.00,0.52,30.2
357.00,0.522,30.1
358.00,0.52,30.2
359.00,0.518,30.3
360.00,0.518,30.3
361.00,0.526,29.8
362.00,0.533,29.3
363.00,0.533,29.3
364.00,0.53,29.5
365.00,0.524,29.9
366.00,0.522,30.1
367.00,0.522,30.1
368.00,0.519,30.3
369.00,0.516,30.5
370.00,0.514,30.6
371.00,0.514,30.6
372.00,0.512,30.7
373.00,0.508,31
374.00,0.507,31.1
375.00,0.505,31.2
376.00,0.507,31.1
377.00,0.511,30.9
378.00,0.516,30.5
379.00,0.517,30.4
380.00,0.516,30.5
381.00,0.512,30.7
382.00,0.512,30.8
383.00,0.512,30.8
384.00,0.512,30.8
385.00,0.512,30.8
386.00,0.512,30.8
387.00,0.512,30.8
388.00,0.512,30.8
389.00,0.511,30.8
390.00,0.499,31.7
391.00,0.496,31.9
392.00,0.496,31.9
393.00,0.496,32
394.00,0.494,32.1
395.00,0.494,32
396.00,0.493,32.2
397.00,0.49,32.3
398.00,0.489,32.4
399.00,0.488,32.5
400.00,0.487,32.6
401.00,0.486,32.7
402.00,0.485,32.7
403.00,0.484,32.8
404.00,0.484,32.8
405.00,0.484,32.8
406.00,0.484,32.8
407.00,0.484,32.8
408.00,0.483,32.9
409.00,0.482,33
410.00,0.482,33
411.00,0.482,33
412.00,0.482,33
413.00,0.48,33.1
414.00,0.479,33.2
415.00,0.479,33.2
416.00,0.477,33.3
417.00,0.476,33.4
418.00,0.474,33.6
419.00,0.472,33.7
420.00,0.471,33.8
421.00,0.471,33.8
422.00,0.471,33.8
423.00,0.471,33.8
424.00,0.471,33.8
425.00,0.472,33.7
426.00,0.472,33.7
427.00,0.472,33.7
428.00,0.472,33.7
429.00,0.472,33.7
430.00,0.471,33.8
431.00,0.47,33.8
432.00,0.47,33.9
433.00,0.47,33.9
434.00,0.469,34
435.00,0.469,34
436.00,0.468,34
437.00,0.466,34.2
438.00,0.466,34.2
439.00,0.465,34.3
440.00,0.463,34.4
441.00,0.463,34.5
442.00,0.463,34.5
443.00,0.463,34.5
444.00,0.462,34.5
445.00,0.462,34.5
446.00,0.461,34.6
447.00,0.46,34.7
448.00,0.46,34.7
449.00,0.46,34.7
450.00,0.459,34.7
451.00,0.459,34.7
452.00,0.459,34.7
453.00,0.459,34.8
454.00,0.458,34.9
455.00,0.458,34.9
456.00,0.456,35
457.00,0.454,35.2
458.00,0.452,35.3
459.00,0.45,35.5
460.00,0.449,35.5
461.00,0.45,35.5
462.00,0.45,35.5
463.00,0.45,35.5
464.00,0.449,35.6
465.00,0.447,35.7
466.00,0.447,35.7
467.00,0.447,35.7
468.00,0.447,35.8
469.00,0.445,35.9
470.00,0.445,35.9
471.00,0.444,36
472.00,0.443,36.1
473.00,0.443,36.1
474.00,0.441,36.2
475.00,0.439,36.4
476.00,0.438,36.5
477.00,0.436,36.7
478.00,0.434,36.8
479.00,0.434,36.8
480.00,0.433,36.9
481.00,0.428,37.3
482.00,0.422,37.8
483.00,0.419,38.1
484.00,0.421,37.9
485.00,0.426,37.5
486.00,0.426,37.5
487.00,0.425,37.6
488.00,0.425,37.6
489.00,0.425,37.6
490.00,0.422,37.9
491.00,0.421,37.9
492.00,0.421,38
493.00,0.421,37.9
494.00,0.42,38
495.00,0.42,38
496.00,0.417,38.3
497.00,0.416,38.3
498.00,0.416,38.4
499.00,0.415,38.4
500.00,0.415,38.5
501.00,0.413,38.6
502.00,0.412,38.7
503.00,0.411,38.8
504.00,0.409,39
505.00,0.409,39
506.00,0.408,39.1
507.00,0.406,39.3
508.00,0.403,39.5
509.00,0.403,39.5
510.00,0.402,39.6
511.00,0.401,39.7
512.00,0.401,39.7
513.00,0.401,39.7
514.00,0.399,39.9
515.00,0.398,40
516.00,0.395,40.3
517.00,0.394,40.3
518.00,0.394,40.3
519.00,0.395,40.3
520.00,0.395,40.3
521.00,0.394,40.4
522.00,0.392,40.6
523.00,0.387,41
524.00,0.385,41.2
525.00,0.384,41.3
526.00,0.38,41.7
527.00,0.38,41.7
528.00,0.384,41.3
529.00,0.388,40.9
530.00,0.388,41
531.00,0.383,41.4
532.00,0.382,41.5
533.00,0.383,41.4
534.00,0.383,41.4
535.00,0.382,41.5
536.00,0.382,41.5
537.00,0.381,41.6
538.00,0.377,42
539.00,0.373,42.4
540.00,0.372,42.4
541.00,0.373,42.4
542.00,0.376,42.1
543.00,0.377,42
544.00,0.377,42
545.00,0.374,42.2
546.00,0.374,42.3
547.00,0.373,42.4
548.00,0.374,42.3
549.00,0.374,42.3
550.00,0.371,42.6
551.00,0.368,42.8
552.00,0.367,42.9
553.00,0.368,42.9
554.00,0.368,42.9
555.00,0.366,43
556.00,0.366,43.1
557.00,0.365,43.2
558.00,0.364,43.2
559.00,0.362,43.4
560.00,0.357,44
561.00,0.355,44.1
562.00,0.354,44.2
563.00,0.353,44.3
564.00,0.351,44.5
565.00,0.35,44.7
566.00,0.35,44.7
567.00,0.35,44.7
568.00,0.35,44.7
569.00,0.349,44.8
570.00,0.347,44.9
571.00,0.347,45
572.00,0.347,45
573.00,0.348,44.9
574.00,0.347,45
575.00,0.347,45
576.00,0.348,44.9
577.00,0.348,44.9
578.00,0.347,45
579.00,0.346,45
580.00,0.344,45.2
581.00,0.344,45.3
582.00,0.343,45.4
583.00,0.343,45.4
584.00,0.342,45.5
585.00,0.341,45.6
586.00,0.34,45.8
587.00,0.339,45.8
588.00,0.338,45.9
589.00,0.337,46
590.00,0.337,46
591.00,0.337,46
592.00,0.337,46
593.00,0.335,46.2
594.00,0.333,46.5
595.00,0.332,46.5
596.00,0.332,46.5
597.00,0.334,46.4
598.00,0.335,46.2
599.00,0.336,46.2
600.00,0.334,46.3
601.00,0.331,46.6
602.00,0.33,46.8
603.00,0.328,47
604.00,0.328,47
605.00,0.329,46.9
606.00,0.33,46.8
607.00,0.329,46.9
608.00,0.327,47.1
609.00,0.327,47.1
610.00,0.328,47
611.00,0.328,47
612.00,0.328,47
613.00,0.328,47
614.00,0.327,47.1
615.00,0.326,47.2
616.00,0.325,47.3
617.00,0.325,47.4
618.00,0.324,47.4
619.00,0.324,47.5
620.00,0.323,47.6
621.00,0.322,47.6
622.00,0.322,47.7
623.00,0.32,47.8
624.00,0.319,48
625.00,0.318,48.1
626.00,0.318,48.1
627.00,0.318,48
628.00,0.319,48
629.00,0.319,48
630.00,0.319,48
631.00,0.318,48.1
632.00,0.317,48.2
633.00,0.317,48.2
634.00,0.316,48.3
635.00,0.316,48.3
636.00,0.316,48.3
637.00,0.316,48.3
638.00,0.316,48.4
639.00,0.315,48.4
640.00,0.314,48.5
641.00,0.314,48.6
642.00,0.313,48.7
643.00,0.312,48.7
644.00,0.312,48.8
645.00,0.311,48.8
646.00,0.311,48.9
647.00,0.309,49
648.00,0.309,49.1
649.00,0.309,49.1
650.00,0.308,49.2
651.00,0.308,49.3
652.00,0.308,49.3
653.00,0.307,49.3
654.00,0.307,49.3
655.00,0.307,49.3
656.00,0.305,49.5
657.00,0.304,49.7
658.00,0.303,49.8
659.00,0.303,49.8
660.00,0.303,49.7
661.00,0.304,49.7
662.00,0.304,49.6
663.00,0.304,49.6
664.00,0.304,49.6
665.00,0.304,49.7
666.00,0.302,49.8
667.00,0.302,49.9
668.00,0.302,49.9
669.00,0.301,50
670.00,0.301,50
671.00,0.301,50
672.00,0.3,50.1
673.00,0.3,50.1
674.00,0.3,50.2
675.00,0.299,50.2
676.00,0.298,50.3
677.00,0.298,50.4
678.00,0.296,50.6
679.00,0.295,50.7
680.00,0.295,50.7
681.00,0.295,50.7
682.00,0.296,50.6
683.00,0.296,50.6
684.00,0.296,50.6
685.00,0.296,50.6
686.00,0.295,50.7
687.00,0.295,50.7
688.00,0.294,50.8
689.00,0.294,50.9
690.00,0.293,50.9
691.00,0.293,50.9
692.00,0.293,51
693.00,0.292,51.1
694.00,0.291,51.1
695.00,0.29,51.3
696.00,0.289,51.5
697.00,0.287,51.6
698.00,0.286,51.8
699.00,0.286,51.7
700.00,0.288,51.6
701.00,0.289,51.4
702.00,0.289,51.4
703.00,0.289,51.4
704.00,0.289,51.4
705.00,0.289,51.4
706.00,0.288,51.5
707.00,0.287,51.6
708.00,0.287,51.6
709.00,0.286,51.7
710.00,0.286,51.7
711.00,0.286,51.7
712.00,0.286,51.8
713.00,0.286,51.8
714.00,0.285,51.8
715.00,0.285,51.8
716.00,0.284,51.9
717.00,0.284,51.9
718.00,0.285,51.9
719.00,0.285,51.9
720.00,0.285,51.9
721.00,0.285,51.9
722.00,0.285,51.9
723.00,0.284,52
724.00,0.283,52.1
725.00,0.283,52.2
726.00,0.283,52.2
727.00,0.282,52.2
728.00,0.281,52.3
729.00,0.281,52.4
730.00,0.281,52.4
731.00,0.281,52.4
732.00,0.281,52.4
733.00,0.28,52.5
734.00,0.28,52.5
735.00,0.28,52.5
736.00,0.28,52.5
737.00,0.28,52.5
738.00,0.279,52.6
739.00,0.279,52.7
740.00,0.277,52.8
741.00,0.277,52.8
742.00,0.277,52.9
743.00,0.276,52.9
744.00,0.276,53
745.00,0.275,53.1
746.00,0.275,53.1
747.00,0.275,53.1
748.00,0.275,53.1
749.00,0.273,53.3
750.00,0.273,53.3
751.00,0.273,53.3
752.00,0.273,53.3
753.00,0.273,53.3
754.00,0.273,53.3
755.00,0.273,53.3
756.00,0.273,53.3
757.00,0.273,53.3
758.00,0.273,53.3
759.00,0.272,53.4
760.00,0.271,53.5
761.00,0.272,53.5
762.00,0.272,53.5
763.00,0.271,53.5
764.00,0.27,53.7
765.00,0.269,53.9
766.00,0.27,53.7
767.00,0.27,53.7
768.00,0.271,53.6
769.00,0.271,53.6
770.00,0.271,53.6
771.00,0.272,53.5
772.00,0.272,53.5
773.00,0.27,53.7
774.00,0.271,53.6
775.00,0.272,53.4
776.00,0.272,53.5
777.00,0.272,53.5
778.00,0.271,53.6
779.00,0.271,53.6
780.00,0.271,53.6
781.00,0.27,53.7
782.00,0.27,53.7
783.00,0.269,53.9
784.00,0.269,53.8
785.00,0.269,53.9
786.00,0.268,54
787.00,0.268,54
788.00,0.265,54.3
789.00,0.264,54.5
790.00,0.264,54.5
791.00,0.264,54.5
792.00,0.264,54.5
793.00,0.264,54.4
794.00,0.265,54.4
795.00,0.265,54.4
796.00,0.265,54.3
797.00,0.265,54.3
798.00,0.265,54.3
799.00,0.264,54.4
800.00,0.264,54.4
801.00,0.264,54.4
802.00,0.261,54.8
803.00,0.26,54.9
804.00,0.26,55
805.00,0.258,55.2
806.00,0.258,55.3
807.00,0.257,55.3
808.00,0.257,55.3
809.00,0.255,55.5
810.00,0.254,55.7
811.00,0.254,55.7
812.00,0.254,55.7
813.00,0.254,55.7
814.00,0.255,55.6
815.00,0.254,55.7
816.00,0.254,55.8
817.00,0.254,55.7
818.00,0.254,55.7
819.00,0.254,55.7
820.00,0.253,55.8
821.00,0.252,56
822.00,0.246,56.8
823.00,0.241,57.4
824.00,0.241,57.5
825.00,0.243,57.1
826.00,0.25,56.3
827.00,0.253,55.9
828.00,0.251,56.1
829.00,0.25,56.2
830.00,0.251,56.1
831.00,0.253,55.8
832.00,0.254,55.7
833.00,0.253,55.8
834.00,0.247,56.6
835.00,0.245,56.9
836.00,0.247,56.6
837.00,0.249,56.4
838.00,0.251,56.2
839.00,0.251,56.1
840.00,0.251,56.1
841.00,0.25,56.2
842.00,0.25,56.3
843.00,0.249,56.3
844.00,0.25,56.3
845.00,0.25,56.3
846.00,0.25,56.3
847.00,0.249,56.3
848.00,0.25,56.3
849.00,0.25,56.3
850.00,0.25,56.3
851.00,0.25,56.3
852.00,0.251,56.2
853.00,0.25,56.2
854.00,0.245,56.9
855.00,0.246,56.8
856.00,0.246,56.8
857.00,0.246,56.8
858.00,0.247,56.7
859.00,0.246,56.7
860.00,0.246,56.8
861.00,0.245,56.9
862.00,0.245,56.9
863.00,0.244,57
864.00,0.244,57
865.00,0.244,57
866.00,0.244,57
867.00,0.243,57.1
868.00,0.243,57.1
869.00,0.243,57.1
870.00,0.243,57.2
871.00,0.243,57.2
872.00,0.243,57.2
873.00,0.242,57.3
874.00,0.241,57.4
875.00,0.241,57.4
876.00,0.241,57.4
877.00,0.241,57.4
878.00,0.241,57.4
879.00,0.241,57.4
880.00,0.24,57.5
881.00,0.236,58.1
882.00,0.23,58.9
883.00,0.23,58.9
884.00,0.23,58.8
885.00,0.231,58.7
886.00,0.242,57.3
887.00,0.242,57.2
888.00,0.242,57.2
889.00,0.24,57.5
890.00,0.241,57.5
891.00,0.24,57.5
892.00,0.24,57.5
893.00,0.24,57.5
894.00,0.24,57.5
895.00,0.24,57.6
896.00,0.239,57.6
897.00,0.237,58
898.00,0.237,57.9
899.00,0.241,57.5
900.00,0.24,57.5
901.00,0.24,57.5
902.00,0.24,57.5
903.00,0.24,57.6
904.00,0.238,57.8
905.00,0.234,58.3
906.00,0.235,58.3
907.00,0.235,58.2
908.00,0.237,57.9
909.00,0.239,57.7
910.00,0.239,57.7
911.00,0.239,57.7
912.00,0.238,57.8
913.00,0.238,57.8
914.00,0.236,58
915.00,0.236,58.1
916.00,0.234,58.3
917.00,0.231,58.7
918.00,0.231,58.7
919.00,0.231,58.7
920.00,0.234,58.4
921.00,0.236,58.1
922.00,0.236,58.1
923.00,0.236,58.1
924.00,0.236,58.1
925.00,0.235,58.2
926.00,0.235,58.2
927.00,0.235,58.2
928.00,0.235,58.2
929.00,0.236,58.1
930.00,0.236,58.1
931.00,0.236,58.1
932.00,0.236,58.1
933.00,0.235,58.2
934.00,0.233,58.5
935.00,0.232,58.6
936.00,0.232,58.6
937.00,0.232,58.6
938.00,0.233,58.5
939.00,0.233,58.5
940.00,0.233,58.5
941.00,0.233,58.5
942.00,0.233,58.5
943.00,0.234,58.3
944.00,0.234,58.3
945.00,0.234,58.4
946.00,0.233,58.5
947.00,0.233,58.5
948.00,0.233,58.5
949.00,0.232,58.6
950.00,0.237,57.9
951.00,0.245,56.9
952.00,0.249,56.4
953.00,0.249,56.4
954.00,0.251,56.2
955.00,0.253,55.8
956.00,0.253,55.8
957.00,0.254,55.7
958.00,0.256,55.5
959.00,0.259,55.1
960.00,0.26,55
961.00,0.26,54.9
962.00,0.261,54.8
963.00,0.262,54.7
964.00,0.262,54.7
965.00,0.262,54.7
966.00,0.264,54.5
967.00,0.266,54.2
968.00,0.267,54.1
969.00,0.271,53.6
970.00,0.273,53.4
971.00,0.274,53.2
972.00,0.274,53.2
973.00,0.274,53.2
974.00,0.273,53.3
975.00,0.271,53.6
976.00,0.27,53.7
977.00,0.27,53.7
978.00,0.27,53.7
979.00,0.269,53.9
980.00,0.258,55.2
981.00,0.255,55.6
982.00,0.25,56.2
983.00,0.25,56.3
984.00,0.248,56.5
985.00,0.253,55.9
986.00,0.255,55.5
987.00,0.261,54.8
988.00,0.265,54.3
989.00,0.266,54.2
990.00,0.266,54.2
991.00,0.266,54.2
992.00,0.263,54.6
993.00,0.26,54.9
994.00,0.255,55.6
995.00,0.254,55.8
996.00,0.253,55.8
997.00,0.253,55.9
