wavelength,blank,S9 Preheat,S9 Postheat,S9 Postheat Day 1,S9 Irrad 1,S9 Irrad 2,S9 Irrad 3,S9 Irrad 4,S9 Irrad 5,S9 Irrad 6,S9 Irrad 6 Redo,S9 Irrad 7,S9 Irrad 8,S9 Irrad 9,S9 Irrad 10,S9 Irrad 11,S9 Irrad 12,S9 Irrad 13,S9 Irrad 14,S9 Irrad 15
765,0.232,0.199,0.2256,0.241,0.31875,0.302,0.3102,0.3205,0.31875,0.3165,0.32725,0.31825,0.32625,0.309,0.31375,0.30725,0.318,0.336,0.32325,0.298
766,0.232,0.19875,0.2258,0.241,0.3185,0.30125,0.3102,0.32025,0.318,0.3165,0.32725,0.318,0.32475,0.30875,0.313,0.307,0.3175,0.335,0.32275,0.29775
767,0.232,0.199,0.2258,0.241,0.31825,0.30025,0.3098,0.31925,0.31675,0.31625,0.32625,0.31825,0.32375,0.30825,0.31275,0.30725,0.3175,0.33475,0.32275,0.2975
768,0.231,0.199,0.2258,0.241,0.31825,0.29975,0.3088,0.31775,0.31625,0.31625,0.3255,0.318,0.323,0.30775,0.313,0.307,0.31725,0.33475,0.32225,0.297
769,0.231,0.199,0.2256,0.241666667,0.3175,0.3,0.3088,0.317,0.31575,0.316,0.32425,0.31725,0.323,0.30575,0.31275,0.30725,0.317,0.3335,0.32175,0.29625
770,0.231,0.19975,0.226,0.241666667,0.31725,0.2995,0.3072,0.3165,0.3155,0.3145,0.32325,0.317,0.3235,0.30575,0.31125,0.30625,0.3165,0.333,0.32175,0.29575
771,0.231,0.1995,0.226,0.241666667,0.31575,0.29825,0.3074,0.31575,0.315,0.31375,0.323,0.31675,0.32275,0.3055,0.30875,0.30575,0.316,0.332,0.3205,0.296
772,0.231,0.1995,0.2258,0.241333333,0.3145,0.298,0.3068,0.315,0.314,0.31225,0.32225,0.315,0.32225,0.3045,0.30825,0.30425,0.31525,0.33225,0.32025,0.29325
773,0.231,0.199,0.2248,0.241333333,0.3145,0.29575,0.306,0.315,0.31225,0.31175,0.3205,0.31475,0.32125,0.30325,0.308,0.30275,0.3145,0.3315,0.32025,0.29325
774,0.231,0.19875,0.2246,0.24,0.31325,0.2945,0.3054,0.31425,0.31175,0.3095,0.319,0.31275,0.32075,0.3025,0.30725,0.303,0.31325,0.33025,0.319,0.29225
775,0.231,0.19825,0.2246,0.24,0.30925,0.29375,0.3036,0.31325,0.312,0.3085,0.31825,0.31175,0.31875,0.3015,0.307,0.30275,0.313,0.32975,0.3185,0.2925
776,0.231,0.19775,0.2244,0.239666667,0.30825,0.29375,0.3024,0.31175,0.31225,0.3085,0.317,0.31125,0.31675,0.3015,0.3065,0.3005,0.31175,0.3285,0.31675,0.29275
777,0.231,0.19725,0.2244,0.24,0.30725,0.293,0.3004,0.31025,0.311,0.307,0.3165,0.3095,0.31625,0.301,0.30575,0.2995,0.3095,0.3265,0.3155,0.293
778,0.231,0.19725,0.2242,0.24,0.307,0.29075,0.3006,0.30975,0.30975,0.30625,0.316,0.3085,0.31575,0.29975,0.304,0.299,0.3085,0.3255,0.3155,0.29225
779,0.231,0.1965,0.2228,0.239,0.30575,0.28825,0.299,0.30975,0.30775,0.30625,0.3155,0.308,0.31475,0.299,0.30375,0.2985,0.30725,0.32375,0.31525,0.29075
780,0.231,0.19525,0.223,0.239,0.305,0.288,0.2976,0.3085,0.30725,0.30475,0.31275,0.30775,0.313,0.2975,0.30275,0.29725,0.30625,0.3235,0.315,0.2905
781,0.228,0.1955,0.222,0.239,0.303,0.28775,0.2966,0.30775,0.30675,0.30425,0.3125,0.30575,0.3125,0.29575,0.301,0.29625,0.306,0.32325,0.314,0.2905
782,0.228,0.1955,0.221,0.238333333,0.303,0.28625,0.2966,0.3065,0.30575,0.30375,0.3125,0.30475,0.3115,0.295,0.2985,0.295,0.3055,0.3215,0.313,0.29075
783,0.227,0.19525,0.2216,0.237333333,0.303,0.285,0.2966,0.30575,0.305,0.30275,0.31075,0.304,0.311,0.29475,0.2985,0.294,0.30425,0.3205,0.313,0.29025
784,0.228,0.19525,0.2222,0.237333333,0.3025,0.28475,0.2958,0.3055,0.3045,0.30125,0.30975,0.30225,0.31025,0.29475,0.2985,0.29325,0.302,0.3195,0.31225,0.28975
785,0.228,0.195,0.2222,0.237333333,0.30175,0.284,0.2954,0.3045,0.30275,0.30025,0.30875,0.301,0.309,0.2925,0.29875,0.29175,0.30125,0.31875,0.3115,0.28875
786,0.228,0.194,0.2218,0.236666667,0.30175,0.2825,0.295,0.30375,0.3025,0.299,0.30725,0.30025,0.30775,0.291,0.29725,0.29,0.29975,0.31725,0.31075,0.28775
787,0.228,0.1935,0.2188,0.236666667,0.29975,0.28,0.2936,0.29775,0.301,0.2985,0.30725,0.29825,0.30575,0.28925,0.29575,0.289,0.29875,0.31575,0.3085,0.2865
788,0.228,0.19275,0.2182,0.236333333,0.29725,0.27875,0.2906,0.297,0.298,0.29675,0.3055,0.2975,0.30475,0.2875,0.293,0.28675,0.297,0.31325,0.30775,0.2855
789,0.225,0.19225,0.2182,0.236,0.295,0.278,0.2902,0.297,0.296,0.2945,0.30375,0.29575,0.3025,0.2865,0.2915,0.2845,0.29575,0.31275,0.3055,0.28325
790,0.224,0.192,0.218,0.234666667,0.29325,0.277,0.2888,0.296,0.29425,0.2925,0.303,0.2945,0.3,0.28575,0.29025,0.28275,0.2945,0.3115,0.305,0.28075
791,0.224,0.19025,0.2178,0.233333333,0.29175,0.275,0.2872,0.296,0.293,0.291,0.3015,0.29375,0.29875,0.2835,0.289,0.28225,0.29375,0.30975,0.3035,0.2805
792,0.223,0.19025,0.2176,0.232333333,0.2915,0.27375,0.2862,0.2945,0.29275,0.2905,0.29925,0.2925,0.297,0.28325,0.2885,0.28075,0.292,0.309,0.3025,0.2805
793,0.223,0.19025,0.2172,0.232333333,0.29125,0.2715,0.2856,0.293,0.29175,0.29025,0.29875,0.29225,0.296,0.282,0.28825,0.2795,0.291,0.3085,0.302,0.28
794,0.222,0.1905,0.2172,0.232333333,0.29025,0.2705,0.285,0.2925,0.2915,0.2895,0.29825,0.2915,0.29475,0.281,0.2875,0.27925,0.291,0.308,0.302,0.27975
795,0.222,0.191,0.217,0.232333333,0.29,0.2705,0.2846,0.29225,0.29075,0.289,0.29825,0.29125,0.29425,0.2805,0.28675,0.27875,0.29075,0.30725,0.30125,0.2795
796,0.222,0.191,0.2172,0.232,0.28975,0.27,0.2846,0.29175,0.29025,0.289,0.29775,0.29075,0.29375,0.28025,0.2855,0.27875,0.2905,0.30675,0.301,0.27875
797,0.223,0.19125,0.2178,0.231666667,0.2885,0.26975,0.2842,0.29175,0.28975,0.28875,0.29725,0.29,0.29325,0.279,0.28525,0.27725,0.2895,0.30625,0.30075,0.2785
798,0.223,0.19125,0.2174,0.231666667,0.28775,0.26925,0.2838,0.2915,0.289,0.28875,0.29625,0.2895,0.29225,0.27775,0.2845,0.27625,0.2885,0.30475,0.3005,0.2775
799,0.223,0.19125,0.2174,0.231333333,0.28725,0.26875,0.2832,0.2915,0.288,0.2875,0.29525,0.28775,0.29125,0.2775,0.28325,0.27525,0.287,0.304,0.3005,0.2765
800,0.223,0.19125,0.2174,0.231333333,0.285,0.26775,0.2824,0.29,0.28675,0.28575,0.29425,0.287,0.29075,0.2765,0.282,0.2725,0.286,0.302,0.2995,0.2765
801,0.222,0.19075,0.2168,0.230666667,0.28325,0.26675,0.2814,0.289,0.28575,0.28475,0.292,0.285,0.29,0.2755,0.281,0.272,0.28425,0.30025,0.2985,0.27575
802,0.222,0.1895,0.2164,0.230333333,0.282,0.26525,0.2796,0.28775,0.2845,0.28225,0.29075,0.28325,0.289,0.2735,0.27975,0.2715,0.2825,0.29775,0.297,0.2755
803,0.221,0.189,0.2152,0.229333333,0.28075,0.26375,0.2782,0.28575,0.283,0.28125,0.289,0.282,0.28775,0.2715,0.2775,0.26975,0.281,0.29725,0.29575,0.27425
804,0.22,0.18825,0.2146,0.228666667,0.2785,0.26175,0.2766,0.28425,0.28125,0.28025,0.2875,0.28,0.28675,0.2695,0.27675,0.2695,0.27875,0.29625,0.29425,0.27325
805,0.22,0.1875,0.214,0.227666667,0.27725,0.2615,0.2758,0.283,0.27925,0.27875,0.28625,0.2795,0.28525,0.2685,0.27575,0.26775,0.27775,0.29475,0.29375,0.27225
806,0.219,0.187,0.2136,0.227333333,0.276,0.26025,0.2742,0.28225,0.27875,0.27775,0.285,0.27775,0.28475,0.26725,0.274,0.2665,0.27625,0.29275,0.29275,0.27175
807,0.219,0.18625,0.2134,0.227,0.27525,0.26,0.273,0.281,0.278,0.2765,0.284,0.277,0.2835,0.26675,0.27225,0.265,0.27475,0.292,0.29175,0.2705
808,0.219,0.1855,0.2124,0.226666667,0.27425,0.2585,0.2726,0.2795,0.277,0.27625,0.283,0.2765,0.28275,0.266,0.27175,0.2635,0.27425,0.29125,0.2915,0.27
809,0.219,0.18525,0.2122,0.226,0.2735,0.25775,0.2716,0.279,0.27625,0.276,0.282,0.276,0.282,0.2645,0.27125,0.26275,0.27275,0.29025,0.2905,0.26925
810,0.218,0.18525,0.2118,0.226,0.273,0.257,0.2712,0.27825,0.27525,0.27575,0.28025,0.27475,0.28025,0.264,0.27025,0.26225,0.2725,0.29,0.29025,0.26925
811,0.218,0.18475,0.2112,0.226,0.27275,0.25625,0.2704,0.2765,0.27425,0.27375,0.28,0.274,0.2805,0.26275,0.27025,0.2615,0.27125,0.28975,0.29025,0.2685
812,0.218,0.18425,0.2112,0.226,0.272,0.25525,0.2704,0.27625,0.274,0.273,0.2795,0.27325,0.28,0.263,0.26875,0.26025,0.2705,0.2895,0.28925,0.2685
813,0.217,0.18425,0.2108,0.226,0.27,0.2545,0.27,0.2755,0.27225,0.2715,0.278,0.27275,0.27925,0.2605,0.26825,0.26,0.27,0.28925,0.289,0.26775
814,0.217,0.18425,0.2088,0.225666667,0.26775,0.2545,0.2696,0.27525,0.273,0.26975,0.27725,0.27175,0.27925,0.2605,0.2675,0.26025,0.26975,0.28825,0.288,0.26725
815,0.217,0.1835,0.2088,0.225333333,0.268,0.25325,0.269,0.27475,0.27275,0.26975,0.277,0.272,0.279,0.259,0.267,0.258,0.2695,0.28725,0.287,0.26625
816,0.215,0.183,0.2088,0.225,0.2675,0.2525,0.269,0.27275,0.27175,0.26975,0.2765,0.272,0.27675,0.2585,0.2665,0.25725,0.2695,0.28475,0.28625,0.26575
817,0.215,0.18325,0.2086,0.224333333,0.266,0.2515,0.267,0.2715,0.27175,0.26975,0.27675,0.271,0.27625,0.257,0.26575,0.2565,0.269,0.28275,0.28625,0.26525
818,0.215,0.1825,0.2094,0.223333333,0.26525,0.25025,0.2664,0.27075,0.271,0.2695,0.276,0.27025,0.276,0.2565,0.26525,0.25625,0.26825,0.2815,0.28575,0.26475
819,0.215,0.18225,0.2094,0.223,0.265,0.2485,0.2656,0.27,0.27025,0.2675,0.2745,0.2695,0.27525,0.25575,0.263,0.255,0.26625,0.2815,0.2855,0.264
820,0.215,0.18125,0.2088,0.222333333,0.264,0.24825,0.2648,0.26925,0.27,0.26625,0.273,0.2675,0.273,0.25525,0.26225,0.25325,0.26475,0.281,0.28425,0.2625
821,0.213,0.181,0.2078,0.221333333,0.2605,0.24625,0.2614,0.26775,0.268,0.26525,0.272,0.26475,0.272,0.252,0.25975,0.25225,0.26175,0.27975,0.2825,0.261
822,0.21,0.178,0.2038,0.216333333,0.25475,0.24075,0.258,0.2645,0.26325,0.25975,0.2675,0.26,0.268,0.248,0.2545,0.24775,0.258,0.275,0.27725,0.25775
823,0.206,0.1735,0.2002,0.214,0.25225,0.23825,0.2524,0.263,0.2595,0.254,0.2635,0.25325,0.266,0.2435,0.24875,0.24475,0.252,0.26925,0.27075,0.25325
824,0.206,0.17425,0.2002,0.213666667,0.2525,0.238,0.2522,0.264,0.26025,0.254,0.2635,0.25125,0.262,0.2425,0.248,0.24425,0.25,0.27075,0.271,0.25225
825,0.209,0.17675,0.2008,0.215,0.25275,0.2405,0.2546,0.267,0.2605,0.255,0.2635,0.25275,0.26225,0.2435,0.25,0.24475,0.251,0.27225,0.275,0.255
826,0.209,0.17925,0.201,0.216,0.25425,0.24175,0.2548,0.26625,0.2605,0.258,0.26325,0.25425,0.262,0.2455,0.25175,0.246,0.25275,0.27275,0.278,0.2535
827,0.209,0.1795,0.2016,0.216666667,0.25575,0.24275,0.255,0.26525,0.261,0.258,0.26475,0.25675,0.26275,0.247,0.25525,0.2465,0.257,0.273,0.278,0.256
828,0.209,0.17925,0.2014,0.217,0.2555,0.24025,0.2558,0.263,0.2605,0.25575,0.26275,0.257,0.26325,0.247,0.25525,0.2445,0.2545,0.273,0.27725,0.257
829,0.209,0.179,0.2026,0.217,0.255,0.2395,0.2562,0.26325,0.26,0.25625,0.2625,0.25725,0.26325,0.24675,0.25525,0.244,0.25425,0.273,0.27725,0.25675
830,0.21,0.1795,0.2034,0.217333333,0.2555,0.24,0.256,0.26325,0.2595,0.25675,0.2635,0.258,0.26325,0.247,0.25525,0.24425,0.2555,0.27275,0.27775,0.25725
831,0.21,0.1795,0.2036,0.217666667,0.25575,0.24,0.256,0.261,0.25925,0.257,0.2635,0.2585,0.26325,0.24675,0.25575,0.2445,0.25575,0.27225,0.27725,0.256
832,0.21,0.1795,0.2042,0.219,0.25525,0.2395,0.256,0.2605,0.259,0.2565,0.2635,0.25875,0.263,0.24675,0.25675,0.24475,0.2565,0.27225,0.27675,0.257
833,0.21,0.17825,0.2036,0.218666667,0.25425,0.2355,0.2558,0.25825,0.258,0.2555,0.2625,0.2585,0.26325,0.24675,0.256,0.245,0.255,0.27175,0.2765,0.25625
834,0.208,0.17675,0.2018,0.216,0.25125,0.234,0.2532,0.2575,0.25625,0.254,0.26075,0.2555,0.26075,0.2435,0.25125,0.24175,0.25325,0.26975,0.27325,0.25575
835,0.207,0.17575,0.2018,0.214666667,0.249,0.233,0.2522,0.257,0.25425,0.25275,0.25925,0.25275,0.26,0.2415,0.24925,0.24,0.25075,0.26725,0.2725,0.25325
836,0.208,0.1775,0.2028,0.215333333,0.24975,0.23475,0.2526,0.2575,0.2545,0.25325,0.25925,0.2535,0.2595,0.2415,0.2495,0.23975,0.251,0.26725,0.27375,0.2535
837,0.209,0.1785,0.203,0.216333333,0.25,0.23475,0.2524,0.257,0.2545,0.2535,0.25925,0.25375,0.2595,0.24175,0.24975,0.24,0.25175,0.2675,0.274,0.2535
838,0.209,0.1785,0.2034,0.218,0.25125,0.235,0.2528,0.25625,0.2545,0.2535,0.25925,0.25475,0.25975,0.242,0.25025,0.24,0.252,0.268,0.274,0.25325
839,0.211,0.17775,0.2038,0.218333333,0.25125,0.235,0.2528,0.25575,0.254,0.2525,0.2595,0.25425,0.25875,0.24225,0.25075,0.2395,0.25175,0.26725,0.274,0.2535
840,0.21,0.17575,0.2036,0.218,0.2505,0.2345,0.2524,0.25575,0.25375,0.25175,0.259,0.25375,0.258,0.242,0.25125,0.239,0.2505,0.267,0.274,0.25225
841,0.21,0.1755,0.2042,0.218333333,0.2495,0.2335,0.2522,0.255,0.25375,0.2515,0.258,0.2525,0.25775,0.24075,0.25075,0.239,0.24925,0.267,0.27375,0.25225
842,0.21,0.176,0.2038,0.217666667,0.248,0.2335,0.252,0.25425,0.2535,0.2515,0.258,0.251,0.25775,0.23975,0.251,0.2365,0.2495,0.266,0.27325,0.2515
843,0.209,0.1755,0.2034,0.216666667,0.248,0.233,0.2512,0.2545,0.253,0.251,0.25725,0.25125,0.2575,0.23925,0.251,0.2365,0.2495,0.266,0.272,0.25175
844,0.21,0.176,0.2036,0.216333333,0.24825,0.23125,0.2512,0.25375,0.25225,0.25125,0.2565,0.25125,0.2575,0.23925,0.2505,0.236,0.2495,0.26675,0.27225,0.251
845,0.21,0.1765,0.204,0.217,0.247,0.2305,0.2512,0.25325,0.252,0.2505,0.2565,0.25075,0.258,0.23925,0.25075,0.23625,0.249,0.26675,0.2715,0.25175
846,0.21,0.17625,0.2028,0.216666667,0.24575,0.23075,0.251,0.253,0.252,0.25025,0.2555,0.2505,0.25825,0.2395,0.25025,0.23625,0.249,0.26525,0.27225,0.25125
847,0.209,0.176,0.2022,0.216666667,0.24525,0.23025,0.2506,0.2525,0.252,0.251,0.254,0.251,0.25725,0.2385,0.2495,0.237,0.24925,0.2645,0.27175,0.2515
848,0.208,0.17425,0.2028,0.216333333,0.2455,0.2295,0.2502,0.25125,0.251,0.249,0.25425,0.25125,0.258,0.23775,0.248,0.23575,0.24925,0.2645,0.2725,0.2505
849,0.209,0.1745,0.2022,0.217,0.245,0.2295,0.2506,0.25,0.25,0.2475,0.25425,0.2505,0.2575,0.2375,0.24675,0.23425,0.24875,0.2635,0.27275,0.25125
850,0.209,0.174,0.2034,0.217,0.2445,0.2295,0.249,0.24975,0.2495,0.2465,0.25375,0.24925,0.257,0.23725,0.247,0.2335,0.24825,0.261,0.2725,0.25025
851,0.21,0.17375,0.2036,0.217333333,0.24525,0.229,0.2488,0.25025,0.24925,0.2465,0.25325,0.249,0.2545,0.23725,0.246,0.23275,0.24825,0.261,0.26925,0.2505
852,0.209,0.1735,0.202,0.217333333,0.2445,0.22875,0.249,0.24925,0.24925,0.24625,0.2535,0.24825,0.25325,0.2375,0.2445,0.23275,0.2455,0.2615,0.268,0.25025
853,0.209,0.17325,0.2008,0.218333333,0.24425,0.228,0.2486,0.24875,0.249,0.2465,0.25175,0.24825,0.253,0.237,0.24625,0.23275,0.24525,0.26075,0.268,0.24975
854,0.209,0.1745,0.2012,0.217333333,0.24425,0.22775,0.2472,0.24775,0.2495,0.24675,0.252,0.2485,0.25325,0.23725,0.24475,0.23175,0.24425,0.2605,0.2675,0.249
855,0.209,0.1745,0.201,0.217333333,0.24375,0.228,0.2466,0.2485,0.24875,0.246,0.2515,0.24625,0.25375,0.23525,0.24525,0.2315,0.243,0.26,0.2665,0.24375
856,0.209,0.174,0.2022,0.218,0.2425,0.22725,0.246,0.24925,0.247,0.245,0.25025,0.24525,0.25375,0.23525,0.245,0.23125,0.24275,0.2595,0.267,0.24525
857,0.209,0.17425,0.202,0.216666667,0.24225,0.22675,0.2466,0.24925,0.247,0.244,0.25,0.245,0.25325,0.23475,0.24525,0.231,0.24275,0.25875,0.26725,0.246
858,0.209,0.17325,0.201,0.217,0.24125,0.22675,0.2462,0.24925,0.247,0.244,0.2495,0.24575,0.25025,0.234,0.24225,0.23075,0.24275,0.25825,0.26675,0.24725
859,0.209,0.17425,0.2008,0.216333333,0.23925,0.22675,0.2458,0.247,0.24625,0.244,0.24975,0.24475,0.25125,0.23325,0.24225,0.23025,0.24325,0.25825,0.267,0.247
860,0.209,0.17375,0.201,0.216666667,0.2385,0.227,0.2456,0.245,0.246,0.24375,0.24875,0.244,0.24925,0.23275,0.24225,0.2305,0.24275,0.2585,0.26725,0.248
861,0.206,0.17375,0.2004,0.216333333,0.238,0.227,0.245,0.24475,0.2455,0.24275,0.24825,0.2435,0.2485,0.23175,0.24075,0.2285,0.24175,0.25675,0.2665,0.24725
862,0.207,0.17325,0.2,0.216333333,0.23775,0.224,0.243,0.2445,0.2445,0.2435,0.24825,0.2435,0.2485,0.23175,0.239,0.22775,0.2415,0.25575,0.26625,0.24725
863,0.206,0.172,0.2012,0.215666667,0.23775,0.22325,0.243,0.24275,0.244,0.24375,0.2475,0.243,0.24825,0.232,0.239,0.22675,0.2415,0.254,0.266,0.247
864,0.205,0.17225,0.2008,0.215,0.237,0.223,0.242,0.24275,0.2435,0.24325,0.2465,0.243,0.2475,0.2295,0.23825,0.226,0.24125,0.25475,0.26525,0.247
865,0.205,0.172,0.1996,0.214,0.23675,0.22125,0.2416,0.2435,0.24375,0.24275,0.24625,0.24075,0.2465,0.22725,0.23775,0.2255,0.23975,0.2545,0.265,0.24575
866,0.204,0.172,0.1994,0.213333333,0.23625,0.2205,0.241,0.2435,0.24125,0.24225,0.24575,0.24075,0.2465,0.22725,0.23775,0.22525,0.23775,0.25375,0.265,0.24475
867,0.203,0.172,0.199,0.212333333,0.23575,0.22025,0.2406,0.2435,0.24125,0.24175,0.24525,0.24,0.2455,0.22725,0.23725,0.22575,0.2375,0.25275,0.2645,0.24475
868,0.203,0.17275,0.199,0.212333333,0.235,0.22025,0.2408,0.24375,0.24,0.24025,0.24525,0.23925,0.24475,0.227,0.236,0.22475,0.23725,0.25225,0.2645,0.24475
869,0.203,0.17225,0.199,0.212,0.2345,0.2195,0.2404,0.2425,0.23875,0.23925,0.2445,0.23825,0.2445,0.2265,0.2355,0.2245,0.23625,0.2505,0.26425,0.244
870,0.203,0.1705,0.1988,0.212,0.234,0.2175,0.2402,0.24125,0.238,0.23825,0.243,0.2375,0.243,0.226,0.23525,0.22375,0.23575,0.25025,0.26325,0.24375
871,0.203,0.171,0.1988,0.212,0.234,0.2175,0.2394,0.24075,0.23725,0.23825,0.2425,0.2375,0.243,0.2255,0.23525,0.22275,0.23525,0.25025,0.26175,0.24325
872,0.203,0.17125,0.1988,0.211666667,0.2335,0.21675,0.2394,0.24075,0.237,0.236,0.24225,0.2375,0.24275,0.2255,0.23525,0.222,0.23525,0.249,0.261,0.243
873,0.203,0.17,0.1988,0.210666667,0.233,0.2165,0.2388,0.24025,0.237,0.2355,0.2415,0.2365,0.2425,0.225,0.2345,0.22175,0.23325,0.2485,0.26025,0.24275
874,0.203,0.1695,0.1978,0.210333333,0.23275,0.21575,0.238,0.23975,0.23675,0.2355,0.241,0.236,0.2405,0.224,0.23375,0.2215,0.23375,0.24775,0.25975,0.24175
875,0.202,0.16925,0.1972,0.210333333,0.232,0.215,0.2372,0.239,0.2365,0.23575,0.24025,0.23575,0.24075,0.22325,0.23125,0.22025,0.23275,0.24725,0.2595,0.24
876,0.202,0.169,0.197,0.210333333,0.23125,0.215,0.2366,0.2385,0.235,0.23525,0.23975,0.23475,0.24075,0.22225,0.231,0.22,0.23275,0.24625,0.25925,0.239
877,0.202,0.169,0.197,0.21,0.231,0.21375,0.2354,0.2385,0.2345,0.234,0.23975,0.2345,0.23925,0.22175,0.23,0.2195,0.23075,0.24575,0.259,0.239
878,0.202,0.16875,0.1962,0.209666667,0.23,0.213,0.2354,0.238,0.23425,0.23325,0.23925,0.234,0.239,0.22225,0.22925,0.219,0.23075,0.2455,0.25825,0.23875
879,0.2,0.1685,0.1956,0.207333333,0.22875,0.2115,0.2346,0.2365,0.23325,0.23275,0.23825,0.23175,0.2375,0.2205,0.22775,0.218,0.23,0.245,0.25625,0.23825
880,0.2,0.16825,0.1952,0.205,0.22625,0.21,0.2318,0.23625,0.233,0.232,0.23675,0.23025,0.236,0.2195,0.2265,0.21625,0.2295,0.24425,0.25475,0.23725
881,0.198,0.16625,0.1928,0.202333333,0.2225,0.20775,0.2296,0.23525,0.2305,0.23,0.235,0.22825,0.2345,0.21675,0.223,0.2145,0.2275,0.24175,0.2525,0.23575
882,0.198,0.16525,0.192,0.200666667,0.22175,0.20175,0.2298,0.2365,0.23,0.2285,0.2325,0.225,0.2325,0.21475,0.22075,0.21275,0.22525,0.241,0.2515,0.2345
883,0.198,0.16525,0.192,0.201666667,0.22025,0.20175,0.2288,0.23475,0.23,0.22875,0.23375,0.2225,0.23,0.21425,0.22,0.20925,0.22475,0.2395,0.2515,0.2345
884,0.198,0.165,0.1918,0.201666667,0.22225,0.20325,0.2272,0.2335,0.22775,0.22875,0.234,0.2225,0.23,0.21425,0.22,0.20875,0.22425,0.2395,0.251,0.23225
885,0.198,0.16575,0.1916,0.201666667,0.2235,0.2045,0.2266,0.23275,0.2275,0.22975,0.23375,0.22325,0.23,0.21375,0.22,0.2095,0.226,0.239,0.2515,0.232
886,0.199,0.167,0.191,0.204,0.22325,0.20475,0.2262,0.23275,0.228,0.229,0.23375,0.224,0.22975,0.21425,0.221,0.21025,0.2255,0.24125,0.251,0.23225
887,0.2,0.167,0.1908,0.204666667,0.22325,0.20625,0.2272,0.23175,0.22825,0.229,0.2345,0.2245,0.23025,0.2155,0.22525,0.2115,0.2255,0.24075,0.2515,0.23225
888,0.2,0.167,0.1908,0.205333333,0.22075,0.206,0.2272,0.23,0.22825,0.22675,0.2335,0.22475,0.2305,0.21575,0.227,0.21175,0.2255,0.24025,0.252,0.233
889,0.2,0.166,0.19,0.205,0.22075,0.206,0.2272,0.228,0.22725,0.22625,0.233,0.2255,0.23025,0.21525,0.227,0.21175,0.225,0.23975,0.25175,0.23325
890,0.2,0.1655,0.1904,0.205,0.22075,0.20625,0.2272,0.228,0.227,0.226,0.23275,0.2255,0.23025,0.215,0.22675,0.2115,0.225,0.23975,0.251,0.233
891,0.199,0.16525,0.1904,0.205,0.22075,0.206,0.2274,0.228,0.2265,0.226,0.23225,0.22575,0.23,0.2145,0.2255,0.21125,0.22475,0.2395,0.2505,0.23275
892,0.199,0.165,0.19,0.204666667,0.22025,0.206,0.227,0.228,0.22625,0.22575,0.2315,0.22525,0.22975,0.21425,0.224,0.21125,0.22425,0.2395,0.24975,0.233
893,0.197,0.164,0.19,0.203666667,0.2205,0.20575,0.2266,0.22775,0.22625,0.2255,0.23075,0.226,0.23,0.21375,0.22375,0.211,0.224,0.23875,0.24975,0.23175
894,0.195,0.164,0.1902,0.202666667,0.22,0.2055,0.226,0.22725,0.226,0.22475,0.2305,0.22525,0.2295,0.2135,0.223,0.2105,0.224,0.2375,0.24975,0.2315
895,0.195,0.16375,0.1902,0.202666667,0.2195,0.2045,0.2256,0.22675,0.2255,0.22475,0.23025,0.2245,0.2285,0.2125,0.221,0.20925,0.222,0.23625,0.24925,0.2315
896,0.195,0.164,0.1904,0.202666667,0.219,0.20425,0.2252,0.2275,0.2255,0.2245,0.22825,0.224,0.227,0.212,0.219,0.20925,0.21975,0.2335,0.24775,0.23125
897,0.197,0.164,0.1902,0.202,0.219,0.204,0.2254,0.22925,0.22575,0.22425,0.22825,0.224,0.22775,0.21225,0.22,0.209,0.21925,0.2345,0.24775,0.2315
898,0.197,0.16425,0.1896,0.202,0.219,0.2025,0.2238,0.2295,0.22475,0.22425,0.22775,0.22375,0.22775,0.212,0.22,0.20925,0.219,0.23525,0.24775,0.231
899,0.197,0.16375,0.19,0.202,0.21925,0.2015,0.2238,0.22775,0.223,0.22375,0.228,0.224,0.22775,0.21175,0.22025,0.2095,0.219,0.2355,0.2475,0.231
900,0.197,0.16375,0.19,0.202333333,0.21925,0.20175,0.2238,0.22675,0.224,0.224,0.22675,0.224,0.227,0.21225,0.221,0.2095,0.219,0.2355,0.248,0.23075
901,0.195,0.16375,0.189,0.202333333,0.21825,0.20225,0.224,0.22525,0.22275,0.2235,0.2265,0.225,0.2265,0.212,0.2215,0.20875,0.21925,0.23475,0.24775,0.2305
902,0.194,0.16275,0.189,0.201666667,0.21775,0.20225,0.224,0.225,0.22225,0.223,0.2265,0.2245,0.22625,0.2115,0.22125,0.20825,0.21975,0.23425,0.24775,0.23025
903,0.194,0.16275,0.1886,0.201666667,0.2175,0.202,0.2236,0.225,0.22225,0.22175,0.2255,0.22375,0.22625,0.211,0.22075,0.2075,0.2195,0.23375,0.2475,0.23025
904,0.192,0.1625,0.1882,0.2,0.21675,0.20125,0.2224,0.22525,0.22175,0.22175,0.2255,0.222,0.22575,0.21,0.21875,0.20575,0.2185,0.233,0.24675,0.2295
905,0.192,0.16225,0.1882,0.199333333,0.2155,0.1995,0.2206,0.225,0.22175,0.22175,0.22575,0.221,0.22525,0.209,0.21575,0.20575,0.21825,0.23325,0.24625,0.229
906,0.191,0.163,0.1886,0.196333333,0.2155,0.19975,0.2208,0.224,0.22125,0.22175,0.226,0.22125,0.22525,0.20825,0.21525,0.2065,0.217,0.23175,0.24625,0.22875
