wavelength,blank,S8 Preheat,S8 Postheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 PostIrrad Day 1,S8 PostIrrad Day 2,S8 PostIrrad Day 3,S8 PostIrrad Day 4,S8 PostIrrad Day 5
756,98.6,55.575,62.98,46.06,46.75,47.625,47.3,46.15,43.525,43.7,42.25,43.45,43.275,44.35,42.5,41.4,42.525,43,50.8,51.97142857,51.56666667,51.084,50.95
757,98.6,55.65,62.98,46.14,46.775,47.7,47.325,46.175,43.55,43.86,42.325,43.6,43.375,44.4,42.55,41.45,42.625,43.025,50.8,52.12857143,51.7125,51.212,51.075
758,98.6,55.625,62.98,46.22,46.85,47.975,47.475,46.225,43.625,43.96,42.35,43.625,43.55,44.55,42.7,41.575,42.625,43.05,50.8,52.17142857,51.74583333,51.288,51.0625
759,98.4,55.65,62.92,46.3,46.9,48,47.55,46.4,43.8,43.98,42.45,43.625,43.75,44.7,42.875,41.675,42.675,43.075,50.8,52.18571429,51.79166667,51.324,51.1
760,98.5,55.675,63.02,46.3,46.925,48.025,47.6,46.575,43.925,44.02,42.6,43.625,43.875,44.775,42.95,41.725,42.9,43.175,50.9,52.24285714,51.83333333,51.368,51.1625
761,98.6,55.725,63.06,46.34,47,48.05,47.75,46.775,44.025,44.26,42.775,43.75,44,44.975,43.075,41.925,43.075,43.425,50.9,52.32857143,51.91666667,51.424,51.225
762,98.6,55.7,63.06,46.4,47.075,48.1,47.825,46.775,44.225,44.34,42.9,43.9,44.05,44.975,43.075,42,43.35,43.575,50.9,52.37142857,51.97916667,51.464,51.275
763,98.5,55.875,63.32,46.54,47.375,48.15,47.925,47,44.425,44.64,43,44.175,44.2,45.1,43.25,42.225,43.45,43.725,51.2,52.52857143,52.14166667,51.688,51.45
764,98.4,56.15,63.44,46.68,47.55,48.375,48.325,47.2,44.7,45,43.225,44.675,44.475,45.475,43.525,42.3,43.6,43.875,51.5,52.61428571,52.23333333,51.788,51.6
765,98.4,56.15,63.42,46.78,47.625,48.475,48.35,47.2,44.875,45.08,43.35,44.7,44.575,45.5,43.575,42.375,43.6,44.025,51.5,52.61428571,52.23333333,51.808,51.625
766,98.4,56.125,63.34,46.76,47.65,48.575,48.325,47.2,44.9,45.12,43.375,44.7,44.6,45.5,43.625,42.375,43.6,44.025,51.5,52.58571429,52.22083333,51.796,51.6
767,98.4,56.125,63.28,46.78,47.675,48.575,48.325,47.2,44.9,45.1,43.5,44.725,44.6,45.525,43.725,42.45,43.6,44.15,51.5,52.61428571,52.22916667,51.784,51.5875
768,98.4,56.075,63.24,46.8,47.65,48.625,48.35,47.225,44.95,45.08,43.625,44.725,44.625,45.575,43.75,42.475,43.75,44.175,51.5,52.62857143,52.2625,51.776,51.5625
769,98.4,56.1,63.26,46.82,47.625,48.725,48.4,47.3,45,45.06,43.725,44.775,44.75,45.7,43.875,42.55,43.95,44.35,51.4,52.68571429,52.275,51.784,51.5375
770,98.5,56.15,63.32,46.84,47.675,48.75,48.475,47.325,45.025,45.1,43.8,44.8,44.75,45.675,43.9,42.675,44.025,44.425,51.4,52.77142857,52.35416667,51.828,51.6375
771,98.4,56.125,63.26,47.02,47.775,48.875,48.5,47.45,45.075,45.16,43.8,44.85,44.95,45.775,43.925,42.75,44.075,44.6,51.4,52.77142857,52.35833333,51.832,51.65
772,98.4,56.2,63.26,47.02,47.825,48.85,48.5,47.55,45.175,45.34,43.95,45,45.05,45.85,43.975,42.9,44.075,44.625,51.4,52.77142857,52.3125,51.832,51.65
773,98.4,56.225,63.28,47.02,47.925,48.85,48.55,47.575,45.3,45.5,44.125,45.2,45.05,46.025,44.075,42.975,44.1,44.625,51.4,52.77142857,52.325,51.864,51.625
774,98.3,56.225,63.26,47.1,47.925,48.875,48.725,47.65,45.425,45.58,44.3,45.25,45.1,46.1,44.3,43.075,44.1,44.65,51.4,52.85714286,52.45833333,51.968,51.775
775,98.2,56.225,63.24,47.12,47.975,49.025,48.8,47.8,45.5,45.66,44.45,45.4,45.55,46.125,44.45,43.125,44.2,44.7,51.6,52.85714286,52.48333333,52.004,51.8125
776,98.3,56.325,63.26,47.08,48.1,49.075,48.8,47.85,45.6,45.84,44.475,45.425,45.625,46.225,44.5,43.175,44.325,44.875,51.9,52.9,52.49166667,52.036,51.825
777,98.2,56.575,63.26,47.24,48.3,49.325,48.8,47.95,45.825,45.88,44.625,45.475,45.675,46.275,44.475,43.4,44.6,44.9,51.9,52.88571429,52.475,52.012,51.7875
778,98,56.575,63.22,47.42,48.325,49.4,48.925,47.975,46.1,45.94,44.625,45.7,45.725,46.325,44.525,43.425,44.6,45,51.9,53,52.575,52.076,51.85
779,97.8,56.6,63.24,47.44,48.4,49.525,48.975,48.3,46.225,46.08,44.65,45.875,45.95,46.4,44.6,43.5,44.675,45.075,51.9,53.01428571,52.56666667,52.068,51.8375
780,98,56.65,63.42,47.5,48.475,49.575,49.1,48.45,46.275,46.16,44.75,45.95,46.075,46.475,44.875,43.5,44.75,45.2,51.9,53.04285714,52.65416667,52.172,51.925
781,98,56.675,63.4,47.6,48.575,49.625,49.125,48.425,46.325,46.38,44.875,46.125,46.175,46.55,45,43.525,44.9,45.25,51.9,53.24285714,52.77083333,52.316,52.15
782,98,56.725,63.48,47.6,48.575,49.6,49.15,48.45,46.425,46.44,44.95,46.2,46.15,46.7,45.125,43.525,44.9,45.4,51.9,53.28571429,52.8125,52.356,52.15
783,98.1,56.7,63.5,47.68,48.675,49.55,49.275,48.5,46.525,46.62,45.025,46.35,46.325,46.725,45.175,43.575,44.975,45.45,51.9,53.28571429,52.87083333,52.348,52.175
784,98.1,56.675,63.52,47.74,48.7,49.675,49.35,48.55,46.675,46.78,45.15,46.475,46.55,46.825,45.3,43.6,45.05,45.525,52,53.3,52.875,52.328,52.15
785,98.1,56.75,63.56,47.76,48.725,49.725,49.475,48.575,46.875,46.92,45.4,46.725,46.65,47,45.275,43.775,45.15,45.8,52,53.32857143,52.8875,52.36,52.175
786,98.2,56.85,63.6,47.8,48.8,49.875,49.5,48.8,47.05,46.98,45.425,46.85,46.7,47.075,45.525,43.925,45.325,45.925,52,53.54285714,53.08333333,52.66,52.3375
787,98.2,56.9,63.66,48,48.95,50.075,49.65,48.95,47.275,47,45.575,46.925,46.75,47.375,45.525,44.25,45.35,45.95,52.2,53.6,53.11666667,52.664,52.375
788,98,57.1,63.6,48.12,49.075,50.25,49.8,49.025,47.375,47.18,45.725,47.025,46.95,47.625,45.8,44.375,45.775,46.025,52.2,53.75714286,53.24166667,52.748,52.475
789,98.1,57.275,63.72,48.2,49.225,50.325,49.975,49.175,47.55,47.44,46.125,47.25,47.15,47.7,45.975,44.5,46,46.175,52.4,53.97142857,53.42083333,52.952,52.6125
790,98.1,57.475,63.74,48.32,49.4,50.5,50.075,49.3,47.65,47.5,46.3,47.325,47.225,47.925,46.25,44.575,46.05,46.2,52.4,54.1,53.55416667,53.084,52.775
791,98.1,57.575,63.76,48.58,49.45,50.625,50.15,49.45,47.875,47.64,46.5,47.425,47.35,47.975,46.35,44.75,46.175,46.325,52.3,54.15714286,53.60833333,53.148,52.8
792,98.1,57.7,63.76,48.62,49.5,50.7,50.2,49.55,47.9,47.82,46.625,47.575,47.35,48,46.425,44.95,46.25,46.375,52.3,54.24285714,53.6625,53.192,52.8625
793,98.1,57.725,63.76,48.66,49.55,50.825,50.3,49.575,47.975,47.84,46.775,47.625,47.425,48.05,46.525,45.025,46.3,46.425,52.2,54.3,53.71666667,53.224,52.8625
794,98.1,57.8,63.76,48.78,49.6,50.9,50.325,49.575,48,47.88,46.825,47.675,47.525,48.075,46.6,45.05,46.4,46.425,52.2,54.31428571,53.71666667,53.22,52.8625
795,98.1,57.775,63.74,48.82,49.625,50.9,50.325,49.625,48.025,47.92,46.85,47.85,47.6,48.125,46.675,45.1,46.45,46.475,52.2,54.3,53.66666667,53.188,52.8375
796,98.1,57.775,63.72,48.82,49.675,50.95,50.325,49.675,48.075,48.04,46.85,47.825,47.7,48.2,46.7,45.1,46.5,46.55,52.2,54.25714286,53.63333333,53.176,52.825
797,98.2,57.8,63.78,48.86,49.675,50.975,50.45,49.7,48.25,48.12,46.925,47.95,47.75,48.25,46.7,45.1,46.575,46.65,52.3,54.07142857,53.5375,53.06,52.725
798,98.3,57.725,63.8,48.9,49.775,51.025,50.525,49.725,48.35,48.18,46.925,48.125,47.85,48.375,46.75,45.15,46.7,46.7,52.3,54,53.5,53.04,52.725
799,98.3,57.775,63.8,48.96,49.875,51.05,50.6,49.925,48.5,48.42,47.05,48.25,48.075,48.5,46.8,45.225,46.75,46.775,52.5,53.97142857,53.4625,53,52.7125
800,98.3,57.825,63.82,49.02,50,51.125,50.775,50,48.7,48.58,47.175,48.45,48.225,48.675,46.85,45.275,46.825,46.925,52.5,53.98571429,53.46666667,53.016,52.7125
801,98.4,57.825,63.96,49.12,50.175,51.225,50.9,50.15,48.875,48.78,47.225,48.575,48.325,48.825,47,45.425,47,47.15,52.7,54.01428571,53.50833333,53.016,52.7
802,98.5,57.925,64.06,49.24,50.375,51.275,51.05,50.3,49.05,48.96,47.425,48.725,48.475,48.975,47.25,45.625,47.125,47.375,52.8,54.07142857,53.55,53.08,52.775
803,98.6,58.075,64.22,49.32,50.525,51.5,51.25,50.5,49.25,49.08,47.575,48.975,48.725,49.075,47.325,45.775,47.3,47.575,52.9,54.21428571,53.69583333,53.212,52.9125
804,98.6,58.175,64.28,49.44,50.7,51.525,51.4,50.725,49.375,49.3,47.7,49.15,48.925,49.3,47.475,45.875,47.55,47.7,53.1,54.24285714,53.725,53.252,52.925
805,98.6,58.3,64.4,49.56,50.775,51.65,51.6,50.9,49.525,49.4,47.775,49.275,49.025,49.425,47.7,46.075,47.625,47.825,53.2,54.32857143,53.80416667,53.344,53.025
806,98.6,58.35,64.46,49.6,50.925,51.825,51.65,50.925,49.7,49.56,47.95,49.425,49.2,49.55,47.75,46.175,47.725,47.975,53.3,54.37142857,53.85416667,53.4,53.0875
807,98.6,58.525,64.54,49.72,51.05,51.925,51.775,51.05,49.85,49.68,48.125,49.575,49.325,49.675,47.975,46.225,47.9,48.1,53.5,54.42857143,53.9375,53.456,53.15
808,98.6,58.55,64.62,49.76,51.125,52.025,51.9,51.15,49.975,49.8,48.2,49.75,49.525,49.725,48.025,46.35,47.95,48.225,53.6,54.48571429,53.99583333,53.548,53.225
809,98.6,58.6,64.64,49.88,51.25,52.075,51.925,51.275,50.05,49.88,48.325,49.85,49.6,49.825,48.2,46.425,48.1,48.3,53.7,54.6,54.11666667,53.64,53.3625
810,98.7,58.675,64.76,49.94,51.3,52.1,51.975,51.275,50.275,49.9,48.375,49.925,49.6,49.9,48.175,46.525,48.15,48.35,53.8,54.68571429,54.1875,53.716,53.4125
811,98.6,58.675,64.74,50.04,51.325,52.125,52.025,51.375,50.325,49.96,48.45,49.975,49.75,50,48.2,46.625,48.2,48.475,53.8,54.81428571,54.29166667,53.8,53.5125
812,98.4,58.75,64.68,50.06,51.525,52.175,52,51.525,50.425,50.04,48.525,50.125,49.875,50.075,48.3,46.675,48.225,48.575,53.9,54.84285714,54.32916667,53.832,53.525
813,98.5,58.85,64.7,50.04,51.55,52.3,52.025,51.55,50.5,50.12,48.6,50.2,50.075,50.15,48.4,46.7,48.35,48.65,53.9,54.95714286,54.46666667,53.928,53.6
814,98.6,59.05,64.76,50.04,51.5,52.375,52.15,51.575,50.525,50.2,48.625,50.3,50.05,50.175,48.45,46.7,48.35,48.725,53.9,54.94285714,54.49583333,53.98,53.6375
815,98.5,59.05,64.76,50.12,51.575,52.4,52.25,51.625,50.6,50.3,48.7,50.575,50.1,50.275,48.45,46.8,48.475,48.85,53.9,54.94285714,54.4625,53.912,53.6375
816,98.6,59.1,64.82,50.12,51.6,52.45,52.25,51.7,50.7,50.34,48.95,50.625,50.225,50.375,48.525,46.95,48.475,48.975,53.9,54.97142857,54.4625,53.928,53.675
817,98.6,59.125,64.88,50.18,51.7,52.575,52.425,51.7,50.825,50.4,49,50.65,50.25,50.475,48.55,47.05,48.525,48.975,54,55.08571429,54.575,54.076,53.8125
818,98.6,59.225,64.88,50.26,51.875,52.65,52.475,52.075,50.9,50.66,49.175,50.8,50.325,50.5,48.6,47.05,48.625,48.975,54.2,55.12857143,54.6375,54.16,53.9
819,98.5,59.3,64.88,50.5,51.9,52.8,52.5,52.125,51.05,50.7,49.2,50.875,50.425,50.55,48.775,47.2,48.95,49.125,54.2,55.2,54.69583333,54.24,53.9625
820,98.5,59.425,64.98,50.7,52.125,52.875,52.6,52.35,51.225,50.76,49.375,50.95,50.775,50.625,49.1,47.325,49.35,49.15,54.2,55.34285714,54.825,54.42,54.15
821,98.5,59.675,65.14,51.12,52.275,53.05,52.95,52.525,51.4,51.12,49.6,51.275,51.075,51.1,49.225,47.5,49.5,49.5,54.5,55.48571429,54.975,54.516,54.2875
822,98.6,60.325,65.78,51.56,52.9,53.675,53.725,53.2,52.05,51.88,49.95,51.975,51.625,51.65,49.725,48,49.975,49.975,55.1,55.62857143,55.17916667,54.788,54.6375
823,98.9,60.85,66.34,51.98,53.4,54.025,54.5,53.7,52.975,52.5,50.175,52.525,52.325,52.25,50,48.475,50.575,50.65,55.5,55.8,55.45,55.1,55.05
824,98.9,60.525,66.28,51.84,53.475,53.95,54.45,53.25,52.975,52.4,50.225,52.5,52.325,52.275,50.075,48.35,50.5,50.625,55.4,55.85714286,55.575,55.196,55.15
825,98.8,60.25,65.66,51.8,53.325,53.8,54.15,52.9,52.875,52.24,49.9,52.225,51.65,52.175,50.025,47.95,50.25,50.25,54.9,55.5,55.19583333,54.728,54.7625
826,98.1,60.05,65.26,51.58,53.25,53.75,53.825,52.925,52.525,51.94,50.2,52.025,51.5,51.6,49.9,47.95,50.175,50.05,54.8,55.52857143,55.15,54.672,54.6
827,98.1,60.025,65.08,51.42,53.025,53.575,53.5,52.85,52.3,51.66,50.375,51.85,51.325,51.475,49.925,47.925,50.025,49.9,54.7,55.64285714,55.17083333,54.652,54.4625
828,98.1,60.175,65.22,51.42,52.975,53.575,53.5,52.85,52.325,51.78,50.5,51.85,51.525,51.575,49.95,48.175,50.075,50.125,54.6,55.97142857,55.35,54.768,54.4625
829,98.2,60.1,65.32,51.46,52.9,53.525,53.5,52.85,52.325,51.78,50.45,51.925,51.55,51.575,49.975,48.175,50.2,50.2,54.7,55.84285714,55.32083333,54.752,54.425
830,98.7,60.1,65.34,51.46,52.775,53.525,53.45,52.825,52.225,51.76,50.45,51.85,51.575,51.5,49.95,48.175,50.075,50.1,54.6,55.75714286,55.22083333,54.672,54.3125
831,98.7,60.125,65.24,51.44,52.8,53.55,53.375,52.85,52.175,51.72,50.6,51.825,51.475,51.425,49.95,48.2,50.075,50.05,54.5,55.68571429,55.16666667,54.612,54.225
832,98.6,60.15,65.02,51.38,52.75,53.55,53.4,52.825,52.175,51.66,50.65,51.775,51.475,51.425,50.075,48.275,50.05,49.975,54.4,56.11428571,55.37083333,54.732,54.25
833,98.6,60.275,65.18,51.4,52.875,53.7,53.425,53.025,52.375,51.8,50.8,51.825,51.675,51.5,50.125,48.5,50.2,50.05,54.3,56.4,55.6375,54.908,54.4125
834,98.6,60.475,65.54,51.7,53.175,53.875,53.85,53.5,52.65,52.26,50.875,52.45,51.825,51.775,50.25,48.75,50.55,50.4,55,56.48571429,55.81666667,55.156,54.7875
835,98.7,60.575,65.82,51.76,53.375,54.075,54.225,53.675,52.975,52.66,50.975,52.725,52.25,52.2,50.55,48.775,50.725,50.675,55.4,56.42857143,55.83333333,55.284,55
836,98.7,60.45,65.66,51.7,53.325,54.05,54.05,53.625,52.95,52.64,50.95,52.7,52.25,52.225,50.5,48.75,50.6,50.6,55.3,56.05714286,55.5875,55.076,54.8125
837,98.8,60.45,65.56,51.7,53.3,54.05,53.925,53.6,52.925,52.48,51.075,52.575,52.2,52.125,50.5,48.775,50.5,50.55,55.1,55.98571429,55.50833333,54.988,54.7
838,98.8,60.45,65.4,51.7,53.2,53.975,53.825,53.5,52.925,52.32,51.1,52.55,52.05,51.9,50.55,48.725,50.45,50.45,55,56.05714286,55.5125,54.964,54.6125
839,98.7,60.4,65.28,51.7,53.2,53.95,53.875,53.425,52.95,52.28,51.25,52.55,52.1,51.85,50.6,48.75,50.475,50.475,54.7,56.14285714,55.5375,54.952,54.575
840,98.7,60.55,65.24,51.7,53.275,54.025,53.95,53.425,53,52.34,51.3,52.675,52.1,52.05,50.725,48.85,50.525,50.475,54.7,56.31428571,55.74583333,55.108,54.7125
841,98.7,60.55,65.32,51.74,53.275,54.075,54.125,53.425,53.125,52.54,51.425,52.65,52.25,52.1,50.775,48.85,50.65,50.575,54.7,56.35714286,55.80833333,55.156,54.775
842,98.7,60.5,65.32,51.84,53.275,54.05,54.1,53.475,53.175,52.56,51.3,52.675,52.3,52.225,50.875,48.9,50.7,50.6,54.7,56.35714286,55.7875,55.176,54.8
843,98.7,60.525,65.32,51.86,53.3,54,54.1,53.5,53.175,52.66,51.325,52.725,52.325,52.275,50.95,48.9,50.625,50.625,54.7,56.37142857,55.83333333,55.204,54.8625
844,98.7,60.475,65.32,51.86,53.375,54.075,54.1,53.625,53.225,52.74,51.4,52.7,52.375,52.25,50.95,49.025,50.7,50.725,54.9,56.38571429,55.90416667,55.272,54.925
845,98.1,60.525,65.14,51.84,53.375,54.05,54.125,53.65,53.2,52.86,51.4,52.725,52.35,52.3,51.05,49.05,50.85,50.675,54.9,56.44285714,55.8875,55.248,54.925
846,98.1,60.525,65.22,51.9,53.35,54.1,54.125,53.775,53.4,52.78,51.55,52.675,52.375,52.375,50.975,49.025,50.975,50.725,54.9,56.41428571,55.88333333,55.248,54.95
847,98,60.575,65.2,51.9,53.525,54.175,54.05,53.8,53.95,52.8,51.675,52.65,52.35,52.35,50.975,49.125,51.15,50.75,54.9,56.45714286,55.9125,55.28,54.975
848,98.1,60.6,65.16,51.86,53.375,54.175,54.125,54.025,53.85,52.94,51.75,52.8,52.35,52.35,51,48.95,51.075,51.025,54.9,56.45714286,55.975,55.332,55.05
849,98.1,60.6,65.14,51.88,53.4,54.175,54.15,54,53.85,53.02,51.8,53.15,52.325,52.35,51.025,49.225,51.125,51.05,54.9,56.54285714,56.1,55.452,55.225
850,98,60.875,65.1,51.78,53.4,54.45,54.45,54,53.825,53.2,51.825,53.175,52.5,52.4,51.1,49.225,51.2,51,55,56.68571429,56.14583333,55.508,55.2125
851,98.1,60.775,65.14,51.76,53.475,54.375,54.475,54.1,53.825,53.24,51.775,53.225,52.525,52.475,51.125,49.275,51.1,51.2,55.1,56.61428571,56.12916667,55.524,55.2125
852,98.6,60.85,65.28,51.84,53.475,54.45,54.425,54.05,53.9,53.3,51.925,53.25,52.525,52.575,51.225,49.35,51.225,51.2,55.1,56.7,56.125,55.54,55.2375
853,98.6,60.95,65.44,51.88,53.525,54.45,54.6,54.375,53.975,53.3,52.1,53.525,52.65,52.675,51.3,49.35,51.25,51.25,55.2,56.7,56.12083333,55.552,55.175
854,97.9,60.925,65.24,52.26,53.525,54.5,54.85,54.4,54.05,53.42,52.1,53.525,52.675,52.775,51.55,49.375,51.2,51.05,55.2,56.68571429,56.14166667,55.568,55.2125
855,98,61.05,65.28,52.32,53.6,54.5,54.8,54.375,54.1,53.5,52.175,53.575,53.125,52.675,51.575,49.375,51.375,51.125,55.2,56.87142857,56.2,55.616,55.3
856,98.2,61.1,65.46,52.3,53.675,54.55,54.875,54.325,54.3,53.58,52.175,53.775,53.225,52.725,51.7,49.65,51.375,51.075,55.3,56.91428571,56.2125,55.664,55.4125
857,98.1,61.175,65.42,52.28,53.7,54.675,54.9,54.325,54.35,53.58,52.225,53.825,53.45,52.75,51.65,49.65,51.375,51.15,55.3,56.84285714,56.21666667,55.68,55.4125
858,98.3,61.3,65.58,52.32,53.775,54.675,54.95,54.35,54.45,53.7,52.225,54.075,53.575,52.975,51.625,49.75,51.35,51.15,55.3,56.82857143,56.2125,55.748,55.4125
859,98.3,61.35,65.56,52.4,53.9,54.65,55.075,54.375,54.45,53.8,52.35,54.05,53.6,52.975,51.75,49.775,51.4,51.275,55.4,56.85714286,56.37916667,55.848,55.65
860,98,61.55,65.46,52.42,53.825,54.725,55.05,54.6,54.45,53.96,52.375,54.05,53.5,53.075,51.825,49.775,51.55,51.325,55.6,56.85714286,56.28333333,55.76,55.6125
861,98,61.45,65.54,52.44,53.975,54.75,55.075,54.85,54.475,54,52.45,54.025,53.525,53.225,51.9,50.025,51.7,51.575,55.3,56.85714286,56.34583333,55.82,55.6875
862,98,61.475,65.56,52.48,54.075,54.8,55.125,55,54.6,53.96,52.475,54.125,53.55,53.275,52.025,50.1,51.75,51.55,55.3,56.85714286,56.38333333,55.852,55.6875
863,98,61.575,65.58,52.6,54.05,55,55.175,55.1,54.575,53.98,52.675,54.175,53.6,53.475,52.1,50.175,51.725,51.575,55.5,56.97142857,56.47083333,55.916,55.7625
864,98,61.6,65.6,52.76,54.175,55.075,55.2,55.075,54.85,54.02,52.675,54.175,53.85,53.675,52.075,50.125,51.8,51.65,55.7,56.98571429,56.49166667,55.96,55.8
865,98.1,61.65,65.62,52.78,54.2,55.15,55.325,55.075,54.85,54.02,52.7,54.25,53.925,53.675,52.075,50.125,51.875,51.85,55.9,57.05714286,56.47916667,55.948,55.7875
866,98.3,61.75,65.68,52.8,54.25,55.075,55.225,55.05,54.875,54.1,52.775,54.3,53.9,53.7,52.2,50.175,52.075,51.975,55.9,57.04285714,56.45416667,55.936,55.7375
867,98.8,61.75,65.84,52.88,54.25,55.075,55.225,55.125,55,54.18,52.875,54.35,53.95,53.7,52.3,50.225,52.1,52,55.9,57.07142857,56.47916667,55.976,55.75
868,98.5,61.75,65.82,52.88,54.5,55.125,55.325,55.125,55.075,54.24,52.95,54.375,54.075,53.725,52.325,50.35,52.1,52,55.9,57.1,56.51666667,55.98,55.8
869,98.5,61.775,65.84,52.92,54.525,55.25,55.475,55.075,55.1,54.32,53.05,54.45,54.15,53.8,52.425,50.35,52.1,52,55.9,57.12857143,56.55833333,56.04,55.8375
870,98.5,61.925,65.84,52.94,54.6,55.525,55.45,55.075,55.175,54.38,53.075,54.525,54.15,53.9,52.45,50.45,52.1,52.075,55.9,57.2,56.6,56.068,55.8375
871,98.5,61.925,65.9,53,54.675,55.625,55.425,55.225,55.2,54.42,53.25,54.7,54.3,53.925,52.5,50.625,52.125,52.1,55.9,57.18571429,56.6125,56.052,55.8375
872,98.5,61.925,65.9,53.02,54.775,55.7,55.5,55.25,55.3,54.5,53.325,54.825,54.35,53.95,52.55,50.65,52.15,52.125,56,57.25714286,56.70416667,56.132,55.85
873,98.8,61.95,66.04,53.24,54.825,55.725,55.6,55.4,55.4,54.64,53.45,54.85,54.475,53.95,52.675,50.75,52.4,52.25,56,57.28571429,56.74583333,56.188,55.875
874,98.8,62.05,66.06,53.3,54.825,55.725,55.65,55.425,55.4,54.66,53.4,54.95,54.475,54,52.65,50.75,52.475,52.3,56,57.3,56.82916667,56.24,55.9625
875,98.7,62.225,66.08,53.32,54.95,55.725,55.8,55.425,55.475,54.8,53.475,55.15,54.55,54,52.675,50.825,52.55,52.35,56.1,57.37142857,56.92083333,56.34,56.025
876,98.7,62.275,66.14,53.38,55.025,55.775,55.9,55.6,55.55,54.86,53.45,55.225,54.7,54.075,52.75,50.85,52.575,52.575,56.1,57.35714286,56.89583333,56.348,56
877,98.7,62.45,66.24,53.42,55.1,55.875,55.95,55.675,55.725,54.9,53.675,55.2,54.7,54.225,52.925,50.9,52.675,52.55,56.3,57.45714286,56.95416667,56.416,56.15
878,98.7,62.575,66.28,53.44,55.1,55.95,55.95,55.675,55.8,55.02,53.725,55.2,54.75,54.325,53.225,50.925,52.75,52.65,56.3,57.48571429,57.00416667,56.452,56.2125
879,98.7,62.65,66.36,53.52,55.35,56.225,56.125,55.775,55.9,55.1,53.8,55.325,54.85,54.475,53.3,51.15,52.85,52.8,56.4,57.51428571,57.04166667,56.496,56.2625
880,98.9,62.75,66.58,53.74,55.475,56.3,56.275,56.05,56.125,55.36,53.85,55.6,55.15,54.675,53.325,51.225,53.025,52.925,56.4,57.58571429,57.10416667,56.576,56.3625
881,99.1,63.05,67.06,54.22,55.9,56.7,56.65,56.375,56.4,55.82,54.125,56.05,55.425,55.15,53.525,51.425,53.425,53.25,56.5,57.68571429,57.27083333,56.808,56.6125
882,99.6,63.15,67.64,54.86,56.575,56.925,57.25,56.75,56.6,56.44,54.2,56.65,55.9,55.6,53.6,51.5,54.05,53.4,56.9,57.67142857,57.27083333,56.876,56.75
883,99.8,62.375,67.74,54.96,56.675,56.825,57.1,56.675,56.65,56.56,54.175,56.675,55.975,55.65,53.775,51.6,54.1,53.475,57.1,57.61428571,57.25416667,56.852,56.75
884,99.7,62.475,67.48,55.06,56.625,56.675,57,56.625,56.75,55.92,54.3,56.625,56.05,55.6,53.875,51.6,54.125,53.475,57.1,57.6,57.26666667,56.844,56.75
885,99.7,62.525,67.28,55.08,56.625,56.725,56.775,56.6,56.575,55.76,54.225,56.1,55.475,55.5,53.8,51.7,53.95,53.5,57,57.55714286,57.23333333,56.752,56.5625
886,99.6,62.575,67.18,55.04,56.65,56.6,56.7,56.45,56.6,55.6,54.525,55.9,55.425,55.2,53.8,51.675,53.85,53.3,57,57.71428571,57.31666667,56.712,56.45
887,98.8,63.15,66.84,54.62,56.325,56.625,56.4,56.175,56.675,55.5,54.6,55.55,55.325,54.95,53.775,51.65,53.675,53.325,56.6,58.38571429,57.55833333,56.768,56.4
888,98.1,63.925,66.5,54.54,56.2,56.625,56.375,56.175,56.775,55.46,54.875,55.6,55.375,54.75,53.875,51.8,53.725,53.3,56.5,58.72857143,57.88333333,57.036,56.45
889,98.3,63.975,66.56,54.54,56.2,56.625,56.4,56.2,56.8,55.52,54.875,55.65,55.375,54.725,53.975,51.825,53.9,53.325,56.6,58.85714286,58.07916667,57.208,56.6125
890,98.3,63.975,66.48,54.52,56.2,56.6,56.475,56.275,56.75,55.5,54.875,55.725,55.4,54.75,53.975,51.8,53.85,53.425,56.7,58.85714286,58.14166667,57.3,56.7
891,98.3,63.9,66.5,54.5,56.2,56.65,56.525,56.3,56.75,55.62,54.85,55.95,55.45,55.025,54.025,51.9,53.875,53.45,56.7,58.67142857,58.00416667,57.232,56.6625
892,98.6,63.925,66.58,54.52,56.15,56.775,56.625,56.35,56.75,55.74,54.9,56.05,55.55,55.1,54.075,51.875,53.875,53.475,56.7,58.64285714,57.99583333,57.244,56.675
893,98.7,63.875,66.64,54.52,56.2,56.8,56.775,56.45,56.825,55.78,54.95,56.25,55.6,55.125,54.125,51.9,53.9,53.5,56.7,58.6,57.97083333,57.24,56.6875
894,98.8,63.85,66.68,54.6,56.225,56.85,56.8,56.525,56.875,55.92,54.95,56.35,55.65,55.175,54.125,52.025,53.925,53.55,56.9,58.6,57.99583333,57.284,56.775
895,99,63.8,66.92,54.8,56.375,57.05,56.9,56.75,56.9,56.08,54.95,56.55,55.75,55.45,54.25,52.05,54.025,53.7,56.9,58.57142857,57.975,57.296,56.8375
896,99,63.825,66.96,54.88,56.4,57.1,56.95,56.775,57,56.36,54.925,56.55,55.925,55.7,54.275,52.1,54.15,53.625,57,58.55714286,58.02916667,57.412,56.9375
897,99,63.7,66.94,54.88,56.475,57.325,57.025,56.775,56.975,56.46,54.95,56.625,56.175,55.775,54.45,52.125,54.1,53.725,57.1,58.5,57.97083333,57.392,56.9375
